rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.14888599392760746,future_winner,future_relaxed,0.4942310220354384,leader_onset_shadow,1.0,7,alpha_selector,1,True,False
2019-05-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,0.14854998953480794,future_winner,future_relaxed,0.457990584877088,leader_onset_shadow,0.9988709677419355,7,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.14482797616552195,early_scout,early_relaxed,0.41750449507576387,leader_onset_shadow,0.9862779156327545,7,alpha_selector,1,True,False
2019-05-31,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.14274401695862213,early_scout,early_relaxed,0.4237014895761225,leader_onset_shadow,0.9791563275434244,7,alpha_selector,1,True,False
2019-05-31,MSCI,MSCI INC,Financials,0.13948543234179703,future_winner,future_relaxed,0.38709132162654186,leader_onset_shadow,0.9679156327543424,7,alpha_selector,1,True,False
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.1381868385251699,future_winner,future_relaxed,0.4689006471756049,leader_onset_shadow,0.9633995037220845,7,alpha_selector,1,True,False
2019-05-31,PODD,INSULET CORP,Health Care,0.1373197525464736,future_winner,future_relaxed,0.43833216295052385,leader_onset_shadow,0.9603722084367244,7,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.15424680142515246,core_compounder,core_strict,0.5040057289303804,leader_onset_shadow,1.0,7,alpha_selector,1,True,False
2019-06-28,KBR,KBR INC,Industrials,0.14694648878659114,early_scout,early_relaxed,0.538368802504804,leader_onset_shadow,0.9760487804878047,7,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.1437183585061724,future_winner,future_relaxed,0.5648600969833419,leader_onset_shadow,0.9652682926829269,7,alpha_selector,1,True,False
2019-06-28,ACM,AECOM,Industrials,0.1407056831126225,early_scout,early_relaxed,0.4614689142017162,leader_onset_shadow,0.9550975609756097,7,alpha_selector,1,True,False
2019-06-28,CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,0.13955105477907304,early_scout,early_relaxed,0.4308859941962905,leader_onset_shadow,0.951170731707317,7,alpha_selector,1,True,False
2019-06-28,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.13881130567768643,early_scout,early_relaxed,0.4923254580797349,leader_onset_shadow,0.9486463414634146,7,alpha_selector,1,True,False
2019-06-28,LDOS,LEIDOS HOLDINGS INC,Industrials,0.13602030771270204,future_winner,future_relaxed,0.4001182038466642,leader_onset_shadow,0.9390609756097561,7,alpha_selector,1,True,False
