horizon,status,start_date,end_date,days,period_return,cagr,sharpe,max_dd,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,trade_count,gross_traded_usd,turnover_estimate
1M,completed,2026-04-13,2026-05-13,23,-0.01554270243023781,-0.17363474956579283,-0.6520448872977113,-0.07479957965525885,622947.7193134215,613265.4282825377,0.13771048263117103,0.1395778416558601,0,0.0,0.0
3M,completed,2026-02-13,2026-05-13,62,0.05808731027072467,0.2607663444870756,1.2979311373900648,-0.07479957965525885,579598.1317700769,613265.4282825377,0.1418526831099711,0.1395778416558601,4,986665.7059288025,1.6342295637658324
6M,completed,2025-11-13,2026-05-13,124,0.5519254746861177,1.4275543577538183,2.9713458434986477,-0.10322378251359943,395164.22552866,613265.4282825377,0.11727734890604338,0.1395778416558601,14,2659777.0802116394,4.987939601432768
1Y,completed,2025-05-13,2026-05-13,252,0.5606341097108831,0.5611099535404365,1.618929066927736,-0.2187469629333184,392959.1340254308,613265.4282825377,0.11353927213021325,0.1395778416558601,35,5945542.793678284,12.957824879228589
2Y,completed,2024-05-13,2026-05-13,502,1.0705883841665207,0.43931263530821596,1.5000190846020107,-0.2871056557222361,296179.3048643017,613265.4282825377,0.14454964616138075,0.1395778416558601,73,10742087.835159302,26.236403451720168
3Y,completed,2023-05-15,2026-05-13,752,2.176529279665572,0.4709071801347027,1.4125486645549339,-0.2959677335209536,193061.4750533963,613265.4282825377,0.13973704797011807,0.1395778416558601,111,13982773.470611572,38.93287535424984
5Y,completed,2021-05-13,2026-05-13,1256,2.589697317723492,0.2912988517490829,1.0556448772529101,-0.32558014940398905,170840.42859397887,613265.4282825377,0.1804160394136328,0.1395778416558601,195,19669709.186389923,66.61766839942149
FULL,completed,2019-05-01,2026-05-13,1769,5.132654282825377,0.2941501486165121,1.0782318630667798,-0.32558014940398905,100000.0,613265.4282825377,0.17930602495194678,0.1395778416558601,280,23447921.612247467,38.23454010429684
