recommendation_date,as_of_date,recommended_next_review_date,recommendation_semantics,portfolio_kind,rank,ticker,company_name,sector,recommended_weight,current_account_weight,projected_account_weight_after_orders,trade_action_from_current,trade_value_delta_usd,estimated_order_quantity,target_value_per_100k_usd,reference_price,reference_price_date,reference_price_source,estimated_shares_per_100k,suggested_action,buy_logic,score,monster_early_score,stale_leader_score,risk_entry_block_score
2026-05-13,2026-05-13,,latest_close_target_recommendation_not_yet_filled,concentrated,1,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.5,0.0,0.5021984835562622,BUY,364715.16249427793,2049.0,50000.0,177.9499969482422,2026-05-13,price_cache_latest_close,280,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,6.948791834841701,0.7513820600634564,0.0,0.1083333333333333
2026-05-13,2026-05-13,,latest_close_target_recommendation_not_yet_filled,concentrated,2,MU,MICRON TECHNOLOGY INC,Information Technology,0.25,0.0,0.2468291571506631,BUY,182357.58124713897,223.0,25000.0,803.6300048828125,2026-05-13,price_cache_latest_close,31,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,5.422680174652204,0.7882889320016292,0.0,0.1083333333333333
2026-05-13,2026-05-13,,latest_close_target_recommendation_not_yet_filled,concentrated,3,CIEN,CIENA CORP,Information Technology,0.25,0.0,0.2507256236775539,BUY,182357.58124713897,315.0,25000.0,577.9000244140625,2026-05-13,price_cache_latest_close,43,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,5.415747022998909,0.7399533651806681,0.0,0.1083333333333333
2026-05-13,2026-05-13,,latest_close_target_recommendation_not_yet_filled,concentrated,4,CASH,Cash reserve,Cash,0.0,0.13961787617140103,0.0002467356155207,DEPLOY_CASH,0.0,0.0,0.0,1.0,2026-05-13,cash,0,NO_CASH_TARGET,residual cash after target stock weights,0.0,0.0,0.0,0.0
