ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
CPRT,BUY,242.0,16.502500534057617,3993.6051292419434,9.984012823104859,-4003.5891420650482,95996.41085793496,242.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
EXR,BUY,49.0,81.476318359375,3992.339599609375,9.980848999023438,-4002.3204486083982,91994.09040932656,49.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
FDS,BUY,15.0,253.60531616210938,3804.0797424316406,9.510199356079102,-3813.58994178772,88180.50046753883,15.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
KEYS,BUY,46.0,85.86000061035156,3949.560028076172,9.87390007019043,-3959.433928146362,84221.06653939247,46.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
PAYC,BUY,20.0,196.92333984375,3938.466796875,9.8461669921875,-3948.3129638671876,80272.75357552529,20.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
VICI,BUY,255.0,15.683971405029297,3999.4127082824707,9.998531770706178,-4009.4112400531767,76263.34233547212,255.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
EL,BUY,27.0,155.79603576660156,4206.492965698242,10.516232414245605,-4217.009198112488,72046.33313735963,27.0,2019-05-01,2019-04-30,target_rebalance,0.0430026885849006,next_close,
CDNS,BUY,63.0,68.54000091552734,4318.020057678223,10.795050144195557,-4328.815107822418,67717.51802953721,63.0,2019-05-01,2019-04-30,target_rebalance,0.0435942300007817,next_close,
W,BUY,26.0,163.52999877929688,4251.779968261719,10.629449920654297,-4262.409418182373,63455.10861135484,26.0,2019-05-01,2019-04-30,target_rebalance,0.0435981696275517,next_close,
DG,BUY,38.0,112.40971374511719,4271.569122314453,10.678922805786133,-4282.248045120239,59172.860566234594,38.0,2019-05-01,2019-04-30,target_rebalance,0.0438025547965812,next_close,
CSX,BUY,184.0,24.00916290283203,4417.685974121094,11.044214935302735,-4428.730189056397,54744.1303771782,184.0,2019-05-01,2019-04-30,target_rebalance,0.0443767868530588,next_close,
MELI,BUY,9.0,484.7300109863281,4362.570098876953,10.906425247192383,-4373.476524124146,50370.65385305405,9.0,2019-05-01,2019-04-30,target_rebalance,0.0452855190389667,next_close,
AMT,BUY,29.0,159.7619171142578,4633.095596313477,11.582738990783692,-4644.67833530426,45725.97551774979,29.0,2019-05-01,2019-04-30,target_rebalance,0.0472143950255957,next_close,
DHR,BUY,46.0,112.98954010009766,5197.518844604492,12.993797111511231,-5210.512641716004,40515.46287603378,46.0,2019-05-01,2019-04-30,target_rebalance,0.0528036416052709,next_close,
AVGO,BUY,240.0,26.60117530822754,6384.282073974609,15.960705184936524,-6400.2427791595455,34115.22009687423,240.0,2019-05-01,2019-04-30,target_rebalance,0.0639943405669794,next_close,
NOW,BUY,118.0,54.08000183105469,6381.440216064453,15.953600540161133,-6397.393816604615,27717.82628026962,118.0,2019-05-01,2019-04-30,target_rebalance,0.0639943405669794,next_close,
V,BUY,79.0,154.98843383789062,12244.08627319336,30.610215682983398,-12274.696488876343,15443.129791393276,79.0,2019-05-01,2019-04-30,target_rebalance,0.1226984398087598,next_close,
HD,BUY,86.0,167.5145263671875,14406.249267578125,36.01562316894531,-14442.26489074707,1000.8649006462056,86.0,2019-05-01,2019-04-30,target_rebalance,0.1456348935245734,next_close,
W,SELL,26.0,151.82000732421875,3947.3201904296875,9.86830047607422,3937.4518899536133,4938.316790599819,0.0,2019-05-06,2019-05-03,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
AVGO,SELL,240.0,25.191457748413086,6045.949859619141,15.114874649047852,6030.834984970093,10969.151775569911,0.0,2019-05-14,2019-05-13,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
KEYS,SELL,46.0,75.36000061035156,3466.560028076172,8.66640007019043,3457.8936280059816,14427.045403575892,0.0,2019-05-21,2019-05-20,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
CDNS,SELL,63.0,61.70000076293945,3887.1000480651855,9.717750120162965,3877.3822979450224,18304.427701520915,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
CPRT,SELL,242.0,17.825000762939453,4313.650184631348,10.78412546157837,4302.866059169769,22607.293760690685,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
CSX,SELL,184.0,22.68403434753418,4173.862319946289,10.434655799865723,4163.427664146423,26770.72142483711,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
EL,SELL,27.0,150.56448364257812,4065.2410583496094,10.163102645874023,4055.0779557037354,30825.799380540844,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
EXR,SELL,49.0,82.29113006591797,4032.2653732299805,10.080663433074951,4022.1847097969057,34847.98409033775,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
MELI,SELL,9.0,568.77001953125,5118.93017578125,12.797325439453125,5106.132850341797,39954.116940679545,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
VICI,SELL,255.0,15.182463645935059,3871.52822971344,9.6788205742836,3861.8494091391563,43815.9663498187,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
DHR,SELL,3.0,113.2987289428711,339.8961868286133,0.8497404670715332,339.04644636154177,44155.01279618024,43.0,2019-06-03,2019-05-31,target_rebalance,0.049025303703027,next_close,
PAYC,SELL,3.0,192.89608764648438,578.6882629394531,1.4467206573486329,577.2415422821045,44732.25433846235,17.0,2019-06-03,2019-05-31,target_rebalance,0.0319833244296347,next_close,
DG,SELL,8.0,117.11237335205078,936.8989868164062,2.3422474670410156,934.5567393493652,45666.81107781171,30.0,2019-06-03,2019-05-31,target_rebalance,0.0350024022307827,next_close,
V,SELL,39.0,151.2314453125,5898.0263671875,14.74506591796875,5883.2813012695315,51550.092379081245,40.0,2019-06-03,2019-05-31,target_rebalance,0.0616564537080339,next_close,
HD,SELL,59.0,159.73709106445312,9424.488372802734,23.561220932006837,9400.927151870728,60951.01953095198,27.0,2019-06-03,2019-05-31,target_rebalance,0.043016430859403,next_close,
FDS,BUY,4.0,258.81585693359375,1035.263427734375,2.5881585693359375,-1037.851586303711,59913.16794464827,19.0,2019-06-03,2019-05-31,target_rebalance,0.0510442238103726,next_close,
KO,BUY,53.0,40.37461471557617,2139.854579925537,5.3496364498138425,-2145.204216375351,57767.963728272916,53.0,2019-06-03,2019-05-31,target_rebalance,0.0222127723424928,next_close,
ELS,BUY,44.0,50.220008850097656,2209.680389404297,5.524200973510743,-2215.2045903778076,55552.75913789511,44.0,2019-06-03,2019-05-31,target_rebalance,0.0229999283478351,next_close,
AZO,BUY,2.0,1037.6500244140625,2075.300048828125,5.188250122070313,-2080.4882989501953,53472.27083894492,2.0,2019-06-03,2019-05-31,target_rebalance,0.0236567974511005,next_close,
SUI,BUY,23.0,102.8534927368164,2365.6303329467773,5.914075832366944,-2371.5444087791443,51100.72643016577,23.0,2019-06-03,2019-05-31,target_rebalance,0.0242639368618343,next_close,
NOW,BUY,52.0,49.67599868774414,2583.1519317626953,6.457879829406738,-2589.6098115921022,48511.116618573666,170.0,2019-06-03,2019-05-31,target_rebalance,0.0863999999999999,next_close,
SHOP,BUY,106.0,26.5,2809.0,7.0225,-2816.0225,45695.09411857367,106.0,2019-06-03,2019-05-31,target_rebalance,0.0288,next_close,
ADBE,BUY,11.0,259.0299987792969,2849.3299865722656,7.123324966430665,-2856.453311538696,42838.64080703497,11.0,2019-06-03,2019-05-31,target_rebalance,0.0312376804550532,next_close,
PYPL,BUY,29.0,104.9588394165039,3043.8063430786133,7.609515857696533,-3051.4158589363096,39787.224948098665,29.0,2019-06-03,2019-05-31,target_rebalance,0.0313094798117308,next_close,
PEG,BUY,74.0,46.920223236083984,3472.096519470215,8.680241298675538,-3480.77676076889,36306.44818732978,74.0,2019-06-03,2019-05-31,target_rebalance,0.0357443056862899,next_close,
UNH,BUY,18.0,210.1200408935547,3782.1607360839844,9.45540184020996,-3791.6161379241944,32514.832049405584,18.0,2019-06-03,2019-05-31,target_rebalance,0.039184266204974,next_close,
