as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,MU,404.0,957.0700073242188,386656.2829589844,0.2850160248649426,1035.5,-31685.717041015625,71694.52289827344,2026-06-01,2026-06-01,31.0,1.0,404.0,1035.5,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,221.0,1712.0,378352.0,0.2788946870705314,1119.7202807702254,130893.8179497802,49541.69545170907,2026-05-01,2026-05-01,62.0,1.0,221.0,1187.0,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,HOLD,False,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.2788946870705314,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,AMD,281.0,511.4363098144531,143713.60305786133,0.105935637587751,510.1300048828125,367.0716857910156,15806.91437440872,2026-06-01,2026-06-01,31.0,1.0,281.0,510.1300048828125,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.5,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.5,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,UMC,4878.0,24.354999542236328,118803.6877670288,0.0875737866394537,22.88999938964844,7146.2707443237305,0.0,2026-06-01,2026-06-01,31.0,1.0,4878.0,22.88999938964844,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,WDC,182.0,536.510009765625,97644.82177734376,0.0719769474289817,393.5670409606535,26015.62032250481,178456.62061472813,2026-05-01,2026-05-01,62.0,1.0,182.0,431.4075012207031,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,231442.03751935973,0.1706029164083393,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,HOLD,Combined cash is already close to target.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,HOLD,False,CASH_NO_ACTION,cash row,0.1706029164083393,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,FLEX,553.0,136.35000610351562,75401.55337524414,0.1138381246311517,148.00999450683594,-6447.973587036133,0.0,2026-06-01,2026-06-01,31.0,1.0,553.0,148.00999450683594,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,HOLD,False,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.1138381246311517,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,SNDK,44.0,1712.0,75328.0,0.1137270768088818,768.0426355580814,41534.124035444416,18394.924376726,2026-03-02,2026-05-01,122.0,2.0,44.0,825.5963745117188,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,UMC,1938.0,24.354999542236328,47199.989112854,0.071260577570305,22.88999938964844,2839.170295715332,0.0,2026-06-01,2026-06-01,31.0,1.0,1938.0,22.88999938964844,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0403800779431784,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.0403800779431784,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,WDC,85.0,536.510009765625,45603.350830078125,0.0688500395947679,337.1477259055395,16945.794128107267,46076.37423698979,2026-05-01,2026-05-01,62.0,1.0,85.0,431.4075012207031,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
