portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.27279904079528894,0.3,False,2.7201,-0.3894503332484083,-0.2,False,18.945,1.0305953117596356,0.0,False
concentrated,broker_ledger_next_close,0.268720625119377,0.5,False,23.1279,-0.4801676860799001,-0.25,False,23.0168,0.8981629778189865,0.0,False
