fill_date,gross_value,portfolio,price_return,reason,relative_return,signal_date,ticker
2019-05-14,6751.310165405273,main,-0.0800249407080984,daily_hard_stop_exit,-0.0441572474383146,2019-05-13,AVGO
2019-05-21,3466.560028076172,main,-0.1316096316262481,daily_hard_stop_exit,-0.1075717130273385,2019-05-20,KEYS
2019-07-08,1806.1523895263672,main,-0.058897916290888,weekly_relative_trim,-0.0677273903099558,2019-07-05,AVGO
2019-07-08,142.6292266845703,main,0.0112375308489409,weekly_relative_trim,-0.0742094374138141,2019-07-05,PEG
2019-07-09,1833.1003665924072,main,-0.0845346688633255,daily_hard_stop_exit,-0.0881125927790713,2019-07-08,AVGO
2019-07-18,21.86519432067871,main,-0.0950031193116652,daily_hard_stop_exit,-0.1173205211016277,2019-07-17,CSX
2019-07-29,156.6472206115723,main,0.0358061237364193,weekly_relative_trim,-0.0628631196720835,2019-07-26,ELS
2019-08-05,2242.8798828125,main,0.0006685869745772,weekly_relative_trim,-0.065601741145313,2019-08-02,ADBE
2019-08-15,5771.43883895874,main,-0.092219676209148,daily_hard_stop_exit,-0.0546169457673578,2019-08-14,ORCL
2019-08-26,3891.660999298096,main,-0.0997101027540827,daily_hard_stop_exit,-0.0681359177338618,2019-08-23,TSCO
2019-09-11,4245.879638671875,main,-0.0909432402700372,daily_hard_stop_exit,-0.1134768854929834,2019-09-10,AMT
2019-09-16,3342.7933044433594,main,-0.048900174029542,weekly_relative_trim,-0.081594121390316,2019-09-13,AMGN
2019-09-16,4282.859962463379,main,-0.0477750504951574,weekly_relative_trim,-0.0815905124148627,2019-09-13,NOW
2019-10-23,7304.331817626953,main,-0.1124792667414511,daily_hard_stop_exit,-0.1420046558988317,2019-10-22,NOW
2019-10-28,6914.206787109375,main,0.041934625070241,weekly_relative_trim,-0.0603761371199408,2019-10-25,MA
2019-10-28,1085.3583526611328,main,-0.0361809888026776,weekly_relative_trim,-0.0628970830936251,2019-10-25,SBUX
2019-11-04,528.9306793212891,main,-0.0243107835954723,weekly_relative_trim,-0.0654243357174257,2019-11-01,AMT
2019-11-11,634.5273284912109,main,-0.0348645279550373,weekly_relative_trim,-0.0958967621651019,2019-11-08,AEP
2019-11-11,7445.076751708984,main,-0.057951541112618,weekly_relative_trim,-0.117523822771919,2019-11-08,BKNG
2019-11-11,3722.483520507813,main,-0.0520181782347597,weekly_relative_trim,-0.1119656677309953,2019-11-08,DUK
2019-11-11,179.29344177246094,main,-0.0109961613023894,weekly_relative_trim,-0.0612562856563471,2019-11-08,MDT
2019-11-11,2936.9093322753906,main,-0.0155479169550715,weekly_relative_trim,-0.077801674941686,2019-11-08,PG
2019-11-18,7289.465713500977,main,-0.0731763597054996,weekly_relative_exit,-0.1397221579014371,2019-11-15,BKNG
2019-11-18,3807.7475357055664,main,-0.0563840963765606,weekly_relative_exit,-0.1241355765578924,2019-11-15,DUK
2019-12-09,558.1151733398438,main,0.073021988739208,weekly_relative_trim,-0.073122692505173,2019-12-06,HD
2019-12-16,1467.56005859375,main,-0.0458996930014343,weekly_relative_trim,-0.0629782109293639,2019-12-13,BIO
2019-12-16,312.5595932006836,main,-0.0414937872960941,weekly_relative_trim,-0.0752643193158296,2019-12-13,LPX
2019-12-23,5431.333351135254,main,0.0154317097419658,weekly_relative_trim,-0.0882307408113719,2019-12-20,ORCL
2019-12-30,1883.5325622558596,main,-0.0069780390356415,weekly_relative_trim,-0.0630100852583894,2019-12-27,COST
2019-12-30,2247.395263671875,main,-0.0265355752246729,weekly_relative_trim,-0.0649623046278047,2019-12-27,DIS
2019-12-30,1751.805145263672,main,-0.025458522055316,weekly_relative_trim,-0.0639277672706729,2019-12-27,JKHY
2019-12-30,2654.22735786438,main,-0.0100744255906636,weekly_relative_trim,-0.0659317557634201,2019-12-27,ORLY
2020-01-06,4670.216979980469,main,-0.0073344279331784,weekly_relative_trim,-0.0620392864042935,2020-01-03,MSFT
2020-01-27,2114.4810676574707,main,-0.0228826078246624,weekly_relative_trim,-0.0783250698279292,2020-01-24,BAC
2020-01-28,5813.016571044922,main,-0.0867064498981498,daily_hard_stop_exit,-0.1244936478020027,2020-01-27,DIS
2020-02-24,1501.8299865722656,main,-0.0374687349391977,weekly_relative_trim,-0.0644846355102014,2020-02-21,PCTY
2020-02-26,3374.610107421875,main,-0.0929097674278789,daily_hard_stop_exit,-0.0596318219085244,2020-02-25,DIS
2020-02-28,1554.2400512695312,main,-0.1010269084921537,daily_hard_stop_exit,-0.0206206051886511,2020-02-27,PCTY
2020-03-09,3973.016082763672,main,-0.0969193997210287,daily_hard_stop_exit,-0.0616110833029048,2020-03-06,RNG
2020-03-10,9639.020141601562,main,-0.1460255069349839,daily_hard_stop_exit,0.0093360944655507,2020-03-09,ADBE
2020-03-10,2815.9547576904297,main,-0.1163577547431904,daily_hard_stop_exit,-0.0040294857498163,2020-03-09,BKNG
2020-03-10,2072.511474609375,main,-0.1436665529491417,daily_hard_stop_exit,-0.034809768085493,2020-03-09,GPN
2020-03-10,13808.953491210938,main,-0.1044697666113153,daily_hard_stop_exit,-0.1161465767165361,2020-03-09,MA
2020-03-10,4432.9112548828125,main,-0.0919852640087234,daily_hard_stop_exit,0.0087142677057034,2020-03-09,MSFT
2020-03-10,6381.120140075684,main,-0.1518873171168818,daily_hard_stop_exit,-0.0440755526941657,2020-03-09,NOW
2020-03-10,3527.8039474487305,main,-0.1823781431737969,daily_hard_stop_exit,-0.0784423610612702,2020-03-09,TSLA
2020-03-13,2606.814208984375,main,-0.0952024160147088,daily_hard_stop_exit,0.1271769876690081,2020-03-12,AMT
2020-03-13,4421.7799072265625,main,-0.0995202359638494,daily_hard_stop_exit,0.1255190930396057,2020-03-12,BABA
2020-03-13,3479.0100135803223,main,-0.1588155180275948,daily_hard_stop_exit,0.1014291140878684,2020-03-12,SHOP
2020-03-13,4179.398223876953,main,-0.0831165586316814,daily_hard_stop_exit,0.1422332837506073,2020-03-12,UNH
2020-03-17,4245.487182617188,main,-0.1695955996782516,daily_hard_stop_exit,-0.0029344215270156,2020-03-16,LRCX
2020-04-03,2360.489959716797,main,-0.0997477858997512,daily_hard_stop_exit,-0.1200529664031332,2020-04-02,SHOP
2020-04-06,5399.00016784668,main,-0.0860584664153802,daily_hard_stop_exit,-0.0935705837576483,2020-04-03,NOW
2020-05-04,9775.07958984375,main,0.0561169715132621,weekly_relative_trim,-0.0807201308653163,2020-05-01,ADBE
2020-05-04,3267.615234375,main,0.0156272807104247,weekly_relative_trim,-0.115963724772536,2020-05-01,BABA
2020-05-04,5922.901611328125,main,0.0091698601254641,weekly_relative_exit,-0.1215844816682277,2020-05-01,JD
2020-05-04,4350.219985961914,main,0.0632607716012574,weekly_relative_trim,-0.0745019260763081,2020-05-01,VEEV
2020-05-11,79.21284484863281,main,0.0886812475138265,weekly_relative_trim,-0.0836449718941884,2020-05-08,VZ
2020-05-22,276.0,main,1.2598585399172326,daily_trailing_stop_exit,0.8864086708546688,2020-05-21,MRNA
2020-05-26,3639.877395629883,main,0.0428875619565762,weekly_relative_exit,-0.131103499544715,2020-05-22,BABA
2020-05-26,76.26343536376953,main,0.0332919498509385,weekly_relative_exit,-0.1390982192848495,2020-05-22,VZ
2020-06-08,2093.197631835937,main,-0.0186923873798166,weekly_relative_trim,-0.0610677950105323,2020-06-05,DPZ
2020-06-08,6992.052459716797,main,0.1858766503018429,weekly_relative_trim,-0.0859157641369177,2020-06-05,UNH
2020-06-08,9607.840026855469,main,0.03040212417834,weekly_relative_exit,-0.2057569072875175,2020-06-05,VEEV
2020-06-08,2650.10009765625,main,0.1608539776238937,weekly_relative_trim,-0.1052034620844685,2020-06-05,VRTX
2020-06-15,6467.8955078125,main,0.0843444273224811,weekly_relative_exit,-0.1226080678652957,2020-06-12,UNH
2020-07-13,7405.320190429687,main,0.1144924068098465,weekly_relative_exit,-0.1399904974909248,2020-07-10,VRTX
2020-07-17,5847.219223022461,main,-0.0896580670880003,daily_hard_stop_exit,-0.1188023861508984,2020-07-16,SHOP
2020-07-27,6255.410888671875,main,-0.0188723660226065,weekly_relative_trim,-0.0698387411758729,2020-07-24,META
2020-08-10,2975.7000732421875,main,-0.0951034310966678,daily_hard_stop_exit,-0.1107364622714809,2020-08-07,DOCU
2020-08-12,6144.199905395508,main,-0.1025437678438051,daily_hard_stop_exit,-0.1133573301036318,2020-08-11,SHOP
2020-08-31,2607.5279846191406,main,-0.022879366933691,weekly_relative_trim,-0.0836115288571449,2020-08-28,ORLY
2020-08-31,9361.208129882812,main,0.0543120322642023,weekly_relative_trim,-0.066162007148827,2020-08-28,UNH
2020-09-08,4797.340042114258,main,-0.1073422831364723,daily_hard_stop_exit,-0.0812063655702391,2020-09-04,WDAY
2020-09-09,6210.358856201172,main,-0.0998193253814173,daily_hard_stop_exit,-0.0474364378592607,2020-09-08,AMZN
2020-09-09,10320.371154785156,main,-0.0821825895501154,daily_hard_stop_exit,-0.0287733934486278,2020-09-08,META
2020-09-09,5646.340042114258,main,-0.0822709536443422,daily_hard_stop_exit,-0.0288668995843794,2020-09-08,TSCO
2020-09-14,8230.538177490234,main,-0.0841770221597931,daily_hard_stop_exit,-0.033349935584558,2020-09-11,GOOGL
2020-09-21,5060.912933349609,main,-0.1019152384206505,daily_hard_stop_exit,-0.0461148894151449,2020-09-18,BKNG
2020-10-12,5122.478576660156,main,-0.0844047903054663,daily_hard_stop_exit,-0.1103006536226047,2020-10-09,DPZ
2020-11-09,1702.7357711791992,main,-0.0033978291064862,weekly_relative_trim,-0.0602066350211504,2020-11-06,AEP
2020-11-09,2035.2500534057615,main,-0.0075944128552767,weekly_relative_trim,-0.0641640030440952,2020-11-06,CBRE
2020-11-09,579.6279602050781,main,-0.0444035243580164,weekly_relative_trim,-0.0802083945818767,2020-11-06,ORCL
2020-11-10,4588.200073242188,main,-0.0858155221580758,daily_hard_stop_exit,-0.1486243837811296,2020-11-09,SAM
2020-11-11,7820.880523681641,main,-0.0956913165683994,daily_hard_stop_exit,-0.13911365095393,2020-11-10,BABA
2020-11-16,2638.0200576782227,main,-0.01202154573799,weekly_relative_trim,-0.0889960771538891,2020-11-13,ETSY
