ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
AMD,-10391.040618896484,0.08889326158428922,0.1319095931480444,20,Information Technology,Semiconductors,MARKET_LEADER
PENN,-7349.159673213959,0.038078488765773764,0.0672645962824449,20,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER
NOW,-7092.551746368406,0.08975239524585624,0.1187850329258469,20,Information Technology,Software - Application,QUALITY_COMPOUNDER
STM,-6091.173001289368,0.02890610882912161,0.0569992598472204,20,Semiconductors,Semiconductors,MARKET_LEADER
PCTY,-5490.659820556641,0.027708663137591266,0.052590885355404,20,Industrials,Software - Application,MARKET_LEADER
FTNT,-5333.448050498962,0.02739730765063787,0.0522815537132415,20,Information Technology,Software - Infrastructure,QUALITY_COMPOUNDER
PAYC,-5013.378479003906,0.02744646216911787,0.0503927518454715,20,Industrials,Software - Application,MARKET_LEADER
QRVO,-4867.01993560791,0.028150429028769148,0.0546840992267971,20,Information Technology,Semiconductors,MARKET_LEADER
TSLA,-4514.593086242676,0.05217804548775281,0.0618400216878613,20,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER
SHOP,-4511.555999755859,0.042745519807147206,0.0587490560018686,20,Software,Software - Application,MARKET_LEADER
DXCM,-3981.7097244262695,0.05604459440425721,0.0704636065598853,20,Health Care,Medical Devices,MARKET_LEADER
PODD,-3493.499969482422,0.015655289299954363,0.0166889653798402,13,Health Care,Medical Devices,MARKET_LEADER
SE,-2669.0402030944824,0.050899363636975226,0.0593594193215782,20,Internet,Internet Content & Information,MARKET_LEADER
RNG,-2108.408950805664,0.06352584973222111,0.0712636830589701,20,Information Technology,Software - Application,MARKET_LEADER
MA,-456.3329772949219,0.014797968433871293,0.0155699738582392,13,Financials,Consumer Finance,QUALITY_COMPOUNDER
UI,-429.0198059082031,0.04600338282982587,0.0476888763033152,7,Information Technology,Communication Equipment,MARKET_LEADER
