portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
main,2019-05-03,2019-05-03,2019-04-30,2019-05-31,0.004550549732167175,0.004550549732167175,1.0045505497321672,4.440892098500626e-16,0.9999999999999996,18,0,-0.002340893590852877,0.0017298555892981682
main,2019-05-10,2019-05-10,2019-04-30,2019-05-31,-0.016402097143421224,-0.011926185970017045,0.988073814029983,4.440892098500626e-16,0.9999999999999996,18,0,-0.022461800906234175,-0.03029651027345992
main,2019-05-17,2019-05-17,2019-04-30,2019-05-31,-0.00046951464757760686,-0.012390101098591955,0.987609898901408,4.440892098500626e-16,0.9999999999999996,18,0,-0.030129990113164862,-0.04057004798737296
main,2019-05-24,2019-05-24,2019-04-30,2019-05-31,-0.01177794103975871,-0.024022112258134776,0.9759778877418652,4.440892098500626e-16,0.9999999999999996,18,0,-0.04051286841934587,-0.06614952901190951
main,2019-05-31,2019-05-31,2019-04-30,2019-05-31,-0.0050425929588781004,-0.028943571482882624,0.9710564285171174,4.440892098500626e-16,0.9999999999999996,18,0,-0.06599470335277269,-0.08821674156376891
main,2019-06-07,2019-06-07,2019-05-31,2019-06-28,0.03594643815721632,0.03594643815721632,1.0059624483719753,0.2800000000000006,0.7199999999999994,18,0,0.04482189160589245,0.04357827653057211
main,2019-06-14,2019-06-14,2019-05-31,2019-06-28,-0.00010606673038093817,0.03583655870567126,1.0058557492241906,0.2800000000000006,0.7199999999999994,18,0,0.050669981941939835,0.052801448923928795
main,2019-06-21,2019-06-21,2019-05-31,2019-06-28,0.021376006485845922,0.05797860770283991,1.0273569282434323,0.2800000000000006,0.7199999999999994,18,0,0.07308064769422162,0.08698400722354394
main,2019-06-28,2019-06-28,2019-05-31,2019-06-28,-0.016423461438827225,0.040602936836128256,1.0104841713485142,0.2800000000000006,0.7199999999999994,18,0,0.06943072858577937,0.07881512687427517
main,2019-07-05,2019-07-05,2019-06-28,2019-07-31,0.015342874432182407,0.015342874432182407,1.0259879031052224,1.3322676295501878e-15,0.9999999999999987,25,0,0.0060002277322428466,0.0038356818730347353
main,2019-07-12,2019-07-12,2019-06-28,2019-07-31,0.015465541538410177,0.031045701832442152,1.0418553616386026,1.3322676295501878e-15,0.9999999999999987,25,0,0.013381457968244748,0.016866267191165463
main,2019-07-19,2019-07-19,2019-06-28,2019-07-31,-0.011736073922222867,0.018945273258546447,1.0296280700981477,1.3322676295501878e-15,0.9999999999999987,25,0,0.0016516699597304285,0.003625241654437339
main,2019-07-26,2019-07-26,2019-06-28,2019-07-31,0.012060343707602339,0.03123410347328126,1.0420457385145268,1.3322676295501878e-15,0.9999999999999987,25,0,0.01796546603093807,0.026113857503840654
main,2019-07-31,2019-07-31,2019-06-28,2019-07-31,-0.0235864118598198,0.006910991184868376,1.0174676185491531,1.3322676295501878e-15,0.9999999999999987,25,0,0.0025280177579329877,0.004098502408051319
main,2019-08-02,2019-08-02,2019-07-31,2019-08-30,-0.010618183089271094,-0.010618183089271094,1.0066639610879935,6.661338147750939e-16,0.9999999999999993,18,0,-0.016733575346637997,-0.021312727018999444
