portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.22138145421451472,0.35,12.8619,-0.3323884538907982,-0.25,8.2388,1.0179527020175938,2019-06-03,2026-06-12,7.025325119780972,407529.2347321676,0.059550270131737304,0.27178726267403686,14,1944,40565.69508598566,25,12,13,1367,0.5596196049743964,0.05703790169794027,69.17117776152158,2.610847517105001,0.33251852306784,-0.1552456565389112,1.8053664301478265
concentrated,broker_ledger_next_close,completed,True,False,0.32902899677009434,0.5,17.0971,-0.37960052190439075,-0.25,12.9601,1.1065744751573126,2019-06-03,2026-06-12,7.025325119780972,737682.906787888,0.0005069653733704748,4.198426041056088e-05,4,533,73838.21369503379,8,4,4,326,0.6226993865030674,0.07101598630769436,52.22085889570552,3.886946847743846,0.4395229312666493,-0.20287176529555007,1.6693353830753008
