portfolio_kind,variant_id,window,start,end,window_return,window_mdd,avg_cash_weight,position_count_avg
main,main_N12_cap12_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.23064956159287475,-0.33954840120270546,0.16505310886001331,12.0
main,main_N12_cap12_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.1895788681793602,-0.3244017269012768,0.027924344036537305,12.0
main,main_N12_cap12_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4745229793680308,-0.13674919324452606,0.10799559857221257,12.0
main,main_N12_cap12_sub40_theme60,latest_12m,2025-06-22,2026-06-22,1.6218940769447348,-0.14938876867452044,0.03059309719754,12.0
main,main_N12_cap12_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.2044305779103781,-0.38378477640672715,0.09689758225073776,12.0
main,main_N12_cap12_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.19670948719368853,-0.33187081262176066,0.020374743810688028,12.0
main,main_N12_cap12_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.5094131168190217,-0.13674763664188738,0.06499040586609782,12.0
main,main_N12_cap12_sub40_theme70,latest_12m,2025-06-22,2026-06-22,1.606748609683132,-0.15756034514548078,0.015486285250952673,12.0
main,main_N12_cap12_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.23085364103937578,-0.3393449033887347,0.16531426041390823,12.0
main,main_N12_cap12_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.20290947322362574,-0.33848115035011805,0.019538799348728833,12.0
main,main_N12_cap12_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4742572224184005,-0.1366764150217824,0.1083006952543139,12.0
main,main_N12_cap12_sub50_theme60,latest_12m,2025-06-22,2026-06-22,1.6824701720434527,-0.15415966366397849,0.02445723946234542,12.0
main,main_N12_cap12_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.20413236676021684,-0.38401551235577425,0.09682900605432153,12.0
main,main_N12_cap12_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.21206866389250967,-0.3471052955856272,0.012296938177435303,12.0
main,main_N12_cap12_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.5101266617837363,-0.13674749701965216,0.06437729446919614,12.0
main,main_N12_cap12_sub50_theme70,latest_12m,2025-06-22,2026-06-22,1.676348970257263,-0.15817692634807368,0.010790344519526283,12.0
main,main_N12_cap15_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.24134006786404272,-0.3378378164305027,0.1635631724264228,12.0
main,main_N12_cap15_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.19765286880914468,-0.3332785243337204,0.019979278637884144,12.0
main,main_N12_cap15_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4806326259348017,-0.14333701787888598,0.09483533221549695,12.0
