portfolio_kind,variant_id,cost_bps,status,metric_mode,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,research_only,production_activation_allowed
concentrated,concentrated_N5_cap30_sub70_risk,25.0,completed,broker_ledger_next_close,0.2897717642341937,-0.4987039322404462,0.8876133951944418,508,20607.33111369014,0.14824895880739317,True,False
concentrated,concentrated_N5_cap30_sub70_risk,50.0,completed,broker_ledger_next_close,0.26615688927779546,-0.5202497822385037,0.8365696319799326,507,38493.49399821043,0.14745263218019777,True,False
concentrated,concentrated_N5_cap30_sub70_risk,75.0,completed,broker_ledger_next_close,0.2432428081519984,-0.5405412395986202,0.7863078151389233,507,54075.06301240325,0.1466881252629679,True,False
concentrated,concentrated_N5_cap30_sub70_risk,100.0,completed,broker_ledger_next_close,0.22050985343148954,-0.5610349438514409,0.735444673356789,508,67447.89406220437,0.1457173917717336,True,False
main,main_N18_cap12_sub40_theme60_risk,25.0,completed,broker_ledger_next_close,0.34928160904301686,-0.3260415101750578,1.2141626898362272,1782,28712.334386442904,0.15180740018222771,True,False
main,main_N18_cap12_sub40_theme60_risk,50.0,completed,broker_ledger_next_close,0.3263921997165231,-0.3284228302157153,1.1522543555501736,1786,53541.08198967695,0.1502852610849719,True,False
main,main_N18_cap12_sub40_theme60_risk,75.0,completed,broker_ledger_next_close,0.3043967566292427,-0.329912849259263,1.09255820125432,1775,74889.7553855896,0.14990742035006774,True,False
main,main_N18_cap12_sub40_theme60_risk,100.0,completed,broker_ledger_next_close,0.28217826711801264,-0.33148117197508575,1.0308873990517828,1776,93544.0011138153,0.14898053380625476,True,False
