ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
AMZN,BUY,571.0,49.79750061035156,28434.372848510742,71.08593212127685,-28505.45878063202,71494.54121936798,571.0,2017-06-01,2017-05-31,target_rebalance,0.2847957698882749,next_close,
ISRG,BUY,330.0,102.12000274658203,33699.60090637207,84.24900226593017,-33783.849908638,37710.69131072998,330.0,2017-06-01,2017-05-31,target_rebalance,0.3371520043877871,next_close,
GOOGL,BUY,767.0,49.00944519042969,37590.24446105957,93.97561115264892,-37684.22007221222,26.47123851775541,767.0,2017-06-01,2017-05-31,target_rebalance,0.378052225723938,next_close,
AMZN,SELL,571.0,47.68299865722656,27226.992233276367,68.06748058319091,27158.924752693176,27185.39599121093,0.0,2017-07-03,2017-06-30,target_exit,,next_close,
GOOGL,SELL,767.0,45.59614944458008,34972.24662399292,87.4306165599823,34884.816007432935,62070.21199864386,0.0,2017-07-03,2017-06-30,target_exit,,next_close,
ISRG,BUY,56.0,102.40666961669922,5734.773498535156,14.336933746337891,-5749.1104322814945,56321.10156636237,386.0,2017-07-03,2017-06-30,target_rebalance,0.412928301539925,next_close,
MASI,BUY,301.0,90.37999725341797,27204.37917327881,68.01094793319702,-27272.390121212007,29048.711445150362,301.0,2017-07-03,2017-06-30,target_rebalance,0.2844228028670241,next_close,
ACN,BUY,267.0,108.15512084960938,28877.417266845703,72.19354316711426,-28949.61081001282,99.10063513754358,267.0,2017-07-03,2017-06-30,target_rebalance,0.3026488955930509,next_close,
ACN,SELL,267.0,113.33029174804688,30259.187896728516,75.64796974182129,30183.539926986694,30282.640562124237,0.0,2017-08-01,2017-07-31,target_exit,,next_close,
ISRG,SELL,2.0,104.5522232055664,209.1044464111328,0.522761116027832,208.581685295105,30491.222247419344,384.0,2017-08-01,2017-07-31,target_rebalance,0.4022899039399145,next_close,
