ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,23.155799865722656,0.5,concentrated,-0.05889798281532943,-0.05889798281532943,0.009470343118921365,-0.06772692868124863,False,390.0,9030.761947631836,22.57690486907959,9097.531147489533,390.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-07-08,2019-07-09,23.203800201416016,1.0,concentrated,-0.08453480692846294,-0.08453480692846294,0.003923646142534709,-0.08811272989822427,False,390.0,9049.482078552246,22.623705196380616,18124.389520845398,0.0
CBRE,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-14,2019-08-15,50.459999084472656,1.0,concentrated,-0.08513760347978783,-0.08513760347978783,-0.037104901983092464,-0.04988362864824969,False,456.0,23009.75958251953,57.52439895629883,23071.249899606697,0.0
TSCO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-23,2019-08-26,17.851661682128906,1.0,concentrated,-0.09970982780131632,-0.10895387250608424,-0.0338829326758433,-0.06813552658560629,False,1366.0,24385.369857788086,60.963424644470216,47395.65633275031,0.0
BKNG,SELL,weekly_relative_trim,weekly_relative_trim,2019-11-08,2019-11-11,74.45076751708984,0.5,concentrated,-0.03854630839743789,-0.09543023210463941,0.06750607174310197,-0.09934592687362398,False,261.0,19431.65032196045,48.579125804901125,19458.55408779143,261.0
BKNG,SELL,weekly_relative_exit,weekly_relative_exit,2019-11-15,2019-11-18,72.17292785644531,1.0,concentrated,-0.05408454543730423,-0.110049157171355,0.07735432599738057,-0.12200152564756528,False,261.0,18837.134170532227,47.092835426330566,38248.59542289733,0.0
BIO,SELL,weekly_relative_trim,weekly_relative_trim,2019-12-13,2019-12-16,366.8900146484375,0.5,concentrated,-0.04589969300143437,-0.05232500387790162,0.018226386840983988,-0.06297821454162811,False,25.0,9172.250366210938,22.930625915527344,9318.22879634855,26.0
RNG,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-06,2020-03-09,209.10610961914062,1.0,concentrated,-0.0969193997210287,-0.0969193997210287,-0.03762674768463625,-0.061610868645549766,False,135.0,28229.324798583984,70.57331199645996,28276.164250655147,0.0
LRCX,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,26.75555419921875,1.0,concentrated,-0.10652884272417629,-0.21658169597609345,-0.15587782739522382,0.05846189837516924,False,877.0,23464.621032714844,58.66155258178711,51682.123730788204,0.0
MA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,270.7638244628906,1.0,concentrated,-0.08846353058146639,-0.23958080658594838,-0.11571576695904884,0.03081841263172258,False,154.0,41697.628967285156,104.2440724182129,93275.50862565514,0.0
VEEV,SELL,weekly_relative_trim,weekly_relative_trim,2020-06-05,2020-06-08,218.36000061035156,0.5,concentrated,-0.07380344887926027,-0.07654477260541204,0.04513170049477999,-0.11379919805105398,False,90.0,19652.40005493164,49.1310001373291,19610.56515061376,90.0
