portfolio,variant,description,target_pass,score,cagr,max_dd,sharpe,avg_cash_weight,cagr_delta,max_dd_improvement,avg_cash_delta,cagr_gap,max_dd_gap,cash_action_count,estimated_cash_action_cost_usd,confirm_days,release_step,change_band,equity_drawdown_breaker_enabled
concentrated,late_dd_fast_release,Late drawdown breaker intended to avoid long cash lockups.,False,-18.02968757495511,0.39858045886689,-0.24649297656167202,1.3100897000332148,0.43910613632568324,-0.044939800648541306,0.0004928068483579517,0.019717402707731424,0.10141954113311002,0.0,114,11916.89042769686,1,0.3,0.04,True
concentrated,crisis_only_fast_reentry,Crisis-state floors only with faster confirmation and cash release.,False,-19.020302553554195,0.3926896419148964,-0.24410438050842775,1.3132601366226242,0.4401989917639249,-0.050830617600534866,0.0028814029016022147,0.020810258145973093,0.10731035808510359,0.0,183,14512.831369958036,1,0.2,0.02,False
concentrated,crisis_only_confirm2,Daily crisis-state floors only; no account equity drawdown breaker.,False,-19.46813524455058,0.39299861741011477,-0.24846396314250796,1.317622831617123,0.44395971196933115,-0.05052164210531651,-0.001478179732477991,0.024570978351379336,0.10700138258988523,0.0,208,14262.439847997284,2,0.1,0.03,False
concentrated,balanced_lite_dd,Lower crisis floors plus a delayed portfolio drawdown breaker.,False,-29.238187391362665,0.34948009372650946,-0.2530654611601467,1.2276079765431964,0.46338996146478734,-0.09404016578892183,-0.006079677750116752,0.04400122784683552,0.15051990627349054,0.0,173,14838.364523151726,2,0.2,0.03,True
concentrated,workflow_default,Workflow command-line parameters.,False,-66.6150658121397,0.18306495848288473,-0.2475578032793191,0.9077530629196234,0.6540170356606236,-0.26045530103254655,-0.0005720198692891199,0.23462830204267182,0.31693504151711527,0.0,244,11235.841715034398,2,0.1,0.03,True
concentrated,strong_dd_cap,Aggressive account drawdown defense; useful as an MDD lower-bound test.,False,-66.6150658121397,0.18306495848288473,-0.2475578032793191,0.9077530629196234,0.6540170356606236,-0.26045530103254655,-0.0005720198692891199,0.23462830204267182,0.31693504151711527,0.0,244,11235.841715034398,2,0.1,0.03,True
