rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return
2019-04-30,ai_compute_semiconductors,"QCOM,AVGO,AMAT",3,1.0,0.0,-0.18360313559150773,0.5,0.0025,-0.18610313559150773
2019-05-31,financials,"PYPL,V,MKTX",3,1.0,0.0,0.05944102249958516,1.0,0.005,0.054441022499585164
2019-06-28,ai_compute_semiconductors,"QCOM,AMAT,TER",3,1.0,0.0,0.010582603327097153,1.0,0.005,0.0055826033270971525
2019-07-31,health_care,"MDT,EW,HUM",3,1.0,0.0,0.026400281735556398,1.0,0.005,0.021400281735556397
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.020142677173772074,1.0,0.005,-0.025142677173772075
2019-09-30,information_technology,"DOCU,TYL,AAPL",3,1.0,0.0,0.057130388382475084,1.0,0.005,0.052130388382475086
2019-10-31,consumer_discretionary,"BKNG,HD,TAL",3,1.0,0.0,-0.07061723665630415,1.0,0.005,-0.07561723665630415
2019-11-29,information_technology,"AAPL,QRVO,UI",3,0.9999999999999999,1.1102230246251565e-16,0.08895722163464997,1.0,0.005,0.08395722163464997
2019-12-31,ai_compute_semiconductors,"AMD,AMAT,INTC",3,1.0,0.0,-0.0077077287572152875,1.0,0.005,-0.012707728757215288
2020-01-31,information_technology,"ADBE,AAPL,NOW",3,1.0,0.0,-0.00657572392630715,1.0,0.005,-0.01157572392630715
2020-02-28,information_technology,"ADBE,NOW,ENPH",3,1.0,0.0,-0.12576779416153802,0.29492539288251596,0.00147462696441258,-0.1272424211259506
2020-03-31,health_care,"QGEN,GILD,VRTX",3,1.0,0.0,0.06375896389846436,1.0,0.005,0.05875896389846436
2020-04-30,consumer_discretionary,"AMZN,ETSY,EBAY",3,1.0,0.0,0.1423399069057251,1.0,0.005,0.1373399069057251
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.254884091522387,1.0,0.005,0.249884091522387
2020-06-30,internet,"SE,PDD,MELI",3,1.0,0.0,0.10195581753955882,0.3029934075857277,0.0015149670379286384,0.10044085050163018
2020-07-31,consumer_discretionary,"ETSY,TSLA,AMZN",3,1.0,0.0,0.2594412520649017,1.0,0.005,0.2544412520649017
