rebalance_date,net_return,drawdown,regime_state
2019-04-30,-0.18610313559150773,-0.1861031355915077,
2022-05-31,-0.15183082363433661,-0.24136297436642185,
2020-02-28,-0.1272424211259506,-0.22845232372156565,
2025-03-31,-0.11279821838672077,-0.22242016277248244,
2022-11-30,-0.10405018095261287,-0.21536723180887585,
2023-07-31,-0.10374571052534981,-0.23000252194785786,
2020-08-31,-0.10066859783328487,-0.10066859783328486,
2021-08-31,-0.09899267673015524,-0.14637034931579773,
2025-10-31,-0.09028635208925208,-0.09028635208925206,
2023-08-31,-0.07678963627215563,-0.2891303482179589,
