portfolio,candidate_id,source,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
concentrated,concentrated_position_risk_weekly_validation,sidecar:outputs/position_risk_weekly_validation/concentrated/metrics.json,False,True,1.6877891783142136e+21,0.5,0.0,0.0,-0.18,0.0,31.17654721580941,,target_pass_review,0.0,1.6877891783142136e+21,Daily stop / weekly relative-performance validation for concentrated holdings. This is the bridge from monthly proxy to production-compatible evidence.,"{""data_mode"": ""daily_price_path_validation_from_monthly_holdings"", ""hard_stop"": -0.08, ""metric_mode"": ""position_risk_weekly_validation"", ""price_coverage"": 1.0, ""trailing_stop"": -0.15, ""validation_granularity"": ""daily_stop_checks_weekly_relative_checks""}"
concentrated,concentrated_position_risk_proxy,sidecar:outputs/concentrated_position_risk_replay/metrics.json,False,True,0.503782536325996,0.5,0.0,-0.17821298596873147,-0.18,0.0,1.8248097434839676,,target_pass_review,0.0,1000.4868148354051,Monthly proxy for concentrated position-level hard stops. Target pass here requires weekly/intramonth confirmation before promotion.,"{""data_mode"": ""concentrated_monthly_position_proxy"", ""defensive_holdings_path"": ""/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/concentrated_position_risk_replay/defensive_holdings.csv"", ""hard_stop"": -0.08, ""latest_defensive_holdings_path"": ""/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/concentrated_position_risk_replay/defensive_latest.csv"", ""list_defense_mode"": ""hard_stop_to_cash_proxy"", ""metric_mode"": ""hard_stop_proxy"", ""proxy_warning"": ""Monthly position-loss capping is not execution evidence; validate with weekly/intramonth prices before promotion.""}"
concentrated,concentrated_latest_champion,latest_run:outputs/concentrated_backtest_metrics.json,True,False,0.4770597336284852,0.5,2.294,-0.19716786794336416,-0.18,1.7168,1.749531723854578,,blocked_both,4.0108,-3.55791342376533,Current concentrated champion artifact.,{}
concentrated,concentrated_grid_N3_score_power_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.4770597336284852,0.5,2.294,-0.19716786794336416,-0.18,1.7168,1.749531723854578,0.6178552587525135,blocked_both,4.0108,-3.55791342376533,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""3"", ""weighting_mode"": ""score_power""}"
concentrated,concentrated_grid_N3_winner_take_all_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.471628025147536,0.5,2.8372,-0.20386709940718917,-0.18,2.3867,1.709949863701038,0.6349465158280974,blocked_both,5.2239,-4.779240533365918,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""3"", ""weighting_mode"": ""winner_take_all""}"
concentrated,concentrated_grid_N4_conviction_curve_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.4428803499438112,0.5,5.712,-0.15384154619871404,-0.18,0.0,1.7482620042961214,0.6071219621989055,needs_alpha_boost,5.712,-5.28027187944876,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""4"", ""weighting_mode"": ""conviction_curve""}"
concentrated,concentrated_grid_N4_score_power_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.43781726391951103,0.5,6.2183,-0.1629569461397402,-0.18,0.0,1.7646547451922845,0.5956548553376709,needs_alpha_boost,6.2183,-5.794050333067462,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""4"", ""weighting_mode"": ""score_power""}"
concentrated,orchestrator_replay_concentrated_leg,sidecar:outputs/orchestrator_replay/concentrated_balanced/metrics.json#metrics.concentrated,False,False,0.4293235270291791,0.5,7.0676,-0.14862437969331643,-0.18,0.0,1.8356080824600756,,needs_alpha_boost,7.0676,-6.646198922311705,Concentrated leg inside orchestrator replay; requires cap/timing validation before promotion.,"{""data_mode"": ""historical_concentrated_monthly"", ""experiment_id"": ""E4_concentrated_balanced_replay"", ""valid_for_promotion"": true}"
concentrated,concentrated_grid_N5_score_power_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.4293235270291791,0.5,7.0676,-0.14862437969331643,-0.18,0.0,1.8356080824512813,0.6126035440695917,needs_alpha_boost,7.0676,-6.646198922311882,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""5"", ""weighting_mode"": ""score_power""}"
concentrated,concentrated_grid_N5_conviction_curve_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.4285304828758201,0.5,7.147,-0.14476974968007061,-0.18,0.0,1.786849261898699,0.6197532589406468,needs_alpha_boost,7.147,-6.72611516920822,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""5"", ""weighting_mode"": ""conviction_curve""}"
concentrated,concentrated_grid_N3_conviction_curve_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.45640548485667565,0.5,4.3595,-0.21296600329578153,-0.18,3.2966,1.6896015105009545,0.6360699737689636,blocked_both,7.6561,-7.229744129832628,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""3"", ""weighting_mode"": ""conviction_curve""}"
concentrated,concentrated_grid_N7_conviction_curve_I1,latest_run_report:outputs/reports/concentrated_strategy_comparison.csv,False,False,0.404531793832678,0.5,9.5468,-0.14052230978920477,-0.18,0.0,1.7849470131233864,0.6073629826536839,needs_alpha_boost,9.5468,-9.148746575573814,Historical concentrated grid; needs cap/timing/risk review before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1"", ""sleeve_role"": ""concentrated_alpha"", ""sleeve_test"": ""future_early_concentrated"", ""target_stock_names"": ""7"", ""weighting_mode"": ""conviction_curve""}"
