as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,new_buy_allowed,full_universe_rerank_today,crisis_state
2026-06-26,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,295.0,2090.7099609375,616759.4384765625,0.4125051395921607,1119.6196630445577,286471.637878418,7695.240811767578,2026-03-02,2026-05-01,116.0,2,295.0,1119.6196630445577,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,71.7859,-1.247781253384035,,,,309612732163.4238,21642938376.23352,4.563619656138558,2.330826358084659,7.472704802728743,True,2026-06-26,2090.7099609375,0.3149615947683755,2.4662035913165075,7.536994744970114,2.333232947047623,2.23352876724939,1.3740519886660014,3.146185983143294,-0.10462100173982869,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,concentrated,equity,BE,1207.0,252.0200042724609,304188.14515686035,0.2034491334095399,290.5199890136719,-46469.4815826416,0.0,2026-05-01,2026-05-01,56.0,1,1207.0,290.5199890136719,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,15507.449,-3.434476030504502,,0.3886654169505354,2.095853821982949,71685544828.63531,3853409394.021759,1.9876022287286343,0.7521302278837823,1.692135776136258,True,2026-06-26,252.02000427246094,-0.14220553184620555,0.8875074611156308,1.7564257183776286,0.7545368168467466,0.6548326370485131,0.9207986186895951,1.5703364765781962,-0.2713025883335408,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,concentrated,equity,WDC,473.0,586.4500122070312,277390.8557739258,0.1855263925352322,393.6953860630328,91172.9381661113,140637.07159264726,2026-02-02,2026-05-01,144.0,2,473.0,404.11326582991296,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,39.5042,-0.7410703487573601,,0.0,0.0,202138839932.49557,6366765224.021454,7.0486545111348855,1.0106001522993493,2.228184821021125,True,2026-06-26,586.4500122070312,0.10554644276824376,1.1459773855311979,2.2924747632624958,1.0130067412623136,0.9133025614640802,1.1480466544158534,2.092770689878744,-0.2141162542964995,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,277.0,479.5,132821.5,0.0888345568471137,439.8248075542508,10990.028307472545,102024.4824759709,2026-03-02,2026-05-01,116.0,2,277.0,471.7112170057607,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,138.2975,-0.9953831591575432,,0.1879353566851933,,67874626099.0,2057502690.0009155,2.6650303696357684,0.100479392116517,0.9312155444520364,True,2026-06-26,479.5,-0.1762300956536884,0.2358566253483656,0.9955054866934072,0.10288598107948133,0.003181801281247898,0.922063962466843,1.503460233133432,-0.23524720893141948,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,concentrated,equity,LITE,84.0,816.97998046875,68626.318359375,0.045899109553077,544.592702292308,22880.53136682113,333222.8157390825,2026-02-02,2026-05-01,144.0,2,84.0,642.7991714477539,target_rebalance,"future_winner,unassigned",WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,156.8752,-1.6177253307020034,,0.0,0.0,63561042480.46875,5535926970.284119,4.699049807253192,0.0507145132074793,1.0445352629572595,True,2026-06-26,816.97998046875,-0.09456840478408046,0.1860917464393279,1.1088252051986305,0.053121102170443635,-0.04658307762778979,0.9040905520086854,1.5413618750929299,-0.22420685128040585,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,main,equity,SNDK,70.0,2090.7099609375,146349.697265625,0.173179417725729,757.0034415108817,93359.45635986328,1941.789737548828,2026-03-02,2026-05-01,116.0,2,70.0,757.0034415108817,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,71.7859,-1.247781253384035,,,,309612732163.4238,21642938376.23352,4.563619656138558,2.330826358084659,7.472704802728743,True,2026-06-26,2090.7099609375,0.3149615947683755,2.4662035913165075,7.536994744970114,2.333232947047623,2.23352876724939,1.3740519886660014,3.146185983143294,-0.10462100173982869,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,main,equity,WDC,178.0,586.4500122070312,104388.10217285156,0.1235251667038092,334.6171685076273,44826.2461784939,36742.05032979925,2026-02-02,2026-05-01,144.0,2,178.0,367.9445704770892,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,39.5042,-0.7410703487573601,,0.0,0.0,202138839932.49557,6366765224.021454,7.0486545111348855,1.0106001522993493,2.228184821021125,True,2026-06-26,586.4500122070312,0.10554644276824376,1.1459773855311979,2.2924747632624958,1.0130067412623136,0.9133025614640802,1.1480466544158534,2.092770689878744,-0.2141162542964995,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,main,equity,MRVL,360.0,266.7699890136719,96037.19604492188,0.1136433214541247,164.9499969482422,36655.19714355469,-7548.294616127015,2026-05-01,2026-05-01,56.0,1,360.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,104.5591,-1.3340524652049728,,0.4208728521145077,-4.083649025385388,233370386389.16016,20577686938.42636,5.61914033210043,1.5970504139745771,1.9819643040009571,True,2026-06-26,266.7699890136719,0.3425767141967331,1.7324276472064257,2.046254246242328,1.5994570029375414,1.499752823139308,1.2511982883100714,2.2522624377419524,-0.15693835859924865,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,main,equity,STM,1330.0,71.41999816894531,94988.59756469728,0.112402487495283,55.68721008300781,20924.608154296875,55.925388321876525,2026-05-01,2026-05-01,56.0,1,1330.0,55.68721008300781,target_rebalance,early_scout,EXIT_REVIEW,leader/technical breakdown,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,232.4185,-0.9883910465273842,,-0.0753075777760363,,63477673984.0,1039919710.0340652,3.414002918104292,1.0372308330597493,1.6872205001861214,True,2026-06-26,71.41999816894531,0.0553584018986879,1.1726080662915979,1.7515106446142044,1.0396374220227136,0.9399332422244802,1.1169208403886735,1.899820447902622,-0.10523680228006305,daily_current_holdings_review,False,False,GREEN
2026-06-26,current_broker_ledger_mark_to_market,main,equity,CIEN,120.0,479.5,57540.0,0.0680885842753225,382.2019763799033,11675.762834411602,27834.19490116502,2026-03-02,2026-05-01,116.0,2,120.0,406.685001373291,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,yellow,simulated_broker_replay,blocked_by_safety_audit,138.2975,-0.9953831591575432,,0.1879353566851933,,67874626099.0,2057502690.0009155,2.6650303696357684,0.100479392116517,0.9312155444520364,True,2026-06-26,479.5,-0.1762300956536884,0.2358566253483656,0.9955054866934072,0.10288598107948133,0.003181801281247898,0.922063962466843,1.503460233133432,-0.23524720893141948,daily_current_holdings_review,False,False,GREEN
