portfolio_kind,ticker,current_weight,watchlist_source,target_weight,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,weekly_review_action,weekly_review_reason,full_universe_rerank_today
concentrated,BE,0.2149377464258933,current_holding,,12428.6839,-3.454418690592925,,0.3886654169505354,2.095853821982949,74017983678.18152,2909009494.547244,1.526677343817867,0.5760074879204831,1.4881017119677007,True,2026-06-12,260.2200012207031,-0.10194646448561195,0.6841629051329123,1.5690591259616866,0.5611265824960943,0.4676810577131114,1.0450560473170476,1.7431736281270442,-0.15480058109083783,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,SNDK,0.1618369234050219,current_holding,,51.2357,-1.1159212633156907,,,,293232526200.3274,18431784886.0772,4.188481906062129,1.884650105896373,7.42243505528317,True,2026-06-12,1980.0999755859375,0.36819994217131535,1.9928055231088022,7.503392469277156,1.8697692004719841,1.7763236756890013,1.5309794908000358,3.455314116090337,0.0,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,STM,0.1194649913956,current_holding,,229.4854,-1.1013190495698004,,-0.0753075777760363,,68703789056.0,971945425.5799584,4.106585441709464,1.2502375304197078,1.874397670110926,True,2026-06-12,77.30000305175781,0.21943530203568473,1.358392947632137,1.9553550841049119,1.235356624995319,1.141911100212336,1.3473143128750609,2.1810100350154253,-0.03023455100232597,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,MRVL,0.1167263608769827,current_holding,,100.343,-1.3480001592890056,,0.4208728521145077,-4.083649025385388,244681570678.7109,14091957346.580915,6.019131488062039,2.076912049763018,1.947499265817996,True,2026-06-12,279.70001220703125,0.5717899241570858,2.1850674669754473,2.028456679811982,2.062031144338629,1.9685856195556464,1.528482247577026,2.5789848537590125,-0.1160761663524863,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,WDC,0.1164162372092173,current_holding,,27.0897,-0.5810756754489801,,0.0,0.0,194030184385.62943,3414523414.507492,6.966122584634714,0.9597565830593175,2.0151748054479093,True,2026-06-12,562.9249877929688,0.13961374686374817,1.0679120002717468,2.096132219441895,0.9448756776349287,0.8514301528519459,1.2536768966436713,2.219606966447193,-0.05224325764916127,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,CIEN,0.0624080189995949,current_holding,,151.1416,-1.0243652001261163,,0.1879353566851933,,63129773708.70685,1661021561.103894,1.96193270618264,0.2137368245676885,0.9293197945548974,True,2026-06-12,445.9800109863281,-0.22827480161726788,0.32189224178011777,1.0102772085488834,0.1988559191432997,0.10541039436031685,0.8535476459681428,1.4712143238908946,-0.28870811644923744,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,ON,0.051921432992975,current_holding,,80.1021,-0.5209301757138667,,-0.153467094023128,-0.917983804693278,45770374035.68809,1387667568.8838909,4.549173949108462,0.8865500044334598,1.038643387272466,True,2026-06-12,116.79000091552734,0.009333694923515212,0.994705421645889,1.119600801266452,0.871669099009071,0.7782235742260881,1.1542612611928416,1.740102149791119,-0.1279772470513496,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,LITE,0.0490725504589372,current_holding,,152.7455,-1.639431243387936,,0.0,0.0,71697367810.0586,5545238589.086108,4.9949393770206,0.3722622495483638,1.4369660766032646,True,2026-06-12,921.5599975585938,-0.10560283982863694,0.4804176667607931,1.5179234905972505,0.35738134412397504,0.2639358193409922,1.0231177308807309,1.8530334441202712,-0.12489908035469932,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,MU,0.0461922507351389,current_holding,,40.412,-0.8821116172648253,,0.0,0.0,1106995005282.5684,49352624650.53216,6.643150400116836,1.196358013317896,2.6444194970840478,True,2026-06-12,981.6099853515625,0.22147005386478003,1.3045134305303252,2.7253769110780333,1.1814771078935071,1.0880315831105243,1.44855695280993,2.5725219497490577,-0.09073979993073145,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,PWR,0.0403160641114931,current_holding,,94.7241,-1.1440352112012768,,0.2030559551586537,0.1221205539225891,106203568387.82886,807967627.604248,2.566979442913592,0.1581302371671644,0.4509514755958257,True,2026-06-12,707.739990234375,-0.08527630533924324,0.26628565437959373,0.5319088895898116,0.14324933174277565,0.04980380695979281,1.0416369122624647,1.3698151119021937,-0.09869594132217863,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
