rank,ticker,Name,sector,weight,score,score_model_core,score_total,score_focus_bonus,portfolio_seed_score,ensemble_weight_linear,ensemble_weight_catboost,ensemble_weight_ranker,adaptive_ensemble_active,adaptive_ensemble_history_months,adaptive_quality_linear,adaptive_quality_catboost,adaptive_quality_ranker,anticipatory_growth_score,profitability_inflection_score,dominant_archetype_label,archetype_alignment_score,portfolio_sleeve_label,portfolio_sleeve_confidence,portfolio_core_compounder_engine_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,portfolio_monster_slot,sage_sector,sage_composite_score,sage_g_score,sage_v_score,sage_q_score,sage_c_score,sleeve_target_core_compounder_weight,sleeve_target_future_winner_weight,sleeve_target_early_scout_weight,sleeve_invested_share,sleeve_growth_signal,sleeve_risk_signal,future_winner_regime_strength,early_scout_regime_strength,future_winner_scout_score,long_hold_compounder_score,score_future_winner_model,pred_future_winner_ret,pred_future_winner_p,strategy_blueprint_score,stagflation_score,growth_liquidity_reentry_score,m2_yoy_lag1m,fed_assets_bil,reverse_repo_bil,tga_bil,net_liquidity_bil,net_liquidity_change_1m_bil,liquidity_impulse_score,liquidity_drain_score,fear_greed_score,fear_greed_delta_1w,fear_greed_risk_off_score,fear_greed_risk_on_score,fund_join_status,fundamental_reliability_score,core_fundamental_fields_present,sector_adjusted_fields_present,partial_scout_confirmation_score,fundamental_lane_label,latest_statement_repair_used,revenues_ttm,gross_profit_ttm,op_income_ttm,net_income_ttm,op_margin_ttm,gross_margins,operating_margins,roe_proxy,roa_proxy,asset_turnover_ttm,book_to_market_proxy,capital_efficiency_score,sector_adjusted_quality_score,market_cap_live,current_price_live,return_on_equity_effective,revenue_growth_final,earnings_growth_final,forward_pe_final,peg_final,sales_growth_yoy,net_income_growth_yoy,op_income_growth_yoy,ocf_growth_yoy,sales_cagr_3y,sales_cagr_5y,net_income_cagr_3y,net_income_cagr_5y,op_income_cagr_3y,op_income_cagr_5y,ocf_cagr_3y,ocf_cagr_5y,ep_ttm,sp_ttm,fcfy_ttm,price_above_ma20,ma20_above_ma50,golden_cross_fresh_20d,death_cross_recent_20d,breakout_fresh_20d,breakout_volume_z,volume_dryup_20d,post_breakout_hold_score,held_from_prev_rebalance,prev_weight,portfolio_hold_policy_seed_bonus,portfolio_hold_policy_bonus,portfolio_hold_policy_support,portfolio_hold_policy_exit_risk,target_n,weight_cap,cash_target,prev_holdings_applied,prev_holdings_count,rebalance_action,active_rebalance_interval_months,sleeve_rebalance_interval_months,scheduled_rebalance_due,recommended_rebalance_interval_months,next_scheduled_rebalance_date,recommended_next_run_date,recommended_next_run_mode,atr14_pct,event_regime_label,live_event_alert_label,applied_regime_sleeve_policy_label,applied_regime_sleeve_live_label,applied_regime_sleeve_source_label,backtest_usable,research_only_backtest,research_only_output,entry_date,last_trade_date,thesis_status,entry_price,reference_price,shares_held,held_days,unrealized_return,manual_lock,portfolio_kind,snapshot_date,snapshot_source_path,archived_at_utc
1,GOOG,ALPHABET INC CLASS C,Communication,0.1980367649507865,5.8320730453420735,3.8282813127755526,5.789191823794172,0.7325140324525108,7.204682223670566,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,0.9497164031708184,0.3654030541528352,emerging_growth,0.9605656531576416,core_compounder,0.0437917519628871,0.6306419405352169,0.4992666846465555,0.384613727495039,,Software,0.0270025747008783,0.4888601813217059,-1.3890388075718565,0.3232109251303502,0.8157232123243852,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,1.1604707020144531,0.8206797700451465,0.1193138514416522,0.5615081955855442,0.4350647385478358,0.9946222642575608,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm,1.0,5,0,1.0,full_ttm,False,422498000000.0,255053000000.0,138129000000.0,160208000000.0,0.3269340919957018,0.6036785972951352,0.3269340919957018,0.334640916059873,0.2275943681020117,0.6002082625983955,0.1041529213765712,1.2004872383808056,1.0218252076254242,4596568139160.156,379.3800048828125,0.334640916059873,0.1745419264802774,0.4433673285523802,30.2192,1.0133869885982565,0.1745419264802774,0.4433673285523802,0.1753258908818624,0.3148694202909481,0.1407157505639378,0.1652553373926271,0.3982809091830559,0.2555103323295595,0.2415626999405524,0.2269470549350005,0.2470137956517026,0.19035609074455,0.0348538290197677,0.0919159658268864,0.0331397241133538,0.0,1.0,0.0,0.0,0.65,0.0,-0.0190914631424818,0.53,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0251583336501163,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
2,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.1244380835846251,6.538776701213247,3.595615028837805,6.519266501756319,0.905910732370898,8.92193700526994,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,1.8885787858772791,0.9814352378104848,emerging_growth,1.6270218160906458,core_compounder,0.0045838052233112,0.7988082818203636,0.9535690417179624,0.9398176260480288,,Industrial,0.9811610156205248,3.0269032718196227,-1.7010382193291604,-0.1822096116250997,2.6170455214814807,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,2.391211761215015,1.6722539685509572,0.154113582830838,0.3142069508363598,0.745307399313762,1.54683642387332,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.925,5,0,1.0,full_ttm,False,10229900000.0,3715200000.0,1829700000.0,1332800000.0,0.1788580533534052,0.363170705480992,0.1788580533534052,0.3381625352041205,0.0994619443138484,0.7634196759725673,0.033748536342978,0.7687439487773369,0.0540810592079192,125780269605.18018,327.4599914550781,0.3381625352041205,0.2768541401432887,1.0114235914207654,88.4549,0.6508822663723325,0.2768541401432887,,,,0.2158001362930794,0.5095356874012973,,1.0114235914207654,1.0154071645889724,,,0.5887392073654256,0.0105962565049638,0.081331515921466,0.0150564154930226,0.0,1.0,0.0,0.0,0.7,0.0,0.2465506346131754,0.54,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0600411484462764,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
3,GEV,GE VERNOVA INC,Industrials,0.1153015153591668,5.651490228776036,3.7261733993580446,5.642507553957427,0.6398832023527125,7.4471765542337085,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,0.7946482816609369,0.1514430555020621,emerging_growth,0.8008521829937696,core_compounder,0.0565227549940181,0.4406624845575226,0.7308574142669347,0.5612891492848802,,Industrial,0.3117673773279881,2.4607174354177714,-2.7562317580387496,-0.6075253747355738,1.9430370541689936,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,1.2797568394504313,0.6786031726703126,0.18502693847277,0.7922226327152514,0.6292151307692979,1.2119623309467005,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm,0.92839,5,0,0.7142857142857143,full_ttm,False,39375000000.0,7846000000.0,1524000000.0,9365000000.0,0.0387047619047619,0.199263492063492,0.0387047619047619,0.62163956189844,0.1238560016928529,0.5207506744961117,0.0539712282336735,1.215239545653775,-0.0847937137728392,279130204982.0813,1038.739990234375,0.62163956189844,0.1270931730356377,1.5666830823148952,29.8175,0.0163491959052303,0.1270931730356377,,,,,,,,,,,,0.0335506506743015,0.1410632002456619,,0.0,1.0,0.0,0.0,0.0,0.0,0.0116157357370362,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0441607681465847,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
4,AMD,ADVANCED MICRO DEVICES INC,Information Technology,0.0744284413280043,6.579703838084026,2.883263248736215,6.585610876374959,1.233525433160105,9.057996080147596,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,2.193509024091838,0.7560996164120775,emerging_growth,1.2843627623799336,core_compounder,0.0052864637049555,0.6400226248964751,0.9535690417179624,0.9694284328328292,,Semiconductor,0.6924779098458325,0.6898074007436541,0.0,-0.0435717995103818,3.07958846308766,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,2.584807177051017,0.997478768904802,0.1380441988519715,0.516943136978467,0.4870811498560874,0.997611536461347,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.8626666666666667,4,0,0.8571428571428571,full_ttm,False,34639000000.0,17152000000.0,3694000000.0,4335000000.0,0.106642801466555,0.4951644100580271,0.106642801466555,,0.0544310790788779,0.434933828884257,,-0.0987392295853677,-0.4767583429463622,762322120662.7244,467.510009765625,,0.3433779329067288,0.4884338040270748,148.1799,28.88497076023392,0.3433779329067288,,,,0.1369352334881652,0.6055079470811326,0.4884338040270748,0.1946297297659256,0.4314727253455881,0.4529737607684794,0.2220623105992296,0.4337285350135753,0.0056865724901585,0.0454387968827227,0.0083481770074669,1.0,1.0,0.0,0.0,1.0,-0.5280734933154242,-0.0899208098481358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0662965339040096,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
5,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.0744284413280043,6.547625804503413,2.846044069251823,6.533893497830289,1.344836663210505,9.051552689570151,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,2.1170943146564576,0.8187081827155432,emerging_growth,1.3444211333152354,future_winner,0.0052864637049555,0.7520894269454402,0.9535690417179624,0.9694284328328292,,Semiconductor,0.6834568101483514,0.2360717658168083,0.0,0.0024192477576662,4.001512534487013,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,2.197700720158246,0.4001159889757625,0.0776230156603908,0.0576186476719406,0.4593420980248803,1.4518701647782182,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.925,5,0,1.0,full_ttm,False,8194600000.0,4180700000.0,1322900000.0,2670100000.0,0.1614355795279818,0.5101774339198984,0.1614355795279818,0.1866106622683179,0.132153728129872,0.4055829146972209,0.0719178442077265,0.3765007913391567,0.0436891801277617,170021781585.69336,196.3300018310547,0.1866106622683179,0.4208728521145077,0.7684075318831849,54.7711,0.5643014630125694,0.4208728521145077,,,,0.1141386590960531,,,,0.7684075318831849,,0.1071193676736204,,0.0157044584234887,0.0481973540306058,0.00937585752327,1.0,1.0,0.0,0.0,1.0,-0.7281196016855146,0.0678632863699806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.065363693857339,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
6,ARM,Arm Holdings,Information Technology,0.0744284413280043,7.493733639716751,3.326441267908683,7.495395751089799,1.344836663210505,10.182232233029904,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,2.1663444723735763,1.8333015961438293,emerging_growth,1.4185084660144354,core_compounder,0.0052864637049555,0.5757340552164267,0.9535690417179624,0.9694284328328292,True,Semiconductor,0.8960216975077087,1.5233925398320896,0.0,-0.960971099416741,4.020513889471084,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,2.5089032568698406,0.254519145681425,0.1593878692139389,0.4259561030639082,0.6480103713599558,1.3194610873432189,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.9085,5,0,0.8571428571428571,full_ttm,False,4121000000.0,4003000000.0,763000000.0,699000000.0,0.1851492356224217,0.9713661732589176,0.1851492356224217,0.0997573854716711,0.0782579489476041,0.4613748320644872,0.020134333522465,-0.0346743158651424,-0.117173987017321,325513630371.09375,306.510009765625,0.0997573854716711,0.2014577259475218,1.284313725490196,465.6847358670869,3.625942218201746,0.2014577259475218,1.284313725490196,5.873873873873874,0.8883374689826302,,,,,,,,,0.0021473755160517,0.0126599921339759,0.0030014104137089,1.0,1.0,0.0,0.0,1.0,0.3184654037786729,-0.3676058377575162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0682930442391578,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
7,UMC,United Microelectronics,Semiconductors,0.0559209058481101,3.583894265838196,0.0478868032750368,3.597142130184665,1.344836663210505,5.752329881946733,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,1.434349874681392,0.8877530839483958,emerging_growth,1.096325818724064,early_scout,0.0031257037451645,0.6438927894304488,0.9535690417179624,0.9629461529534562,True,Semiconductor,0.4115718400767267,-0.0378280360134177,0.0,-0.2434679619385618,3.2378576211070893,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,1.930087451413342,0.934339940321472,0.0482499457668465,0.0595014546697506,0.323997662668695,1.0276056535217646,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_no_ttm,0.37978,4,0,0.8571428571428571,full_ttm,False,,2307230000.0,1574034000.0,1484435000.0,,,,0.1330974325730443,0.0868927557712018,,0.2439455428452391,0.1365634304750927,0.2456712097480433,45719199744.0,18.21999931335449,0.1330974325730443,,0.9990209822228148,30.799058055084927,0.3082924042952255,,0.9990209822228148,1.015341358674359,,,,-0.0662263443977294,0.575042799816387,-0.0546615120187825,0.5730339193048812,,,0.0324685254403389,,,1.0,1.0,0.0,0.0,0.95,0.0,-0.4152011409133238,0.99,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0454759285908624,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
8,RKLB,ROCKET LAB CORP,Industrials,0.0492180451954504,3.118668530472028,-0.7996685213876562,3.116124310571146,1.093131618132947,6.189869626321681,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,2.614548896698319,2.1927248835049085,emerging_growth,1.5602559010507608,future_winner,0.0052864637049555,0.3787888019880397,0.9535690417179624,0.9694284328328292,True,Industrial,1.2585675792681543,3.693220239704413,-1.9865433453219412,-1.2000000000000002,5.083842211347305,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,2.828509912232952,0.7236505413284319,-0.0519225956944917,-0.8026532431942943,0.1004928684946545,1.2687751187694285,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.9085,5,0,0.8571428571428571,full_ttm,False,601799000.0,207181000.0,-228838000.0,-198209000.0,-0.3802565308350462,0.3442694321525958,-0.3802565308350462,-0.11511370882781,-0.0702883500044859,0.2134083656360186,0.0288192887491706,-1.3798967696688755,-1.7371743991041673,78571231223.22586,135.75999450683594,-0.11511370882781,0.3795957947246076,,,,0.3795957947246076,,,,0.4180486722213492,,,,,,,,-0.0025226663361921,0.0076592792378453,-0.0040957230145182,1.0,1.0,0.0,0.0,1.0,0.3305949778083715,-0.1337356560720022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0913955331431422,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
9,NXPI,NXP Semiconductors,Semiconductors,0.0460423292011031,4.091151001909919,1.886066942491243,4.067611289547268,0.9175668985687644,5.683635890334438,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,1.1610466118786034,1.696806784971133,emerging_growth,1.2138392394928732,future_winner,0.0408739234664706,0.3845940900510682,0.4334749556655654,0.5560967260649774,,Semiconductor,0.1122012847783595,-0.1770332570116872,0.0,-0.0901906048303583,1.3114038396002643,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,1.6259093821667858,1.0076721059004663,-0.0728464582765022,-0.4679348327017056,0.0223262379339142,0.4532605023548348,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.916585,5,0,0.8571428571428571,full_ttm,False,12269000000.0,6716000000.0,3047000000.0,2068000000.0,0.2483494987366533,0.5473958757844976,0.2483494987366533,0.1978758013587216,0.0762733743960461,0.452513554383506,0.1411022298189782,0.1559317178319017,0.1525241997606308,79899516928.0,316.4700012207031,0.1978758013587216,-0.027350562866656,-0.0995801784412374,38.63613004255319,,-0.027350562866656,,,,-0.0242032933564484,0.07335958253485,-0.0995801784412374,0.9165969197690648,-0.0707100962445248,0.4878627024046702,-0.1020381627465421,0.0258668223917357,0.025882509425727,0.1535553714430587,0.0339176018103096,1.0,1.0,0.55,0.0,1.0,-0.733181867527349,-0.3179232715486317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0386676182679958,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
10,TKR,TIMKEN,Industrials,0.0385790127056437,2.592086686017608,-0.1237525328919008,2.5902604931399003,0.8354847382048005,5.197274884878533,0.2645634229949032,0.4365235949845675,0.2989129820205293,True,12,-0.1789004451501902,-0.1182329874248876,-0.2431214291524688,1.5499667319512784,0.4254466092940566,emerging_growth,1.0984760863606935,early_scout,0.0410979167143189,0.7553465297299984,0.892837853661415,0.769544103518458,,Industrial,1.946767593514871,4.628394701681202,0.5929981035402543,-0.0481190271213663,1.2707311921448547,0.35,0.3,0.35,1.0,0.5238907800168456,0.2760101055022946,0.247880674514551,0.1190987124463519,1.741789408776882,0.588649014219245,0.0544388449763563,0.4405165109487036,0.1512437706061007,1.07986254298279,-0.0164418833486697,0.4927584536968321,0.0469058690170494,6.0,0.965,6.0,6.0,6.0,0.2101158223769378,0.1529120982509962,6.0,-4.657142857142823,0.1178027639823169,0.0714285714285719,matched_with_ttm_fallback,0.8791666666666667,4,0,1.0,full_ttm,False,4581800000.0,1393300000.0,540600000.0,317300000.0,0.1179885634466803,0.3040944606923043,0.1179885634466803,,0.0461091331831722,0.6658141393591513,,0.0117149483171022,0.014728048208797,8335866262.419586,119.9499969482422,,3.2676974664679586,0.4737609509670724,28.4267,14.356919191919191,3.2676974664679586,,,,0.6176651529776076,0.3873400892265541,0.4737609509670724,0.4183054257786114,-0.0378189750333547,0.0351280409059604,0.0612038705375179,-0.008202408863474,0.0380644302596932,0.5496489333875274,0.0637246308034952,1.0,1.0,0.0,0.0,1.0,-0.2794974505105573,-0.3223443688575254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.28,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0401189765785532,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-22,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-24T18:40:20.028553+00:00
