ticker,target_weight,Name,sector,portfolio_sleeve_label
BE,0.285,Bloom Energy,Industrials,future_winner
SNDK,0.285,SANDISK CORP,Information Technology,future_winner
WDC,0.1658109919383137,WESTERN DIGITAL CORP,Information Technology,future_winner
CIEN,0.1210803191563067,CIENA CORP,Information Technology,future_winner
CASH,0.0785000000000001,Cash,Cash,
LITE,0.0646086889053795,LUMENTUM HOLDINGS INC,Information Technology,future_winner
