ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
BE,970.0,346.114990234375,2026-06-22,335731.54052734375,290.5199890136719,0.24018217935775155
CIEN,223.0,438.4700012207031,2026-06-22,97778.8102722168,440.411924406126,0.06995091289099903
LITE,67.0,841.1900024414062,2026-06-22,56359.73016357422,545.5004299270504,0.040319723304637116
SNDK,237.0,2288.22998046875,2026-06-22,542310.5053710938,1119.903968263779,0.3879686694435681
WDC,380.0,759.655029296875,2026-06-22,288668.9111328125,393.88952036266556,0.20651359738142075
