rebalance_date,regime_label,rebalance_action,reported_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2020-03-31,systemic_alert,rebalance,0.3589566775405354,0.3999999999999999,0.5999999999999993,0.9999999999999992,-0.041043322459464515,0.4,0.3589566775405354,0.0,False,True,True,False,False,18,18.0,-0.0750132084304042,0.0,2020-04-30,confirmed_macro_defense_cash
2020-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0080141064169706,0.0,0.9999999999999993,0.9999999999999993,0.0080141064169706,0.0,0.0,0.0080141064169706,False,False,False,False,True,27,18.0,0.0,0.0,2020-05-29,partial_rebalance_leftover
2020-05-29,balanced,rebalance,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2020-06-30,no_cash
2020-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0788610834728549,0.0,0.9999999999999991,0.9999999999999991,0.0788610834728549,0.0,0.0,0.0788610834728549,True,False,False,False,True,18,18.0,0.0,0.0,2020-07-31,cash_export_mismatch
2020-07-31,balanced,rebalance,0.0,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2020-08-31,no_cash
2020-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.301043624863342,0.0,0.9999999999999994,0.9999999999999994,0.301043624863342,0.0,0.0,0.301043624863342,True,False,False,False,True,17,18.0,0.0,-0.0308771644747005,2020-09-30,cash_export_mismatch
2020-09-30,balanced,rebalance,0.0720526826387005,0.0,0.9999999999999989,0.9999999999999989,0.0720526826387005,0.0,0.0,0.0720526826387005,True,False,False,False,False,23,18.0,-0.0308771644747005,-0.026762099221256,2020-10-30,cash_export_mismatch
2020-10-30,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.3370374792967022,0.2791304061699155,0.7208695938300834,0.9999999999999989,0.05790707312678667,0.28,0.28,0.057037479296702165,False,True,True,False,True,26,18.0,-0.026762099221256,0.0,2020-11-30,confirmed_macro_defense_cash
2020-11-30,growth_reentry_alert,rebalance,0.0219556240907369,0.0,0.9999999999999988,0.9999999999999988,0.0219556240907369,0.0,0.0,0.0219556240907369,True,False,False,False,False,34,20.0,0.0,0.0,2020-12-31,cash_export_mismatch
2020-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1746093881517416,0.0,0.9999999999999993,0.9999999999999993,0.1746093881517416,0.0,0.0,0.1746093881517416,True,False,False,False,True,17,18.0,0.0,0.0,2021-01-29,cash_export_mismatch
2021-01-29,risk_off_alert,rebalance,0.3326361734899814,0.28,0.7199999999999992,0.9999999999999992,0.0526361734899814,0.28,0.28,0.0526361734899814,False,True,True,False,False,17,18.0,0.0,0.0,2021-02-26,confirmed_macro_defense_cash
2021-02-26,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.5980850962109626,0.2799999999999999,0.7199999999999993,0.9999999999999992,0.3180850962109627,0.28,0.28,0.3180850962109626,False,True,True,False,True,17,18.0,0.0,-0.0113035328921771,2021-03-31,cash_export_mismatch
2021-03-31,growth_reentry_alert,rebalance,0.0802334545718202,0.0222766058868146,0.9777233941131844,0.999999999999999,0.0579568486850056,0.0,0.0,0.0802334545718202,True,False,False,False,False,23,18.0,-0.0113035328921771,0.0,2021-04-30,cash_export_mismatch
2021-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1973076028164143,0.0,0.9999999999999989,0.9999999999999989,0.1973076028164143,0.0,0.0,0.1973076028164143,True,False,False,False,True,20,21.0,0.0,0.0,2021-05-28,cash_export_mismatch
2021-05-28,balanced,rebalance,0.0318012259540568,0.0,0.9999999999999989,0.9999999999999989,0.0318012259540568,0.0,0.0,0.0318012259540568,True,False,False,False,False,25,18.0,0.0,0.0,2021-06-30,cash_export_mismatch
2021-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2166168293936967,0.0,0.9999999999999983,0.9999999999999983,0.2166168293936967,0.0,0.0,0.2166168293936967,True,False,False,False,True,33,18.0,0.0,0.0,2021-07-30,cash_export_mismatch
2021-07-30,balanced,rebalance,0.10008851188643,0.0,0.9999999999999983,0.9999999999999983,0.10008851188643,0.0,0.0,0.10008851188643,True,False,False,False,False,35,18.0,0.0,0.0,2021-08-31,cash_export_mismatch
2021-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.4609800170733124,0.0,0.9999999999999986,0.9999999999999986,0.4609800170733124,0.0,0.0,0.4609800170733124,True,False,False,False,True,40,18.0,0.0,-0.0538620075543707,2021-09-30,cash_export_mismatch
2021-09-30,risk_off_alert,rebalance,0.2607742685244349,0.28,0.7199999999999993,0.9999999999999993,-0.01922573147556511,0.28,0.2607742685244349,0.0,False,True,True,False,False,17,18.0,-0.0538620075543707,0.0,2021-10-29,confirmed_macro_defense_cash
2021-10-29,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.2838871871359891,0.0,0.999999999999999,0.999999999999999,0.2838871871359891,0.0,0.0,0.2838871871359891,True,False,False,False,True,26,18.0,0.0,-0.0018258425469045,2021-11-30,cash_export_mismatch
2021-11-30,balanced,rebalance,0.2128212534665374,0.0,0.9999999999999987,0.9999999999999987,0.2128212534665374,0.0,0.0,0.2128212534665374,True,False,False,False,False,29,18.0,-0.0018258425469045,0.0,2021-12-31,cash_export_mismatch
2021-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.4809346943922571,0.0,0.9999999999999991,0.9999999999999991,0.4809346943922571,0.0,0.0,0.4809346943922571,True,False,False,False,True,17,18.0,0.0,-0.0699665934347125,2022-01-31,cash_export_mismatch
2022-01-31,balanced,rebalance,0.0361001203659726,0.0,0.9999999999999992,0.9999999999999992,0.0361001203659726,0.0,0.0,0.0361001203659726,True,False,False,False,False,20,18.0,-0.0699665934347125,-0.0873616017509719,2022-02-28,cash_export_mismatch
2022-02-28,balanced,circuit_breaker_rebalance,0.0652764388578357,0.0,0.9999999999999988,0.9999999999999988,0.0652764388578357,0.0,0.0,0.0652764388578357,True,False,False,False,False,29,18.0,-0.0873616017509719,-0.0494313095780691,2022-03-31,cash_export_mismatch
2022-03-31,growth_reentry_alert,circuit_breaker_release,0.7153890138648129,0.0,0.9999999999999994,0.9999999999999994,0.7153890138648129,0.0,0.0,0.7153890138648129,True,False,False,False,False,18,18.0,-0.0494313095780691,-0.1149272396967019,2022-04-29,cash_export_mismatch
2022-04-29,risk_off_alert,circuit_breaker_rebalance,0.1698079030545227,0.0348022131684916,0.9651977868315074,0.999999999999999,0.1350056898860311,0.0,0.0,0.1698079030545227,False,True,True,False,False,21,18.0,-0.1149272396967019,-0.1154267403620999,2022-05-31,cash_export_mismatch
2022-05-31,balanced,circuit_breaker_rebalance,0.5544221095431138,0.0,0.9999999999999988,0.9999999999999988,0.5544221095431138,0.0,0.0,0.5544221095431138,False,True,True,False,False,27,18.0,-0.1154267403620999,-0.1636871534695452,2022-06-30,cash_export_mismatch
2022-06-30,balanced,circuit_breaker_rebalance,0.0680233329633402,0.0,0.9999999999999991,0.9999999999999991,0.0680233329633402,0.0,0.0,0.0680233329633402,False,True,True,False,False,23,18.0,-0.1636871534695452,-0.1247925558681031,2022-07-29,cash_export_mismatch
2022-07-29,balanced,circuit_breaker_release,0.1345624283892764,0.0,0.9999999999999992,0.9999999999999992,0.1345624283892764,0.0,0.0,0.1345624283892764,True,False,False,False,False,18,18.0,-0.1247925558681031,-0.1403398235081637,2022-08-31,cash_export_mismatch
2022-08-31,balanced,circuit_breaker_rebalance,0.2151423769727093,0.0,0.9999999999999988,0.9999999999999988,0.2151423769727093,0.0,0.0,0.2151423769727093,False,True,True,False,False,26,18.0,-0.1403398235081637,-0.178652713102062,2022-09-30,cash_export_mismatch
2022-09-30,balanced,circuit_breaker_rebalance,0.0480610090749987,0.0,0.9999999999999992,0.9999999999999992,0.0480610090749987,0.0,0.0,0.0480610090749987,False,True,True,False,False,18,18.0,-0.178652713102062,-0.0957356629507966,2022-10-31,cash_export_mismatch
2022-10-31,balanced,circuit_breaker_release,0.1006509494002641,0.0,0.999999999999999,0.999999999999999,0.1006509494002641,0.0,0.0,0.1006509494002641,True,False,False,False,False,18,18.0,-0.0957356629507966,-0.0917544354702552,2022-11-30,cash_export_mismatch
2022-11-30,balanced,circuit_breaker_rebalance,0.115289801951692,0.0,0.999999999999999,0.999999999999999,0.115289801951692,0.0,0.0,0.115289801951692,True,False,False,False,False,26,18.0,-0.0917544354702552,-0.1243290730677005,2022-12-30,cash_export_mismatch
2022-12-30,balanced,circuit_breaker_rebalance,0.0523888734671817,0.0,0.9999999999999992,0.9999999999999992,0.0523888734671817,0.0,0.0,0.0523888734671817,True,False,False,False,False,18,18.0,-0.1243290730677005,-0.0920353708771015,2023-01-31,cash_export_mismatch
2023-01-31,balanced,circuit_breaker_rebalance,0.0817591069196633,0.0,0.9999999999999991,0.9999999999999991,0.0817591069196633,0.0,0.0,0.0817591069196633,True,False,False,False,False,18,18.0,-0.0920353708771015,-0.1210253887592704,2023-02-28,cash_export_mismatch
2023-02-28,balanced,circuit_breaker_rebalance,0.0913395624518818,0.0,0.9999999999999987,0.9999999999999987,0.0913395624518818,0.0,0.0,0.0913395624518818,True,False,False,False,False,27,18.0,-0.1210253887592704,-0.0881614240413661,2023-03-31,cash_export_mismatch
2023-03-31,balanced,circuit_breaker_rebalance,0.1139160145369538,0.0,0.9999999999999994,0.9999999999999994,0.1139160145369538,0.0,0.0,0.1139160145369538,True,False,False,False,False,18,18.0,-0.0881614240413661,-0.0890498723362553,2023-04-28,cash_export_mismatch
2023-04-28,balanced,circuit_breaker_rebalance,0.135012339856902,0.0,0.9999999999999988,0.9999999999999988,0.135012339856902,0.0,0.0,0.135012339856902,True,False,False,False,False,26,18.0,-0.0890498723362553,-0.0347495229888956,2023-05-31,cash_export_mismatch
2023-05-31,balanced,circuit_breaker_release,0.061285559405369,0.0,0.9999999999999994,0.9999999999999994,0.061285559405369,0.0,0.0,0.061285559405369,True,False,False,False,False,18,18.0,-0.0347495229888956,0.0,2023-06-30,cash_export_mismatch
2023-06-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.1032860433073427,0.0,0.999999999999999,0.999999999999999,0.1032860433073427,0.0,0.0,0.1032860433073427,True,False,False,False,True,18,18.0,0.0,0.0,2023-07-31,cash_export_mismatch
2023-07-31,balanced,rebalance,0.0398488910865771,0.0,0.9999999999999991,0.9999999999999991,0.0398488910865771,0.0,0.0,0.0398488910865771,True,False,False,False,False,18,18.0,0.0,0.0,2023-08-31,cash_export_mismatch
2023-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.5987921407338963,0.0,0.9999999999999991,0.9999999999999991,0.5987921407338963,0.0,0.0,0.5987921407338963,True,False,False,False,True,18,18.0,0.0,-0.0620034001981657,2023-09-29,cash_export_mismatch
2023-09-29,systemic_alert,rebalance,0.4389675285963706,0.4,0.5999999999999994,0.9999999999999994,0.03896752859637059,0.4,0.4,0.03896752859637059,False,True,True,False,False,18,18.0,-0.0620034001981657,-0.0677826540878702,2023-10-31,confirmed_macro_defense_cash
2023-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.185205228776192,0.0,0.9999999999999987,0.9999999999999987,0.185205228776192,0.0,0.0,0.185205228776192,True,False,False,False,True,28,18.0,-0.0677826540878702,-0.0099333989612129,2023-11-30,cash_export_mismatch
2023-11-30,balanced,rebalance,0.0385062603939636,0.0,0.9999999999999983,0.9999999999999983,0.0385062603939636,0.0,0.0,0.0385062603939636,True,False,False,False,False,36,18.0,-0.0099333989612129,0.0,2023-12-29,cash_export_mismatch
2023-12-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0792162414256687,0.0,0.9999999999999988,0.9999999999999988,0.0792162414256687,0.0,0.0,0.0792162414256687,True,False,False,False,True,40,18.0,0.0,0.0,2024-01-31,cash_export_mismatch
2024-01-31,balanced,rebalance,0.0979198912503641,0.0,0.9999999999999994,0.9999999999999994,0.0979198912503641,0.0,0.0,0.0979198912503641,True,False,False,False,False,18,18.0,0.0,0.0,2024-02-29,cash_export_mismatch
2024-02-29,balanced,"partial_rebalance:core_compounder,early_scout",0.1727833063020204,0.0050899721191973,0.9949100278808017,0.999999999999999,0.16769333418282312,0.0,0.0,0.1727833063020204,True,False,False,False,True,18,18.0,0.0,0.0,2024-03-28,cash_export_mismatch
2024-03-28,balanced,rebalance,0.3188352356674712,0.0006872033630601,0.9993127966369392,0.9999999999999992,0.3181480323044111,0.0,0.0,0.3188352356674712,True,False,False,False,False,18,18.0,0.0,-0.0425966822067314,2024-04-30,cash_export_mismatch
2024-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0639138231947532,0.0,0.9999999999999989,0.9999999999999989,0.0639138231947532,0.0,0.0,0.0639138231947532,True,False,False,False,True,24,18.0,-0.0425966822067314,0.0,2024-05-31,cash_export_mismatch
2024-05-31,balanced,rebalance,0.1944691990353508,0.0,0.9999999999999992,0.9999999999999992,0.1944691990353508,0.0,0.0,0.1944691990353508,True,False,False,False,False,18,18.0,0.0,0.0,2024-06-28,cash_export_mismatch
2024-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.2908873654252868,0.0393959749127939,0.9606040250872052,0.9999999999999991,0.2514913905124929,0.0,0.0,0.2908873654252868,True,False,False,False,True,18,18.0,0.0,-0.0180268955052757,2024-07-31,cash_export_mismatch
2024-07-31,systemic_alert,rebalance,0.4291261358462143,0.4,0.5999999999999991,0.9999999999999991,0.029126135846214263,0.4,0.4,0.029126135846214263,False,True,True,False,False,18,18.0,-0.0180268955052757,-0.005129420142897,2024-08-30,confirmed_macro_defense_cash
2024-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2154779670215322,0.0,0.9999999999999991,0.9999999999999991,0.2154779670215322,0.0,0.0,0.2154779670215322,True,False,False,False,True,27,18.0,-0.005129420142897,0.0,2024-09-30,cash_export_mismatch
2024-09-30,balanced,rebalance,0.0764361774298086,0.0,0.9999999999999986,0.9999999999999986,0.0764361774298086,0.0,0.0,0.0764361774298086,True,False,False,False,False,33,18.0,0.0,0.0,2024-10-31,cash_export_mismatch
2024-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0310749133882014,0.0193189171579385,0.9806810828420593,0.9999999999999979,0.0117559962302629,0.0,0.0,0.0310749133882014,True,False,False,False,True,40,18.0,0.0,0.0,2024-11-29,partial_rebalance_leftover
2024-11-29,growth_reentry_alert,rebalance,0.3159874650855578,0.0,0.9999999999999974,0.9999999999999974,0.3159874650855578,0.0,0.0,0.3159874650855578,True,False,False,False,False,49,18.0,0.0,-0.0344819810777466,2024-12-31,cash_export_mismatch
2024-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0483085111413208,0.0,0.9999999999999981,0.9999999999999981,0.0483085111413208,0.0,0.0,0.0483085111413208,True,False,False,False,True,40,18.0,-0.0344819810777466,-0.0144575303865552,2025-01-31,cash_export_mismatch
2025-01-31,balanced,rebalance,0.0940808419650631,0.0,0.9999999999999979,0.9999999999999979,0.0940808419650631,0.0,0.0,0.0940808419650631,True,False,False,False,False,45,18.0,-0.0144575303865552,0.0,2025-02-28,cash_export_mismatch
2025-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.6813538602115011,0.2364829136481835,0.7635170863518147,0.9999999999999982,0.4448709465633176,0.28,0.28,0.4013538602115011,False,True,True,False,True,45,18.0,0.0,-0.0413919836935559,2025-03-31,cash_export_mismatch
2025-03-31,risk_off_alert,rebalance,0.3421611761260854,0.28,0.7199999999999991,0.9999999999999991,0.06216117612608535,0.28,0.28,0.06216117612608535,False,True,True,False,False,18,18.0,-0.0413919836935559,-0.0459945258458897,2025-04-30,confirmed_macro_defense_cash
2025-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2070194734626222,0.0,0.9999999999999988,0.9999999999999988,0.2070194734626222,0.0,0.0,0.2070194734626222,True,False,False,False,True,27,18.0,-0.0459945258458897,0.0,2025-05-30,cash_export_mismatch
2025-05-30,balanced,rebalance,0.0685294001756334,0.0,0.9999999999999984,0.9999999999999984,0.0685294001756334,0.0,0.0,0.0685294001756334,True,False,False,False,False,31,18.0,0.0,0.0,2025-06-30,cash_export_mismatch
2025-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.3652181444016527,0.0,0.9999999999999991,0.9999999999999991,0.3652181444016527,0.0,0.0,0.3652181444016527,True,False,False,False,True,18,18.0,0.0,0.0,2025-07-31,cash_export_mismatch
2025-07-31,balanced,rebalance,0.079535621024558,0.0,0.999999999999999,0.999999999999999,0.079535621024558,0.0,0.0,0.079535621024558,True,False,False,False,False,18,18.0,0.0,0.0,2025-08-29,cash_export_mismatch
2025-08-29,balanced,"partial_rebalance:core_compounder,early_scout",0.1192915006052349,0.0,0.9999999999999992,0.9999999999999992,0.1192915006052349,0.0,0.0,0.1192915006052349,True,False,False,False,True,18,18.0,0.0,0.0,2025-09-30,cash_export_mismatch
2025-09-30,balanced,rebalance,0.172791171186901,0.0,0.9999999999999992,0.9999999999999992,0.172791171186901,0.0,0.0,0.172791171186901,True,False,False,False,False,18,18.0,0.0,0.0,2025-10-31,cash_export_mismatch
2025-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.5386932298526961,0.0,0.999999999999999,0.999999999999999,0.5386932298526961,0.0,0.0,0.5386932298526961,True,False,False,False,True,25,18.0,0.0,-0.0230573805386808,2025-11-28,cash_export_mismatch
2025-11-28,growth_reentry_alert,rebalance,0.0647282088703706,0.0,0.9999999999999988,0.9999999999999988,0.0647282088703706,0.0,0.0,0.0647282088703706,True,False,False,False,False,26,18.0,-0.0230573805386808,0.0,2025-12-31,cash_export_mismatch
2025-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1180597101976447,0.0,0.9999999999999994,0.9999999999999994,0.1180597101976447,0.0,0.0,0.1180597101976447,True,False,False,False,True,17,18.0,0.0,0.0,2026-01-30,cash_export_mismatch
2026-01-30,balanced,rebalance,0.3263573573981503,0.0,0.9999999999999984,0.9999999999999984,0.3263573573981503,0.0,0.0,0.3263573573981503,True,False,False,False,False,26,18.0,0.0,0.0,2026-02-27,cash_export_mismatch
2026-02-27,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.7267754973535255,0.2823332518221801,0.7176667481778185,0.9999999999999987,0.4444422455313454,0.28,0.28,0.4467754973535255,False,True,True,False,True,34,18.0,0.0,-0.0269390995472022,2026-03-31,cash_export_mismatch
