split,feature,rows,auc,spearman
holdout,crisis_score,1697,0.4732545966106131,-0.023380453905180048
holdout,cash_raise_confirmation_score,1697,0.41962202010948985,-0.07026532249639224
holdout,liquidity_confirmation_score,1697,0.3510872647167877,-0.13020280498360975
holdout,market_trend_damage_score,1697,0.50712392854806,0.006249426457801093
holdout,volatility_stress_score,1697,0.5288337804532269,0.025785403190189064
holdout,credit_stress_score,1697,0.4395188553730725,-0.07274152620391942
holdout,rate_shock_score,1697,0.6210386267966586,0.10581798170193803
holdout,vix_zscore_252d,1697,0.6255588998669546,0.10976181693671376
holdout,hy_oas_zscore_252d,734,0.18683266329486015,-0.22479539171851817
holdout,m2_6m_change_lag1m,1697,0.3927757421099697,-0.09373795609961857
holdout,net_liquidity_13w_change_pct,1697,0.46552269406093916,-0.030139574467887287
holdout,fed_assets_13w_change_pct,1697,0.3922931797858187,-0.09415617297727946
holdout,reverse_repo_13w_change_pct,1671,0.4619719481095465,-0.033483127761919314
holdout,tga_13w_change_pct,1697,0.6073523959083077,0.0938463389650523
holdout,dxy_ret_20d,1697,0.5156982704093873,0.013723206362124981
test,crisis_score,169,0.48221868365180465,-0.01583553681782683
test,cash_raise_confirmation_score,169,0.5191082802547771,0.0170663160940994
test,liquidity_confirmation_score,169,0.613588110403397,0.10420483899070612
test,market_trend_damage_score,169,0.25,-0.22784999254232036
test,volatility_stress_score,169,0.5557324840764332,0.05526584284959084
test,credit_stress_score,169,0.5,
test,rate_shock_score,169,0.5164543524416136,0.014661552374992042
test,vix_zscore_252d,120,0.32098765432098764,-0.1860415466269567
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,43,0.7903225806451613,0.48001289974479827
test,net_liquidity_13w_change_pct,104,0.008152173913043478,-0.5443680829926578
test,fed_assets_13w_change_pct,104,0.09782608695652174,-0.44560622032767255
test,reverse_repo_13w_change_pct,104,0.6766304347826086,0.19549338624108897
test,tga_13w_change_pct,104,0.37681159420289856,-0.1364919954156835
test,dxy_ret_20d,149,0.1356447688564477,-0.3434712933722243
all,crisis_score,1866,0.46728234680667435,-0.028647806292471163
all,cash_raise_confirmation_score,1866,0.4234887442462601,-0.0669942469509561
all,liquidity_confirmation_score,1866,0.37453475618527043,-0.10990086718306641
all,market_trend_damage_score,1866,0.48850600546605294,-0.010108710222193092
all,volatility_stress_score,1866,0.5267796137802071,0.02409019037959886
all,credit_stress_score,1866,0.4449371583716916,-0.06881482314429328
all,rate_shock_score,1866,0.6106156501726122,0.09686343608187052
all,vix_zscore_252d,1817,0.5916315127294257,0.08122700260273723
all,hy_oas_zscore_252d,734,0.18683266329486015,-0.22479539171851817
all,m2_6m_change_lag1m,1740,0.3955950488523573,-0.09442081008325205
all,net_liquidity_13w_change_pct,1801,0.43293297967722655,-0.05969513668236354
all,fed_assets_13w_change_pct,1801,0.37241762552301255,-0.11355917191877232
all,reverse_repo_13w_change_pct,1775,0.4766905737704918,-0.02088757051085783
all,tga_13w_change_pct,1801,0.6061248505678422,0.0944601493732301
all,dxy_ret_20d,1846,0.48602117287543656,-0.012301166332356743
