ticker,Name,sector,portfolio_sleeve_label,score,style_row_turnaround_fit,market_style_regime_label
PDD,PDD Holdings (Pinduoduo / Temu),Internet,unassigned,2.587128080982827,0.4424921882010756,breakout_growth
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,core_compounder,7.189150802160222,0.368988662433258,breakout_growth
APP,APPLOVIN CORP CLASS A,Information Technology,core_compounder,3.8065297226975168,0.2832379346050531,breakout_growth
CART,MAPLEBEAR INC,Consumer Staples,unassigned,-0.1918275449217537,0.2635374009236632,breakout_growth
AMZN,AMAZON.COM INC,Consumer Discretionary,core_compounder,5.531412307697677,0.2528054851594735,breakout_growth
GOOGL,ALPHABET INC CLASS A,Communication,core_compounder,6.881318684563083,0.2439718566264474,breakout_growth
GOOG,ALPHABET INC CLASS C,Communication,core_compounder,6.990367319484211,0.2426000834420839,breakout_growth
YMM,Full Truck Alliance,Industrials,early_scout,-0.1742144525090166,0.2422173056831693,breakout_growth
