rebalance_date,stock_weight,cash_weight,total_weight,total_weight_error,explicit_cash,cash_row_count,row_count,contract_pass
2019-05-31,0.48499999999999965,0.5150000000000001,0.9999999999999998,-2.220446049250313e-16,True,1,16,True
2019-06-28,0.9699999999999993,0.0300000000000001,0.9999999999999994,-5.551115123125783e-16,True,1,16,True
2019-07-31,0.9153333333333327,0.0846666666666667,0.9999999999999993,-6.661338147750939e-16,True,1,16,True
2019-08-30,0.7546666666666665,0.2453333333333331,0.9999999999999996,-4.440892098500626e-16,True,1,14,True
2019-09-30,0.8637168713085334,0.1362831286914663,0.9999999999999997,-3.3306690738754696e-16,True,1,16,True
2019-10-31,0.8485714285714285,0.1514285714285713,0.9999999999999998,-2.220446049250313e-16,True,1,14,True
2019-11-29,0.968333333333333,0.0316666666666668,0.9999999999999999,-1.1102230246251565e-16,True,1,16,True
2019-12-31,0.9699999999999989,0.0299999999999999,0.9999999999999988,-1.2212453270876722e-15,True,1,16,True
2020-01-31,0.9138461538461533,0.0861538461538464,0.9999999999999997,-3.3306690738754696e-16,True,1,15,True
2020-02-28,0.5599999999999995,0.44,0.9999999999999996,-4.440892098500626e-16,True,1,16,True
2020-03-31,0.20999999999999938,0.79,0.9999999999999994,-5.551115123125783e-16,True,1,10,True
2020-04-30,0.6799999999999992,0.3199999999999997,0.9999999999999989,-1.1102230246251565e-15,True,1,16,True
2020-05-29,0.7316087589755239,0.2683912410244753,0.9999999999999992,-7.771561172376096e-16,True,1,15,True
2020-06-30,0.879999999999999,0.1199999999999998,0.9999999999999988,-1.2212453270876722e-15,True,1,16,True
2020-07-31,0.9299999999999995,0.0700000000000002,0.9999999999999997,-3.3306690738754696e-16,True,1,16,True
2020-08-31,0.9699999999999993,0.0299999999999996,0.9999999999999989,-1.1102230246251565e-15,True,1,16,True
2020-09-30,0.7999999999999995,0.1999999999999999,0.9999999999999993,-6.661338147750939e-16,True,1,16,True
2020-10-30,0.8543077835132357,0.145692216486764,0.9999999999999997,-3.3306690738754696e-16,True,1,15,True
2020-11-30,0.5083562655073139,0.4916437344926856,0.9999999999999996,-4.440892098500626e-16,True,1,11,True
2020-12-31,0.969999999999999,0.0299999999999999,0.9999999999999989,-1.1102230246251565e-15,True,1,16,True
2021-01-29,0.759353338830515,0.2406466611694844,0.9999999999999994,-5.551115123125783e-16,True,1,15,True
2021-02-26,0.7881278214473718,0.2118721785526279,0.9999999999999998,-2.220446049250313e-16,True,1,15,True
2021-03-31,0.9485714285714286,0.0514285714285712,0.9999999999999998,-2.220446049250313e-16,True,1,16,True
