portfolio,cagr,cagr_target,cagr_gap_pp,cagr_pass,max_dd,max_dd_target,max_dd_improvement_needed_pp,max_dd_pass,target_pass
main_proxy,0.3391436140194406,0.25,0.0,True,-0.14355006916127433,-0.2,0.0,True,True
concentrated,0.4300522685382939,0.4,0.0,True,-0.15463276433074225,-0.22,0.0,True,True
unified_balanced,0.2692428442659902,0.28,1.0757155734009816,False,-0.11033404049102258,-0.22,0.0,True,False
