ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
MU,SELL,56.0,803.6300048828125,801.6209298706056,45003.2802734375,112.50820068359376,44890.772072753905,56.0,0.10435976480551691,0.0,0.0,45003.2802734375,-45003.2802734375,limit,day,target_rebalance,ready,150217.1293284235,r1k-M-20260513-S-MU-12f5f84ae59f,12f5f84ae59f9580dd22b530d190b917574d8a10c9d519bf64599eb66917d236
AMAT,SELL,62.0,436.6099853515625,435.5184603881836,27069.819091796875,67.67454772949219,27002.14454406738,62.0,0.06277320089965145,0.0,0.0,27069.819091796875,-27069.819091796875,limit,day,target_rebalance,ready,177219.27387249088,r1k-M-20260513-S-AMAT-c1045832d2fb,c1045832d2fbc0da70050c7ee6edc3940d3dae4fbd94a7376777092f2ec74c7f
LRCX,SELL,82.0,295.44000244140625,294.7014024353027,24226.080200195312,60.56520050048828,24165.514999694824,82.0,0.05617875000423515,0.0,0.0,24226.080200195312,-24226.080200195312,limit,day,target_rebalance,ready,201384.78887218572,r1k-M-20260513-S-LRCX-d661fb63878b,d661fb63878b879f3386fbdc2efe8b5c45c6a74911049e993b1fe01b59440b0d
BE,SELL,79.0,289.760009765625,289.035609741211,22891.040771484375,57.22760192871094,22833.813169555666,79.0,0.053082877882473414,0.0,0.0,22891.040771484375,-22891.040771484375,limit,day,target_rebalance,ready,224218.60204174137,r1k-M-20260513-S-BE-db4cbda00c3b,db4cbda00c3bb0478c46b59e0ca554fd8fdef3f9964c13fbb513e0cb7fd0bbb4
WDC,SELL,46.0,494.0899963378906,492.8547713470459,22728.13983154297,56.820349578857424,22671.31948196411,46.0,0.0527051208906366,0.0,0.0,22728.13983154297,-22728.13983154297,limit,day,target_rebalance,ready,246889.92152370547,r1k-M-20260513-S-WDC-60236d05aaf7,60236d05aaf7bb53e8091293b0ecbae77cacbbb3135b09e20e404cc1d5f6ad30
GOOG,SELL,52.0,399.0400085449219,398.0424085235596,20750.080444335938,51.875201110839846,20698.205243225097,52.0,0.04811812609456809,0.0,0.0,20750.080444335938,-20750.080444335938,limit,day,target_rebalance,ready,267588.12676693057,r1k-M-20260513-S-GOOG-527790269169,527790269169372862fa4ab6f0a3cbe6c5a1ba8ef41b1e6a3399eb63234e17ae
ETR,SELL,168.0,112.3499984741211,112.0691234779358,18874.799743652344,47.18699935913086,18827.612744293212,168.0,0.04376946858163617,0.0,0.0,18874.799743652344,-18874.799743652344,limit,day,target_rebalance,ready,286415.7395112238,r1k-M-20260513-S-ETR-c0c9175b3288,c0c9175b32886d294d4386fb1de1411549060190fffd69b4f3b303628908644a
SCCO,SELL,74.0,191.88999938964844,191.41027439117434,14199.859954833984,35.49964988708496,14164.3603049469,74.0,0.03292857845370036,0.0,0.0,14199.859954833984,-14199.859954833984,limit,day,target_rebalance,ready,300580.0998161707,r1k-M-20260513-S-SCCO-51baeab20afa,51baeab20afa90d65eaeb9f7fb34d910ab7b5a6f1d22fea7b3156ff9675e6b36
KO,SELL,170.0,80.26000213623047,80.05935213088989,13644.20036315918,34.11050090789795,13610.089862251281,170.0,0.03164003895287337,0.0,0.0,13644.20036315918,-13644.20036315918,limit,day,target_rebalance,ready,314190.189678422,r1k-M-20260513-S-KO-b48217691dd2,b48217691dd28e816aa9f48a2f517456f01d43cbdab3bbb783a05bf4a1d75a92
RGLD,SELL,50.0,244.99000549316406,244.37753047943116,12249.500274658203,30.623750686645508,12218.876523971558,50.0,0.028405817528882986,0.0,0.0,12249.500274658203,-12249.500274658203,limit,day,target_rebalance,ready,326409.06620239356,r1k-M-20260513-S-RGLD-573bbce50d5c,573bbce50d5cb1df20cd6d2cae161a3f44d64bfe951ba37b2de382e7136d11c5
APH,SELL,97.0,124.63999938964844,124.32839939117433,12090.079940795898,30.225199851989746,12059.854740943909,97.0,0.028036131842728528,0.0,0.0,12090.079940795898,-12090.079940795898,limit,day,target_rebalance,ready,338468.9209433375,r1k-M-20260513-S-APH-a45e01867039,a45e01867039c2a90c70f7180df1ddf41528f625e0a1ef286f0ebb7e87246a4f
VZ,SELL,251.0,47.209999084472656,47.091974086761475,11849.709770202637,29.62427442550659,11820.08549577713,251.0,0.027478728597521516,0.0,0.0,11849.709770202637,-11849.709770202637,limit,day,target_rebalance,ready,350289.00643911463,r1k-M-20260513-S-VZ-5f9c6ae881ba,5f9c6ae881bafe24040aa070aba13f8297130d4fcc2f3e7f6cccb920ec0c4996
ATI,SELL,64.0,164.8300018310547,164.41792682647707,10549.1201171875,26.37280029296875,10522.74731689453,64.0,0.024462743329948463,0.0,0.0,10549.1201171875,-10549.1201171875,limit,day,target_rebalance,ready,360811.75375600916,r1k-M-20260513-S-ATI-b7f9d7810641,b7f9d781064138c8640b6526e91ded3441a2f1eeefe8e63fe53ac0aaacded19f
BKNG,SELL,64.0,155.02999877929688,154.64242378234863,9921.919921875,24.8047998046875,9897.115122070312,64.0,0.0230083056873791,0.0,0.0,9921.919921875,-9921.919921875,limit,day,target_rebalance,ready,370708.86887807946,r1k-M-20260513-S-BKNG-192d140ecce5,192d140ecce58c24d79c2a4f6ed2433d08a14fbb22c59df58273337f3f5145b0
ADI,SELL,22.0,432.3900146484375,431.30903961181644,9512.580322265625,23.78145080566406,9488.798871459961,22.0,0.02205907300742193,0.0,0.0,9512.580322265625,-9512.580322265625,limit,day,target_rebalance,ready,380197.6677495394,r1k-M-20260513-S-ADI-bbbfc41b26c6,bbbfc41b26c63f2da911571bab334aad0e14a339c2cb14d5a941f817cdf557e7
THC,SELL,45.0,195.86000061035156,195.3703506088257,8813.70002746582,22.03425006866455,8791.665777397156,45.0,0.0204384137410447,0.0,0.0,8813.70002746582,-8813.70002746582,limit,day,target_rebalance,ready,388989.3335269366,r1k-M-20260513-S-THC-b24ef4eb0cfb,b24ef4eb0cfb81bc9607a8f6c52151c13a836da3745639e41649e1476cd3b8c1
PR,SELL,157.0,20.239999771118164,20.18939977169037,3177.6799640655518,7.94419991016388,3169.735764155388,1010.0,0.047404634039411774,0.04,17249.2839006699,20442.399768829346,-3193.115868159446,limit,day,target_rebalance,ready,392159.069291092,r1k-M-20260513-S-PR-792620d0ba3e,792620d0ba3ec607b6d59c9aad119a2c4b7eb3697e4e4517c939aaeff4570103
GOOGL,BUY,149.0,402.6199951171875,403.62654510498044,59990.37927246094,149.97594818115235,-60140.355220642086,0.0,0.0,0.14,60372.49365234465,0.0,60372.49365234465,limit,day,target_rebalance,ready,332018.71407044993,r1k-M-20260513-B-GOOGL-bb6ebd28db17,bb6ebd28db1763ca7e7cf03ea914ee592eb3d554c745cf4e3376d71ff3b70bcd
GEV,BUY,56.0,1062.5699462890625,1065.226371154785,59503.9169921875,148.75979248046875,-59652.67678466797,0.0,0.0,0.14,60372.49365234465,0.0,60372.49365234465,limit,day,target_rebalance,ready,272366.03728578193,r1k-M-20260513-B-GEV-4dd391b59acf,4dd391b59acfd2f3ad1691af750efd592a9926e352c7e3038c6df510b831cedf
FIX,BUY,12.0,2034.6300048828125,2039.7165798950193,24415.56005859375,61.03890014648437,-24476.598958740233,0.0,0.0,0.0567942243103047,24491.492476169347,0.0,24491.492476169347,limit,day,target_rebalance,ready,247889.4383270417,r1k-M-20260513-B-FIX-56feafa46f50,56feafa46f50f0b019c5ebf0cf65e485bfe1e04fa61906bc59bdda795fe3a146
MRVL,BUY,137.0,177.9499969482422,178.39487194061277,24379.14958190918,60.94787395477295,-24440.097455863954,0.0,0.0,0.0567942243103047,24491.492476169347,0.0,24491.492476169347,limit,day,target_rebalance,ready,223449.34087117773,r1k-M-20260513-B-MRVL-590e04179bd6,590e04179bd691e5644d41513d5838f5e1f1b9bdd2b66c0359ab861369f1363d
ARM,BUY,110.0,221.2100067138672,221.76303173065185,24333.10073852539,60.83275184631348,-24393.933490371703,0.0,0.0,0.0567942243103047,24491.492476169347,0.0,24491.492476169347,limit,day,target_rebalance,ready,199055.40738080602,r1k-M-20260513-B-ARM-372d92f4f98c,372d92f4f98c5ad6a5fb1ca1536e91e3d1cc34b59c6ebbb4994a85db18cd0534
RKLB,BUY,189.0,124.1500015258789,124.46037652969359,23464.350288391113,58.660875720977785,-23523.01116411209,0.0,0.0,0.0544754273933545,23491.552817957545,0.0,23491.552817957545,limit,day,target_rebalance,ready,175532.39621669392,r1k-M-20260513-B-RKLB-d51dd3480122,d51dd3480122f7e546d5c820dcc467d83226cb43bc4602de583dee02662b0519
UMC,BUY,1437.0,15.920000076293945,15.95980007648468,22877.0401096344,57.192600274086,-22934.232709908487,0.0,0.0,0.0530745669585512,22887.456834329096,0.0,22887.456834329096,limit,day,target_rebalance,ready,152598.16350678544,r1k-M-20260513-B-UMC-f8283674ad44,f8283674ad44b1476f89b030dcfa35f0f758e0d30f937a324189afd8be3e0624
FTI,BUY,313.0,72.68000030517578,72.86170030593871,22748.84009552002,56.87210023880005,-22805.71219575882,0.0,0.0,0.0528097499965903,22773.259260364684,0.0,22773.259260364684,limit,day,target_rebalance,ready,129792.45131102661,r1k-M-20260513-B-FTI-b3bab4612933,b3bab4612933a30f09196f2e34035f7415aebd445be0d35ce3f9f7f33bdb6f2b
