ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,104.0,459.8500061035156,2026-06-23,47824.400634765625,385.1894688596912,0.06343984603320996
COHR,46.0,381.2200012207031,2026-06-23,17536.120056152344,276.156788524683,0.023261948746169412
FIX,12.0,1908.0699462890625,2026-06-23,22896.83935546875,1866.2886962890625,0.030373030170338242
KEYS,20.0,352.5799865722656,2026-06-23,7051.5997314453125,313.2699890136719,0.00935406184527309
LITE,40.0,827.9199829101562,2026-06-23,33116.79931640625,325.6728523570339,0.043929973441596507
MRVL,311.0,279.0400085449219,2026-06-23,86781.4426574707,164.9499969482422,0.11511699650507833
MU,34.0,1051.77001953125,2026-06-23,35760.1806640625,462.81802914304427,0.04743646183406088
ON,331.0,117.05999755859375,2026-06-23,38746.85919189453,103.02999877929688,0.05139833952497796
PWR,42.0,702.2899780273438,2026-06-23,29496.179077148438,742.2100219726562,0.03912716174977017
SNDK,61.0,1963.5999755859375,2026-06-23,119779.59851074219,768.0426355580814,0.15888958746128629
STM,1151.0,72.43000030517578,2026-06-23,83366.93035125732,55.68721008300781,0.11058759034191545
TER,24.0,420.1199951171875,2026-06-23,10082.8798828125,214.74598655731967,0.01337510431593326
WDC,154.0,670.75,2026-06-23,103295.5,337.61306234422875,0.1370231624222331
