ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
AMD,18082.300468444824,0.1341122419861414,6533.039821624756,0.0655233059028331,-11549.260646820068
NOW,15381.95972442627,0.1140844390006289,7120.89599609375,0.0714192258724471,-8261.06372833252
PENN,8532.999649047852,0.0632872855861347,646.3599972724915,0.0064826856993054,-7886.63965177536
PAYC,6642.508666992188,0.0492659510496075,0.0,0.0,-6642.508666992188
UI,6092.465881347656,0.0451864108771708,0.0,0.0,-6092.465881347656
STM,7621.528491973877,0.0565271147442547,1557.5254049301147,0.0156212446801356,-6064.003087043762
DAR,7208.519786834717,0.0534639246649468,1459.119972229004,0.0146342846362012,-5749.399814605713
PCTY,7037.309799194336,0.0521940997699927,1646.1899871826172,0.0165105085916225,-5391.119812011719
TSLA,8134.457046508789,0.0603313872452804,2865.6786460876465,0.0287414042579828,-5268.778400421143
SHOP,7985.186874389648,0.05922428488961,2762.005889892578,0.0277016154455109,-5223.18098449707
DXCM,8458.719787597656,0.0627363690271001,3632.040069580078,0.0364276476231942,-4826.679718017578
QRVO,6671.35986328125,0.04947993370215,2044.5599060058596,0.0205059708521067,-4626.799957275391
SE,7577.600112915039,0.0562013081129205,4112.07991027832,0.0412422206529658,-3465.5202026367188
RNG,8182.897247314453,0.0606906570153875,5742.630767822266,0.057595876155774,-2440.2664794921875
