date,base_equity_usd,overlay_equity_usd,base_cash_weight,overlay_cash_weight,crisis_state,policy_cash_floor,equity_drawdown_cash_floor,target_cash_weight_next,cash_action,turnover_from_cash_action,cash_action_cost_usd,base_equity_usd_peak,overlay_equity_usd_peak,base_drawdown,overlay_drawdown
2019-06-03,99882.03920041562,99882.03920041562,0.5275995543194801,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,INIT,0.0,0.0,99882.03920041562,99882.03920041562,0.0,0.0
2019-06-04,101281.27187978268,101281.2718797827,0.5203106002579674,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,101281.27187978268,101281.2718797827,0.0,0.0
2019-06-05,102753.4661852026,102731.09596674959,0.5128558804204023,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,102753.4661852026,102731.09596674959,0.0,0.0
2019-06-06,103081.14257871151,103048.78588266339,0.5112256039112176,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,103081.14257871151,103048.78588266339,0.0,0.0
2019-06-07,104552.7454382086,104470.64356714083,0.5040299912335143,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,104552.7454382086,104470.64356714083,0.0,0.0
2019-06-10,104980.94581090452,104878.17466340882,0.5019741340641107,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,104980.94581090452,104878.17466340882,0.0,0.0
2019-06-11,104220.56124173642,104157.62099539147,0.5056364957048098,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,104980.94581090452,104878.17466340882,-0.007243072190811994,-0.006870387192853711
2019-06-12,104845.74839841366,104754.67221325147,0.5026214240601239,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,104980.94581090452,104878.17466340882,-0.0012878281048674944,-0.0011775800880756693
2019-06-13,105081.02227460383,104977.9366289544,0.5014960668059297,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,105081.02227460383,104977.9366289544,0.0,0.0
2019-06-14,104331.39605199338,104268.26045837856,0.5050993407621834,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,105081.02227460383,104977.9366289544,-0.007133792633378544,-0.006760241183670801
2019-06-17,104304.91810094356,104243.00159809097,0.5052275609445439,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,105081.02227460383,104977.9366289544,-0.007385769160411448,-0.007000852316816464
2019-06-18,104593.20658551692,104518.09122606546,0.5038350107716958,0.5275995543194801,GREEN,0.03,0.0,0.5275995543194801,HOLD_CASH,0.0,0.0,105081.02227460383,104977.9366289544,-0.004642281532169723,-0.004380400469426893
2019-06-19,105950.07510053158,105801.0496873764,0.4973825579326628,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,RELEASE_CASH,0.030216996386817352,7.993078657384614,105950.07510053158,105801.0496873764,0.0,0.0
2019-06-20,106123.14112340452,105973.87228205416,0.49657142456216,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,0.0,0.0
2019-06-21,106010.00670110226,105861.0790182648,0.4971013681306765,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.0010660674109778112,-0.0010643497435778304
2019-06-24,105190.00450765132,105042.6866516019,0.5009764911914895,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.008792960761198287,-0.008786935972046606
2019-06-25,103532.30759297848,103375.38942960216,0.508997824851284,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.024413464424439812,-0.024520033065659974
2019-06-26,103198.18428288936,103033.88040913174,0.5106457999513233,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.027561913542625938,-0.027742610604031714
2019-06-27,104055.4300638342,103912.9587744928,0.5064389175493484,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.0194840732914785,-0.019447373802441992
2019-06-28,104262.6712862158,104123.71371068538,0.5054322771186001,0.4973825579326628,GREEN,0.03,0.0,0.4973825579326628,HOLD_CASH,0.0,0.0,106123.14112340452,105973.87228205416,-0.01753123604799156,-0.0174586294859973
2019-07-01,104122.12116498944,103955.07105983059,0.0385959494034704,0.39738255793266275,GREEN,0.03,0.0,0.39738255793266275,RELEASE_CASH,0.10000000000000003,25.99526658160306,106123.14112340452,105973.87228205416,-0.018855642013914875,-0.01904999014144204
2019-07-02,104888.3906981468,104408.49704456633,0.0383139839739857,0.29738255793266277,GREEN,0.03,0.0,0.29738255793266277,RELEASE_CASH,0.09999999999999998,26.108651423997582,106123.14112340452,105973.87228205416,-0.011635072352616294,-0.014771331874346427
2019-07-03,105839.58971853254,105073.99789877463,0.0379696494568163,0.19738255793266277,GREEN,0.03,0.0,0.19738255793266277,RELEASE_CASH,0.1,26.2750682417541,106123.14112340452,105973.87228205416,-0.002671909273230577,-0.008491474019977963
2019-07-05,106137.56796903608,105294.47130105266,0.0378630507290155,0.09738255793266276,GREEN,0.03,0.0,0.09738255793266276,RELEASE_CASH,0.1,26.33020037535701,106137.56796903608,105973.87228205416,0.0,-0.006411023456736942
2019-07-08,106156.28700704571,105296.22081329061,0.037856374158972,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,RELEASE_CASH,0.05952618377369076,15.672037718511,106156.28700704571,105973.87228205416,0.0,-0.0063945145550589055
2019-07-09,106965.11928243635,106098.50002134916,0.0375701176909342,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,106965.11928243635,106098.50002134916,0.0,0.0
2019-07-10,107677.45892591476,106804.85821453204,0.0373215727818291,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,107677.45892591476,106804.85821453204,0.0,0.0
2019-07-11,107396.03610296248,106525.87106983861,0.037419371013034,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,107677.45892591476,106804.85821453204,-0.002613572290426247,-0.0026121203600405485
2019-07-12,107617.91227979658,106745.84960471587,0.0373422233820864,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,107677.45892591476,106804.85821453204,-0.0005530093922363477,-0.0005524899410254136
2019-07-15,108057.01442403792,107181.16094068695,0.0371904789493422,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108057.01442403792,107181.16094068695,0.0,0.0
2019-07-16,108425.0731265068,107545.9838600828,0.0370642325099202,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,0.0,0.0
2019-07-17,107787.8096434593,106914.40716746697,0.0372833638011476,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,-0.005877454952729955,-0.005872619970983761
2019-07-18,108279.77994604108,107402.10059575843,0.0371139664512485,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,-0.0013400330410310302,-0.0013378766845589807
2019-07-19,106989.03534002302,106122.80545751669,0.0375617193621206,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,-0.013244517573977155,-0.013233208265755914
2019-07-22,107801.85521383284,106928.79755353449,0.0372785061286244,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,-0.005747913233563717,-0.005738813151323852
2019-07-23,107577.01637716292,106705.91349016664,0.0373564192018162,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,108425.0731265068,107545.9838600828,-0.007821592597446525,-0.007811266769469416
2019-07-24,109032.7687804222,108149.12803347665,0.0368576544943022,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,109032.7687804222,108149.12803347665,0.0,0.0
2019-07-25,109238.605816555,108353.08518167559,0.0367882040440406,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,109238.605816555,108353.08518167559,0.0,0.0
2019-07-26,110171.93138952254,109277.81830286414,0.0364765514190498,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,0.0,0.0
2019-07-29,108438.96038503644,107561.37300217402,0.0370594858710992,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.015729696145191707,-0.015707170287138972
2019-07-30,107806.28667135235,106934.3388000297,0.03727697376793,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.021472299598762956,-0.0214451527238535
2019-07-31,107671.44536848066,106800.66860275019,0.0373236572288307,0.037856374158972,GREEN,0.03,0.0,0.037856374158972,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.022696216627093313,-0.022668367090277308
2019-08-01,107849.095785017,106963.91400519162,0.0859818860680925,0.0859818860680925,WATCH,0.03,0.0,0.0859818860680925,RAISE_CASH,0.0481255119091205,12.870781325607389,110171.93138952254,109277.81830286414,-0.02108373317240808,-0.02117451037738982
2019-08-02,106963.98184763906,106069.08615075584,0.0866933757154143,0.15,WATCH,0.15,0.0,0.15,RAISE_CASH,0.0640181139319075,16.978574445414118,110171.93138952254,109277.81830286414,-0.029117666373129847,-0.029363069303005918
2019-08-05,103052.48525225636,102459.17477346699,0.0899839401605415,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.06462123380677376,-0.062397324866966475
2019-08-06,107014.47521960257,106138.56308381812,0.0866524705868531,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.028659352069961508,-0.02872728672479119
2019-08-07,107672.13730799672,106745.60174625024,0.0861231967543141,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110171.93138952254,109277.81830286414,-0.022689936084424045,-0.023172283231312707
2019-08-08,110393.18609797476,109254.68029043992,0.0840003717086688,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110393.18609797476,109277.81830286414,0.0,-0.0002117356732003195
2019-08-09,109703.61282526968,108621.3914557767,0.0845283799459166,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110393.18609797476,109277.81830286414,-0.00624652025255501,-0.006006954176813295
2019-08-12,107964.34049593924,107022.43712572337,0.0858901061566982,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110393.18609797476,109277.81830286414,-0.022001771014018012,-0.02063896600579962
2019-08-13,109364.97471224784,108313.47727432291,0.0847901139348559,0.15,WATCH,0.15,0.0,0.15,HOLD_CASH,0.0,0.0,110393.18609797476,109277.81830286414,-0.009314083795120887,-0.008824673145180761
