as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-06-18,LRCX,218.0,389.0400085449219,84810.72186279297,0.08823056696728496,236.3367378420946,33289.31301321634,1148.3643113457283
2026-06-18,MU,212.0,1133.989990234375,240405.8779296875,0.250099827546801,350.47431344494845,166105.32347935843,17697.601211574813
2026-06-18,RVMD,571.0,162.99000549316406,93067.29313659668,0.09682007014203732,86.3318331098958,43771.81643084618,25524.542874115992
2026-06-18,SNDK,126.0,2184.75,275278.5,0.2863786275536826,747.6488715277778,181074.7421875,0.0
2026-06-18,WDC,350.0,746.22998046875,261180.4931640625,0.2717121430700843,179.0780484787246,198503.1761965089,11204.663753442283
