broker_daily_equity_rows,broker_ledger_cagr,broker_ledger_end_date,broker_ledger_max_dd,broker_ledger_metric_mode,broker_ledger_sharpe,broker_ledger_status,broker_ledger_trade_count,daily_risk_action_evidence,daily_risk_engine_backtest_completed,execution_policy_cagr,execution_policy_daily_equity_rows,execution_policy_end_date,execution_policy_max_dd,execution_policy_metric_mode,execution_policy_sharpe,execution_policy_status,execution_policy_trade_count,full_nonmonthly_entry_replacement_validated,nonmonthly_risk_action_count,operating_event_backtest_status,operating_latest_append_detected,portfolio,position_risk_cagr,position_risk_daily_equity_rows,position_risk_end_date,position_risk_max_dd,position_risk_metric_mode,position_risk_sharpe,position_risk_status,position_risk_trade_count,risk_action_count,target_book_exists,target_book_max_date,target_book_max_decisions_per_month,target_book_min_date,target_book_multi_decision_month_count,target_book_path,target_book_rows,target_book_submonthly_decisions_validated,target_book_unique_date_count
1770,0.18440300245186636,2026-05-14,-0.3192510867364303,broker_ledger_next_close,0.8484185422459798,completed,2873,True,True,0.14935454037320994,1770,2026-05-14,-0.3239684114175948,broker_ledger_execution_policy_next_close,0.6720436013657818,completed,1089,False,673,partial_daily_risk_overlay_validated,True,main,0.11537521450971022,1770,2026-05-14,-0.30844816382245255,broker_ledger_position_risk_next_close,0.6030016450451764,completed,3204,673,True,2026-05-14,1,2019-04-30,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_main_target_book.csv,2211,False,84
1770,0.35103006392857994,2026-05-14,-0.22677561691887382,broker_ledger_next_close,1.2996537124175735,completed,649,True,True,0.26723091243495856,1770,2026-05-14,-0.2998277243119071,broker_ledger_execution_policy_next_close,1.0392465666238218,completed,338,False,119,partial_daily_risk_overlay_validated,True,concentrated,0.26933682797577174,1770,2026-05-14,-0.31773890888777,broker_ledger_position_risk_next_close,1.1639386439602504,completed,701,119,True,2026-05-14,1,2019-04-30,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_concentrated_target_book.csv,23387,False,84
