rebalance_date,ticker,weight,period_forward_return,risk_clipped_return,weighted_forward_return,regime_state,alpha_sprint_score,rs_acceleration_score,breakout_setup_quality_score,explosion_entry_score,explosion_exit_score
2019-11-29,TSLA,0.016666666666666666,0.2887067585112397,0.2887067585112397,0.004811779308520662,bull,0.8972851330496072,3.0,0.4662192724183734,0.0,0.0
2019-11-29,DPZ,0.016666666666666666,-0.0061374583819259,-0.0061374583819259,-0.00010229097303209833,bull,0.7598651778514754,2.768802313514562,0.673613727594943,0.0,0.0
2019-11-29,CROX,0.016666666666666666,0.2072612948792651,0.2072612948792651,0.003454354914654418,bull,0.7045625922424745,3.0,0.4412152267140128,0.0,0.0
2020-06-30,MELI,0.016666666666666666,0.1645786653315355,0.1645786653315355,0.002742977755525592,bull,0.9591209505031844,2.6599406694424217,0.7859341184761827,0.0,0.0
2020-06-30,MANH,0.016666666666666666,0.034651301481585,0.034651301481585,0.00057752169135975,bull,0.826929899528127,2.826377492902609,0.6491301195272228,0.0,0.0
2020-06-30,EBAY,0.016666666666666666,0.0445834654365453,0.0445834654365453,0.000743057757275755,bull,0.8113683598447986,2.0392717572320977,0.5076511237170127,0.0,0.0
2020-07-31,MELI,0.016666666666666666,0.0666761574918526,0.0666761574918526,0.0011112692915308767,bull,0.7919366140946495,2.3523989678869226,0.5996573700975374,0.0,0.0
2020-07-31,LPX,0.016666666666666666,0.0296350895111294,0.0296350895111294,0.0004939181585188233,bull,0.7631831323320979,2.680659244948888,0.5002078801666839,0.0,0.0
2020-07-31,CACC,0.016666666666666666,-0.1886599314640215,-0.07,-0.0011666666666666668,bull,0.7415613757927707,3.0,0.559957733113954,0.0,0.0
2020-12-31,MAR,0.016666666666666666,-0.0723138504057754,-0.07,-0.0011666666666666668,bull,0.7992484498520935,2.6320042119362705,0.6151155643970562,0.0,0.0
2020-12-31,JLL,0.016666666666666666,0.0117473930102487,0.0117473930102487,0.00019578988350414498,bull,0.7921894954871938,3.0,0.5756365980149674,0.0,0.0
2020-12-31,EEFT,0.016666666666666666,-0.1202670676852218,-0.07,-0.0011666666666666668,bull,0.7909679780950207,3.0,0.6660215975969951,0.0,0.0
2021-03-31,AWI,0.016666666666666666,0.1538722914574894,0.1538722914574894,0.0025645381909581567,bull,0.7277903796036064,2.129468757485434,0.589719010616358,0.0,0.0
2021-03-31,FCN,0.016666666666666666,-0.0080644423594105,-0.0080644423594105,-0.00013440737265684165,bull,0.7147493458793717,2.5381929329424366,0.51971615896073,0.0,0.0
2021-03-31,SFM,0.016666666666666666,-0.0277777698225364,-0.0277777698225364,-0.0004629628303756067,bull,0.5863389711964587,2.196393744948865,0.3918527449651279,0.0,0.0
2021-04-30,AWI,0.016666666666666666,0.0438479073339268,0.0438479073339268,0.0007307984555654466,bull,0.6856195055382004,1.6695448454007684,0.6230223919451753,0.0,0.0
2021-04-30,AGO,0.016666666666666666,-0.0445761414731687,-0.0445761414731687,-0.0007429356912194783,bull,0.5459037434993432,1.447490432813713,0.60786285180905,0.0,0.0
2021-04-30,CBOE,0.016666666666666666,0.0496471807806937,0.0496471807806937,0.0008274530130115617,bull,0.5447737406706268,0.9754191381882168,0.7326656871188261,0.0,0.0
2021-05-28,SBAC,0.016666666666666666,0.0818505284835635,0.0818505284835635,0.0013641754747260584,bull,0.716356685883914,2.3370605994917018,0.4252419727430118,0.0,0.0
2021-05-28,TRU,0.016666666666666666,0.0165243086673403,0.0165243086673403,0.00027540514445567165,bull,0.7007042125122287,1.858038308477256,0.6167245064508712,0.0,0.0
2021-05-28,RGLD,0.016666666666666666,-0.0795061965941977,-0.07,-0.0011666666666666668,bull,0.6368794473583699,2.295471345457189,0.3280535525442658,0.0,0.0
2021-06-30,RMD,0.016666666666666666,0.0947418698370829,0.0947418698370829,0.0015790311639513816,bull,0.87340471307038,2.7650018832896017,0.5661109303842097,0.0,0.0
2021-06-30,TRU,0.016666666666666666,0.0941837136394936,0.0941837136394936,0.0015697285606582267,bull,0.8439865079395112,2.3171612744785155,0.6929835123253606,0.0,0.0
2021-06-30,EFX,0.016666666666666666,0.0879344830558197,0.0879344830558197,0.0014655747175969952,bull,0.8244725645106581,2.9398841751124096,0.744434586452065,0.0,0.0
2021-08-31,RGEN,0.016666666666666666,0.0263626156827223,0.0263626156827223,0.0004393769280453717,bull,0.8222499754041355,2.060695729529372,0.7585876909540944,0.0,0.0
2021-08-31,NOW,0.016666666666666666,-0.0307955599674435,-0.0307955599674435,-0.000513259332790725,bull,0.813065439424758,2.993367333455927,0.6901804574128373,0.0,0.0
2021-08-31,MASI,0.016666666666666666,0.0035416198027176,0.0035416198027176,5.902699671196e-05,bull,0.7503129784042553,2.618452080278644,0.4488064719021495,0.0,0.0
