rebalance_date,regime_state,active,gross_return,cost,turnover,net_return,n_positions,selected_tickers,equity,drawdown
2023-02-28,neutral,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2023-03-31,bull,True,-0.0006431176381387434,0.000125,0.025,-0.0007681176381387434,3,"MPWR,WST,STM",1.0124646487381024,-0.004321848735036493
2023-04-28,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.01233809065701,-0.004446308503944563
2023-05-31,bull,True,7.680383823435168e-05,0.000125,0.025,-4.819616176564832e-05,3,"GOOG,GOOGL,ENTG",1.0122892998466313,-0.004494290370706255
2023-06-30,bull,True,0.0004677819813677217,0.00016666666666666666,0.03333333333333333,0.00030111531470105506,3,"ENTG,LAD,GTLS",1.0125941156577232,-0.004194528355664473
2023-07-31,bull,True,-0.0004373222883670502,8.333333333333333e-05,0.016666666666666666,-0.0005206556217003835,3,"ENTG,WMS,GTLS",1.0120669028389053,-0.0047130000725961185
2023-08-31,bull,True,-0.0035000000000000005,8.333333333333333e-05,0.016666666666666666,-0.0035833333333333338,3,"MTDR,GTLS,WMS",1.0084403297703992,-0.008279445155669252
2023-09-29,bear,False,0.0,0.000125,0.025,-0.000125,0,,1.0083142747291778,-0.008403410225024999
2023-10-31,bear,False,0.0,0.0,0.0,0.0,0,,1.0083142747291778,-0.008403410225024999
2023-11-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0083142747291778,-0.008403410225024999
2023-12-29,bull,True,0.0012949325090969583,0.000125,0.025,0.0011699325090969584,3,"FHN,GEN,EWBC",1.00949393437857,-0.007243309138737497
2024-01-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0093677476367726,-0.007367403725095256
2024-02-29,neutral,False,0.0,0.0,0.0,0.0,0,,1.0093677476367726,-0.007367403725095256
2024-03-28,strong_bull,True,-0.00630877407440354,0.00025,0.05,-0.0065587740744035405,3,"CROX,MTZ,DIS",1.0027475326220334,-0.013877856662950938
2024-04-30,neutral,False,0.0,0.00025,0.05,-0.00025,0,,1.0024968457388779,-0.014124387198785282
2024-05-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-06-28,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-07-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-08-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-09-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-10-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0024968457388779,-0.014124387198785282
2024-11-29,bull,True,-0.0022462904620604235,0.000125,0.025,-0.0023712904620604236,3,"GTLS,SAIA,PCOR",1.0001196345303316,-0.01646218463619875
2024-12-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,0.9999946195760152,-0.016585126863119415
2025-01-31,neutral,False,0.0,0.0,0.0,0.0,0,,0.9999946195760152,-0.016585126863119415
2025-02-28,neutral,False,0.0,0.0,0.0,0.0,0,,0.9999946195760152,-0.016585126863119415
2025-03-31,bear,False,0.0,0.0,0.0,0.0,0,,0.9999946195760152,-0.016585126863119415
2025-04-30,bear,False,0.0,0.0,0.0,0.0,0,,0.9999946195760152,-0.016585126863119415
2025-05-30,neutral,False,0.0,0.0,0.0,0.0,0,,0.9999946195760152,-0.016585126863119415
2025-06-30,bull,True,0.003809956218637222,0.000125,0.025,0.0036849562186372217,3,"CEG,DLTR,ATI",1.0036795559680256,-0.012961286110853343
2025-07-31,bull,True,-0.0006515017998086316,0.00016666666666666666,0.03333333333333333,-0.0008181684664752983,3,"FSLR,RRX,DLTR",1.0028583770048867,-0.013768850061747662
2025-08-29,bull,True,0.0044792363688290855,0.00025,0.05,0.004229236368829085,3,"MEDP,TER,DHI",1.0070997021257007,-0.00959784541435671
2025-09-30,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.006973814662935,-0.009721645683679836
2025-10-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.006973814662935,-0.009721645683679836
2025-11-28,bull,True,-0.0007303504390640234,0.000125,0.025,-0.0008553504390640234,3,"UTHR,WAT,FICO",1.0061124991684371,-0.010568680708839873
2025-12-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.005986735106041,-0.010692359623751369
2026-01-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.005986735106041,-0.010692359623751369
2026-02-27,neutral,False,0.0,0.0,0.0,0.0,0,,1.005986735106041,-0.010692359623751369
2026-03-31,bear,False,0.0,0.0,0.0,0.0,0,,1.005986735106041,-0.010692359623751369
