rebalance_date,regime_state,active,gross_return,cost,turnover,net_return,n_positions,selected_tickers,equity,drawdown
2019-05-31,bear,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-06-28,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-07-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-08-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-09-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-10-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0,0.0
2019-11-29,bull,True,0.008163843250142981,0.000125,0.025,0.008038843250142981,3,"TSLA,DPZ,CROX",1.008038843250143,0.0
2019-12-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0079128383947367,-0.00012500000000015277
2020-01-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.0079128383947367,-0.00012500000000015277
2020-02-28,bear,False,0.0,0.0,0.0,0.0,0,,1.0079128383947367,-0.00012500000000015277
2020-03-31,deep_bear,False,0.0,0.0,0.0,0.0,0,,1.0079128383947367,-0.00012500000000015277
2020-04-30,bear,False,0.0,0.0,0.0,0.0,0,,1.0079128383947367,-0.00012500000000015277
2020-05-29,neutral,False,0.0,0.0,0.0,0.0,0,,1.0079128383947367,-0.00012500000000015277
2020-06-30,bull,True,0.004063557204161097,0.000125,0.025,0.0039385572041610965,3,"MELI,MANH,EBAY",1.0118825607655626,0.0
2020-07-31,bull,True,0.0004385207833830331,0.00016666666666666666,0.03333333333333333,0.0002718541167163665,3,"MELI,LPX,CACC",1.0121576452053402,0.0
2020-08-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0120311254996894,-0.00012500000000015277
2020-09-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0120311254996894,-0.00012500000000015277
2020-10-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0120311254996894,-0.00012500000000015277
2020-11-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.0120311254996894,-0.00012500000000015277
2020-12-31,bull,True,-0.0021375434498291886,0.000125,0.025,-0.0022625434498291888,3,"MAR,JLL,EEFT",1.0097413611056667,-0.0023872606318982026
2021-01-29,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0096151434355285,-0.002511962224319264
2021-02-26,neutral,False,0.0,0.0,0.0,0.0,0,,1.0096151434355285,-0.002511962224319264
2021-03-31,bull,True,0.0019671679879257084,0.000125,0.025,0.0018421679879257083,3,"AWI,FCN,SFM",1.0114750241328905,-0.0006744216927900837
2021-04-30,bull,True,0.0008153157773575301,0.00016666666666666666,0.03333333333333333,0.0006486491106908634,3,"AWI,AGO,CBOE",1.0121311165077804,-2.6210045130259374e-05
2021-05-28,bull,True,0.0004729139525150633,0.00025,0.05,0.00022291395251506328,3,"SBAC,TRU,RGLD",1.0123567346554248,0.0
2021-06-30,bull,True,0.004614334442206604,0.00016666666666666666,0.03333333333333333,0.004447667775539938,3,"RMD,TRU,EFX",1.0168593610815024,0.0
2021-07-30,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0167322536613672,-0.00012500000000004174
2021-08-31,bull,True,-1.4855408033393273e-05,0.000125,0.025,-0.00013985540803339327,3,"RGEN,NOW,MASI",1.0165900581571707,-0.0002648379261073197
2021-09-30,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0164629843999011,-0.00038980482136652395
2021-10-29,bull,True,2.0572781333206853e-05,0.000125,0.025,-0.00010442721866679315,3,"U,FSLR,OPEN",1.0163568379975625,-0.0004941913338000203
2021-11-30,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.0162297933928128,-0.0006191295598833024
2021-12-31,bull,True,-0.0026895048485123018,0.000125,0.025,-0.002814504848512302,3,"KNSL,VST,DLTR",1.013369609712106,-0.003431891865247505
2022-01-31,neutral,False,0.0,0.000125,0.025,-0.000125,0,,1.013242938510892,-0.0035564628787643215
2022-02-28,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-03-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-04-29,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-05-31,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-06-30,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-07-29,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-08-31,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-09-30,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-10-31,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-11-30,neutral,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2022-12-30,bear,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
2023-01-31,neutral,False,0.0,0.0,0.0,0.0,0,,1.013242938510892,-0.0035564628787643215
