policy_id,rebalance_date,macro_risk_state,macro_style_state,target_cash,realized_cash,policy_action,net_return,equity,drawdown
bargain_reentry,2019-05-31,red,cash_defense,0.32,0.32,raise_or_hold_red_floor,0.039701937663943976,1.039701937663944,0.0
bargain_reentry,2019-06-28,green,quality_compounder,0.07,0.07,green_redeploy_step,0.020050295101096842,1.0605482683312883,0.0
bargain_reentry,2019-07-31,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,0.00597431850169686,1.0668843214727226,0.0
bargain_reentry,2019-08-30,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,0.009444642031736861,1.076960661978305,0.0
bargain_reentry,2019-09-30,green,quality_compounder,0.02,0.02,normal_low_cash,0.007656319127344269,1.0852062164940068,0.0
bargain_reentry,2019-10-31,recovery,breakout_growth,0.05,0.05,bargain_reentry_step,0.00469716773790099,1.0903036121230922,0.0
bargain_reentry,2019-11-29,green,breakout_growth,0.02,0.020000000000000018,green_redeploy_step,0.012757544088762215,1.1042132085248892,0.0
bargain_reentry,2019-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.04075220768607077,1.149212334528398,0.0
bargain_reentry,2020-01-31,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,-0.04227400739018958,1.1006305238056475,-0.042274007390189494
bargain_reentry,2020-02-28,red,cash_defense,0.32,0.32000000000000006,raise_or_hold_red_floor,-0.047093173131647854,1.0487983399940919,-0.0873763633728426
bargain_reentry,2020-03-31,crisis,cash_defense,0.52,0.52,raise_or_hold_crisis_floor,0.07439487668405421,1.1268235631643932,-0.019481840467012068
bargain_reentry,2020-04-30,yellow,turnaround_accumulation,0.27,0.27,yellow_partial_redeploy,0.06395048951065596,1.1988844816208977,0.0
bargain_reentry,2020-05-29,green,turnaround_accumulation,0.020000000000000018,0.020000000000000018,green_redeploy_step,0.047859455490882594,1.256262440107743,0.0
bargain_reentry,2020-06-30,green,quality_compounder,0.02,0.02,green_redeploy_step,0.06411078882827603,1.3368024161183851,0.0
bargain_reentry,2020-07-31,green,turnaround_accumulation,0.02,0.02,normal_low_cash,0.058469611007359264,1.414964733382525,0.0
bargain_reentry,2020-08-31,yellow,quality_compounder,0.1,0.09999999999999987,yellow_partial_redeploy,-0.013257848592802183,1.3962053451831848,-0.013257848592802213
bargain_reentry,2020-09-30,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,-0.01076750950353598,1.381171690860037,-0.02388260408561871
bargain_reentry,2020-10-30,red,cash_defense,0.32,0.31999999999999995,raise_or_hold_red_floor,0.05074657846313897,1.451261428441332,0.0
bargain_reentry,2020-11-30,recovery,breakout_growth,0.06999999999999995,0.06999999999999995,bargain_reentry_step,0.06885419758921095,1.5511868695888322,0.0
bargain_reentry,2020-12-31,green,quality_compounder,0.02,0.02000000000000013,green_redeploy_step,-0.018185656751802122,1.5229775176205873,-0.01818565675180206
bargain_reentry,2021-01-29,red,cash_defense,0.32,0.31999999999999995,raise_or_hold_red_floor,0.00975444953540515,1.537833324959774,-0.00860859828745053
bargain_reentry,2021-02-26,red,cash_defense,0.32,0.3200000000000002,raise_or_hold_red_floor,-0.0021915597402044355,1.5344630713576475,-0.010781291770228574
bargain_reentry,2021-03-31,recovery,quality_compounder,0.07000000000000017,0.07000000000000028,bargain_reentry_step,0.06012980979222753,1.6267300439715802,0.0
bargain_reentry,2021-04-30,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,0.01350608541522809,1.648700798892978,0.0
bargain_reentry,2021-05-28,green,quality_compounder,0.02,0.02,green_redeploy_step,0.03346364663583376,1.7038723398353495,0.0
