rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end
2019-04-30,0.9911479023675946,99114.79023675947,0.9386810683613055,93868.10683613055,-0.008852097632405324,-0.06131893163869451,0.0,-0.008852097632405354,1.0,False,,0.0,0,1.0,1,0,0.0,1,-0.017152055254171964,0.01079995762176664,5,True,-0.08,-0.15,0.1878755176224656,0.0,0.1878755176224656,1.0,0.8121244823775343
2019-05-31,1.0359849434294348,103598.49434294348,1.0138863711765451,101388.6371176545,0.04523748771978041,0.08011805644118142,-0.008852097632405354,0.0,1.0359849434294348,False,,0.0,0,1.0,1,0,0.0,2,0.047291221039479775,0.0,1,True,-0.08,-0.15,0.2984680565207192,0.28,0.2984680565207192,0.72,0.7015319434792807
2019-06-28,1.0527592969747859,105275.92969747858,1.0102027204974469,101020.27204974469,0.01619169627101192,-0.0036331987329345505,0.0,0.0,1.0527592969747859,False,,0.0,0,1.0,1,0,0.0,3,0.019085654370289952,0.0,1,True,-0.08,-0.15,0.02926674671078569,0.0,0.02926674671078569,1.0,0.9707332532892142
2019-07-31,1.0469841584845536,104698.41584845536,0.9940281763363923,99402.81763363924,-0.005485715972138771,-0.01601118650035893,0.0,-0.005485715972138857,1.0527592969747859,False,,0.0,0,1.0,1,0,0.0,4,-0.00732466826345006,0.003877983583527009,1,True,-0.08,-0.15,0.023833924930964038,0.0,0.023833924930964038,1.0,0.976166075069036
2019-08-30,1.0410975349535947,104109.75349535947,1.0056503165476978,100565.03165476977,-0.005622457114804218,0.011691962549935209,-0.005485715972138857,-0.011077329884145858,1.0527592969747859,False,,0.0,0,1.0,1,0,0.0,5,-0.02756387051299994,0.024491424215682855,4,True,-0.08,-0.15,0.15681985335691637,0.0,0.15681985335691637,1.0,0.8431801466430836
2019-09-30,1.0641134548871496,106411.34548871496,1.0489716902723578,104897.16902723578,0.02210736185690881,0.043077969560411544,-0.011077329884145858,0.0,1.0641134548871496,False,,0.0,0,1.0,1,0,0.0,6,0.02408183647121689,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0000000000000002,1.0
2019-10-31,1.0674802714787723,106748.02714787723,1.0650333649139971,106503.3364913997,0.003163963932755472,0.01531182851795454,0.0,0.0,1.0674802714787723,False,,0.0,0,1.0,1,0,0.0,7,0.005913963932755472,0.0,1,True,-0.08,-0.15,0.036709039310054946,0.0,0.036709039310054946,1.0,0.9632909606899451
2019-11-29,1.0873908595717316,108739.08595717317,1.114278678263725,111427.8678263725,0.018651949478539,0.046238282266118924,0.0,0.0,1.0873908595717316,False,,0.0,0,1.0,1,0,0.0,8,0.021419882805596493,0.0,2,True,-0.08,-0.15,0.04320828196860135,0.0,0.04320828196860135,1.0,0.9567917180313986
2019-12-31,1.1460458940451588,114604.58940451588,1.1112243606625787,111122.43606625787,0.05394107735697572,-0.0027410715656029927,0.0,0.0,1.1460458940451588,False,,0.0,0,1.0,1,0,0.0,9,0.056151626429656355,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2020-01-31,1.113793117964575,111379.3117964575,1.0569478029777035,105694.78029777035,-0.02814265663196291,-0.048843923519200194,0.0,-0.028142656631962817,1.1460458940451588,False,,0.0,0,1.0,1,0,0.0,10,-0.03705374728280259,0.010995773962731124,6,True,-0.08,-0.15,0.23805194340701247,0.0,0.23805194340701247,1.0000000000000002,0.7619480565929876
2020-02-28,1.0516851496786441,105168.51496786441,0.8449822658042982,84498.22658042982,-0.05576257141849784,-0.20054494325665084,-0.028142656631962817,-0.08233592115011448,1.1460458940451588,False,,0.0,0,1.0,1,0,0.0,11,-0.107897112792954,0.054311299696499116,13,True,-0.08,-0.15,0.8148628931583537,0.28,0.8148628931583537,0.72,0.1851371068416463
2020-03-31,1.1641263219082654,116412.63219082654,0.9681844766787635,96818.44766787635,0.10691524194667888,0.1458044930176079,-0.08233592115011448,0.0,1.1641263219082654,False,,0.0,0,1.0,1,0,0.0,12,0.10924006944487107,0.0,0,True,-0.08,-0.15,0.3606072400541602,0.4,0.3606072400541602,0.6,0.6393927599458397
2020-04-30,1.3131732650115795,131317.32650115795,1.0451478077661074,104514.78077661074,0.12803330729520193,0.07949242416213598,0.0,0.0,1.3131732650115795,False,,0.0,0,1.0,1,0,0.0,12,0.13118481786428202,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2020-05-29,1.3900454482229934,139004.54482229933,1.065714002318956,106571.40023189559,0.05853925392757373,0.019677785668236414,0.0,0.0,1.3900454482229934,False,,0.0,0,1.0,1,0,0.0,12,0.06024945289791232,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2020-06-30,1.505336234518282,150533.6234518282,1.1268516586688926,112685.16586688926,0.08294029986046433,0.0573677893101745,0.0,0.0,1.505336234518282,False,,0.0,0,1.0,1,0,0.0,12,0.08500173848458734,0.0,0,True,-0.08,-0.15,0.0096725378606606,0.01049472039437474,0.0096725378606606,0.9895052796056251,0.9903274621393394
2020-07-31,1.6696342057560711,166963.4205756071,1.2062160322601614,120621.60322601614,0.10914370322744908,0.07043018748804863,0.0,0.0,1.6696342057560711,False,,0.0,0,1.0,1,0,0.0,12,0.11119561103561416,0.0005917702684877513,1,True,-0.08,-0.15,0.017288411165446094,0.0,0.017288411165446094,1.0,0.9827115888345539
2020-08-31,1.6219896847541253,162198.96847541252,1.1563311249670802,115633.11249670802,-0.02853590375526038,-0.04135652814994395,0.0,-0.028535903755260366,1.6696342057560711,False,,0.0,0,1.0,1,0,0.0,12,-0.028038179139993107,0.0017461312568444291,4,True,-0.08,-0.15,0.14535109811719035,0.0,0.14535109811719035,1.0,0.8546489018828096
2020-09-30,1.616531770713432,161653.17707134318,1.1321975695430155,113219.75695430156,-0.003364949908125144,-0.02087079981069584,-0.028535903755260366,-0.03180483177666602,1.6696342057560711,False,,0.0,0,1.0,1,0,0.0,12,-0.004591009021269096,0.004000437322580512,6,True,-0.08,-0.15,0.1336812747852179,0.0,0.1336812747852179,1.0,0.8663187252147821
