signal,ic_all,n_all,ic_deep_bear,n_deep_bear,ic_bear,n_bear,ic_neutral,n_neutral,ic_bull,n_bull,ic_strong_bull,n_strong_bull
rs_acceleration_score,0.05220790155651948,712,,7,0.04555697769030655,148,0.03391926840218994,345,0.12184531591236926,187,,6
h1_oversold_value_score,,712,,7,,148,,345,,187,,6
h6_dynamic_leader_score,0.02096951678940297,712,,7,-0.05441925552739891,148,0.026767490246952134,345,0.02760918033214813,187,,6
stage2_overext_penalty,,712,,7,,148,,345,,187,,6
theme_phase_multiplier_primary,-0.07403824530690334,712,,7,-0.10695036561956558,148,-0.09549978530534853,345,-0.047850820730891946,187,,6
theme_phase_multiplier_max,-0.04562396036996863,712,,7,-0.08406853600460668,148,-0.10264384749490686,345,0.02344465049390316,187,,6
explosion_entry_score,,712,,7,,148,,345,,187,,6
explosion_exit_score,,712,,7,,148,,345,,187,,6
explosion_net_score,,712,,7,,148,,345,,187,,6
