as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,new_buy_allowed,full_universe_rerank_today,crisis_state
2026-06-12,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,269.0,1980.0999755859373,532646.8934326172,0.3997967678780401,1119.4407455274163,231517.3328857422,6976.059427490234,2026-03-02,2026-05-01,102.0,2,269.0,1119.4407455274163,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,51.2357,-1.115653686985645,,,,293232526200.3274,18505437476.80908,3.862612824386655,1.8722917863189936,7.424286136472379,True,2026-06-12,1980.0999755859375,0.36819994217131535,1.9928055231088022,7.503392469277156,1.8697692004719841,1.7763236756890013,1.5309794908000358,3.455314116090337,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,concentrated,equity,BE,1101.0,260.2200012207031,286502.22134399414,0.2150442694691093,290.5199890136719,-33360.286560058594,0.0,2026-05-01,2026-05-01,42.0,1,1101.0,290.5199890136719,target_rebalance,future_winner,WARNING_NO_ADD,1M weakness; no add,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,12428.6839,-3.4597075803859587,,0.3886654169505354,2.095853821982949,74017983678.18152,2910159823.0846405,1.9600675396976392,0.5636491683431037,1.48995279315691,True,2026-06-12,260.2200012207031,-0.10194646448561195,0.6841629051329123,1.5690591259616866,0.5611265824960943,0.4676810577131114,1.0450560473170476,1.7431736281270442,-0.15480058109083783,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,concentrated,equity,WDC,431.0,562.9299926757812,242622.8268432617,0.1821090541996007,393.6810405583271,72946.29836262274,127227.50152369923,2026-02-02,2026-05-01,130.0,2,431.0,404.0744776183657,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,27.0897,-0.5789343894189979,,0.0,0.0,194031909479.30267,3414852750.441132,7.089863016934058,0.9474166489816982,2.0170534138907783,True,2026-06-12,562.9299926757812,0.13962387900102802,1.0679303857715068,2.096159746695555,0.9448940631346887,0.8514485383517059,1.2536877634210546,2.2196264866396405,-0.052234831284133865,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,254.0,445.9800109863281,113278.92279052734,0.0850254601289402,440.6437590266936,1355.4079977471847,93136.79622949052,2026-03-02,2026-05-01,102.0,2,254.0,471.67250926100365,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,151.1416,-1.022592384267266,,0.1879353566851933,,63129773708.70685,1672006583.9505005,1.9594375055113669,0.2013785049903091,0.9311708757441066,True,2026-06-12,445.9800109863281,-0.22827480161726788,0.32189224178011777,1.0102772085488834,0.1988559191432997,0.10541039436031685,0.8535476459681428,1.4712143238908946,-0.28870811644923744,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,concentrated,equity,LITE,76.0,921.5599975585938,70038.55981445312,0.0525698923356124,548.6635403633492,28340.130746838586,305265.1126125364,2026-02-02,2026-05-01,130.0,2,76.0,645.1084257427015,target_rebalance,"future_winner,unassigned",WARNING_NO_ADD,1M weakness; no add,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,152.7455,-1.640815324215008,,0.0,0.0,71697367810.0586,5552522414.994812,4.954818891804612,0.3599039299709845,1.4388171577924738,True,2026-06-12,921.5599975585938,-0.10560283982863694,0.4804176667607931,1.5179234905972505,0.35738134412397504,0.2639358193409922,1.0231177308807309,1.8530334441202712,-0.12489908035469932,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,main,equity,SNDK,65.0,1980.0999755859373,128706.49841308594,0.1618218490944198,767.6129356971154,78811.65759277344,1654.1171838378907,2026-03-02,2026-05-01,102.0,2,65.0,767.6129356971154,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,51.2357,-1.115653686985645,,,,293232526200.3274,18505437476.80908,3.862612824386655,1.8722917863189936,7.424286136472379,True,2026-06-12,1980.0999755859375,0.36819994217131535,1.9928055231088022,7.503392469277156,1.8697692004719841,1.7763236756890013,1.5309794908000358,3.455314116090337,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,main,equity,STM,1221.0,77.30000305175781,94383.30372619627,0.1186675181201297,55.75,26312.55372619629,63.89534005165079,2026-05-01,2026-05-01,42.0,1,1221.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,229.4854,-1.1038250733332005,,-0.0753075777760363,,68703789056.0,972431503.4591484,3.991177111133101,1.2378792108423284,1.8762487513001351,True,2026-06-12,77.30000305175781,0.21943530203568473,1.358392947632137,1.9553550841049119,1.235356624995319,1.141911100212336,1.3473143128750609,2.1810100314942544,-0.03023455100232597,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,main,equity,MRVL,333.0,279.70001220703125,93140.1040649414,0.117104451216296,164.9499969482422,38211.75508117676,-1651.947744541168,2026-05-01,2026-05-01,42.0,1,333.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,100.343,-1.3475427900509296,,0.4208728521145077,-4.083649025385388,244681570678.7109,14109550449.378738,4.939797522797973,2.0645537301856387,1.949350347007205,True,2026-06-12,279.70001220703125,0.5717899241570858,2.1850674669754473,2.028456679811982,2.062031144338629,1.9685856195556464,1.528482247577026,2.5789848501305292,-0.1160761663524863,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,main,equity,WDC,164.0,562.9299926757812,92320.51879882812,0.1160739919552001,337.8334046846132,36915.84043055157,33078.95767228503,2026-02-02,2026-05-01,130.0,2,164.0,369.4150530187095,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,27.0897,-0.5789343894189979,,0.0,0.0,194031909479.30267,3414852750.441132,7.089863016934058,0.9474166489816982,2.0170534138907783,True,2026-06-12,562.9299926757812,0.13962387900102802,1.0679303857715068,2.096159746695555,0.9448940631346887,0.8514485383517059,1.2536877634210546,2.2196264866396405,-0.052234831284133865,daily_current_holdings_review,False,False,GREEN
2026-06-12,current_broker_ledger_mark_to_market,main,equity,CIEN,111.0,445.9800109863281,49503.78121948242,0.0622407843649934,383.97728398259096,6882.302697414823,25261.763029552032,2026-03-02,2026-05-01,102.0,2,111.0,409.3429738637564,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,151.1416,-1.022592384267266,,0.1879353566851933,,63129773708.70685,1672006583.9505005,1.9594375055113669,0.2013785049903091,0.9311708757441066,True,2026-06-12,445.9800109863281,-0.22827480161726788,0.32189224178011777,1.0102772085488834,0.1988559191432997,0.10541039436031685,0.8535476459681428,1.4712143238908946,-0.28870811644923744,daily_current_holdings_review,False,False,GREEN
