rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count,equity,drawdown
2019-04-30,-0.01770857073633547,-0.011723476586396048,0.2139818985101729,0.0005349547462754323,-0.01225843133267148,0.005450139403663991,4,0,0.9877415686673285,-0.01225843133267146
2019-05-31,0.04779081916918593,0.04779081916918593,0.0283838313030745,7.095957825768625e-05,0.04771985959092824,-7.095957825768717e-05,1,0,1.0348764576362568,0.0
2019-06-28,0.0288470790505725,0.0288470790505725,0.111185516038597,0.0002779637900964925,0.028569115260476008,-0.00027796379009649083,2,0,1.06444196243482,0.0
2019-07-31,0.05057064803524776,0.05057064803524776,0.0371396832605668,9.284920815141699e-05,0.05047779882709634,-9.284920815141873e-05,1,0,1.1181726496777245,0.0
2019-08-30,-0.045870639402126476,-0.011454201229851886,0.2559537221629836,0.000639884305407459,-0.012094085535259345,0.033776553866867134,4,0,1.1046493740093344,-0.012094085535259369
2019-09-30,0.015037809092559792,0.017199634116127394,0.2900210536274806,0.0007250526340687015,0.016474581482058694,0.0014367723894989012,5,0,1.1228480101305562,0.0
2019-10-31,-0.009433710674221402,-0.009377511784272534,0.0180653133389635,4.516328334740875e-05,-0.009422675067619943,1.1035606601459552e-05,1,0,1.1122677781807724,-0.009422675067619957
2019-11-29,0.062276783207570414,0.05266808441936537,0.11954287656074394,0.0002988571914018599,0.052369227227963513,-0.009907555979606901,1,1,1.1705163821946634,0.0
2019-12-31,-0.02820503520115945,-0.019712891418469197,0.2801194117046898,0.0007002985292617245,-0.02041318994773092,0.00779184525342853,3,0,1.1466224089479928,-0.020413189947731003
2020-01-31,-0.0291576729821462,-0.026672059831828205,0.1111302785378684,0.000277825696344671,-0.026949885528172877,0.0022077874539733235,3,0,1.1157210662828065,-0.046812942343547714
2020-02-28,-0.0883564621805703,-0.04139304397927008,0.4391681097683752,0.001097920274420938,-0.04249096425369102,0.04586549792687929,8,0,1.0683130023382938,-0.08731477953750888
2020-03-31,0.08613938198301305,0.08613938198301305,0.0,0.0,0.08613938198301305,0.0,0,0,1.1603368241241316,-0.008696638701839898
2020-04-30,0.09330620083021986,0.09338618914205823,0.0194453094111631,4.861327352790775e-05,0.09333757586853032,3.1375038310466064e-05,1,0,1.2686398504788674,0.0
2020-05-29,0.06350414177844231,0.06408101293639502,0.1052448034557647,0.00026311200863941175,0.0638179009277556,0.00031375914931329463,2,0,1.3496017827697304,0.0
2020-06-30,0.12846154020528333,0.12937381772518994,0.0142314592086491,3.557864802162275e-05,0.12933823907716832,0.00087669887188499,1,0,1.5241569008085742,0.0
2020-07-31,0.07832920666835283,0.07703931379124442,0.01362446808624965,3.4061170215624125e-05,0.0770052526210288,-0.0013239540473240358,0,1,1.6415249879894227,0.0
2020-08-31,-0.02861550889896463,-0.0213779341585947,0.302300368249374,0.000755750920623435,-0.022133685079218136,0.006481823819746494,5,0,1.6051919908555976,-0.02213368507921809
2020-09-30,0.03610827562803385,0.030513454598131495,0.04445196372151695,0.00011112990930379238,0.0304023246888277,-0.005705950939206148,0,1,1.6539935589494952,0.0
2020-10-30,0.09053865405720399,0.09053865405720399,0.0,0.0,0.09053865405720399,0.0,0,0,1.803743909596067,0.0
2020-11-30,0.05706287794127498,0.053708199832185284,0.011549311282752,2.887327820688e-05,0.053679326553978404,-0.0033835513872965753,0,1,1.9005676679390238,0.0
2020-12-31,0.07356545312210944,0.07356545312210944,0.0851128756809569,0.00021278218920239226,0.07335267093290704,-0.00021278218920239844,1,0,2.0399793826710777,0.0
2021-01-29,0.002256092222642543,0.024540165453752056,0.3128224246646981,0.0007820560616617453,0.02375810939209031,0.021502017169447767,3,0,2.088445436002186,0.0
2021-02-26,-0.061346230580695355,-0.03439233844528077,0.4701045133557573,0.0011752612833893933,-0.035567599728670164,0.02577863085202519,4,0,2.014164444679292,-0.035567599728670185
2021-03-31,0.01587584713915604,0.014196449238314278,0.039465307088768,9.866326772191999e-05,0.014097785970592358,-0.0017780611685636813,0,1,2.042559703929958,-0.02197123816654023
2021-04-30,-0.02623910005681572,-0.017574270474595283,0.4834585987728025,0.0012086464969320062,-0.01878291697152729,0.007456183085288431,5,0,2.0041944746016545,-0.04034147119582365
2021-05-28,0.03438155786723251,0.04409135605930466,0.2247866640135438,0.0005619666600338595,0.0435293893992708,0.00914783153203829,2,2,2.091435836318457,0.0
2021-06-30,0.034820441562822185,0.03476597285397049,0.1215714561401507,0.00030392864035037675,0.03446204421362011,-0.0003583973492020734,2,0,2.163510990579613,0.0
2021-07-30,0.05693247608543523,0.05845902579270139,0.113935857825939,0.0002848396445648475,0.05817418614813654,0.0012417100627013095,1,0,2.289371481679131,0.0
2021-08-31,-0.042414465728730484,-0.0372286835664892,0.2532141234216555,0.0006330353085541387,-0.03786171887504334,0.004552746853687145,4,1,2.2026919422392544,-0.037861718875043304
2021-09-30,0.07532529613443532,0.0719593941296529,0.02870274771876385,7.175686929690962e-05,0.07188763726035599,-0.003437658874079333,0,1,2.361038261579259,0.0
2021-10-29,0.03773614939100874,0.045411535828904934,0.0853220108984401,0.00021330502724610026,0.045198230801658835,0.007462081410650093,1,0,2.4677530138576653,0.0
2021-11-30,-0.008766035765911808,-0.006016456554126419,0.20459060762031558,0.000511476519050789,-0.006527933073177208,0.0022381026927346,2,0,2.451643687342071,-0.006527933073177228
2021-12-31,-0.0975650412725978,-0.05086022588424639,0.715725583848736,0.00178931395962184,-0.052649539843868234,0.04491550142872956,8,0,2.3225657753423867,-0.058833780244611056
2022-01-31,-0.016201773604706978,-0.009842464454350696,0.2706445200047241,0.0006766113000118102,-0.010519075754362506,0.005682697850344472,2,1,2.2981345300070704,-0.06873397900766509
2022-02-28,0.011058492506308628,0.011058492506308628,0.1865960407264272,0.00046649010181606796,0.01059200240449256,-0.0004664901018160677,2,0,2.3224763764747527,-0.05887000707409196
2022-03-31,-0.062488833439912995,-0.03831154033919681,0.46641641883558593,0.001166041047088965,-0.03947758138628577,0.023011252053627224,5,0,2.230790626304745,-0.09602354296489901
2022-04-29,0.019736766143403348,0.019736766143403348,0.0,0.0,0.019736766143403348,0.0,0,0,2.2748192192110177,-0.07818197103325497
