model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2019-04-30,-0.01744165347599773,0.0
cash0.00_cap0.18,2019-05-31,0.06177779232210943,0.0
cash0.00_cap0.18,2019-06-28,0.0137625767045996,0.0
cash0.00_cap0.18,2019-07-31,0.013412699495404901,0.0
cash0.00_cap0.18,2019-08-30,-0.0030344209468330116,1.3877787807814457e-17
cash0.00_cap0.18,2019-09-30,0.014112606434236206,0.0
cash0.00_cap0.18,2019-10-31,0.0071287556588264505,0.0
cash0.00_cap0.18,2019-11-29,0.03471054517088474,6.938893903907228e-18
cash0.00_cap0.18,2019-12-31,0.06464879194283642,0.0
cash0.00_cap0.18,2020-01-31,-0.015329940013583777,-2.7755575615628914e-17
cash0.00_cap0.18,2020-02-28,-0.07424279836698186,0.0
cash0.00_cap0.18,2020-03-31,0.20380276694814192,5.551115123125783e-17
cash0.00_cap0.18,2020-04-30,0.1306867729247868,0.0
cash0.00_cap0.18,2020-05-29,0.0534219329301905,0.0
cash0.00_cap0.18,2020-06-30,0.09040917135333328,1.734723475976807e-18
cash0.00_cap0.18,2020-07-31,0.10844727728016167,0.0
cash0.00_cap0.18,2020-08-31,-0.027144996584323663,2.7755575615628914e-17
cash0.00_cap0.18,2020-09-30,-0.004494216440701037,0.0
cash0.00_cap0.18,2020-10-30,0.12037479256388503,0.0
cash0.00_cap0.18,2020-11-30,0.0458438357458517,0.0
cash0.00_cap0.18,2020-12-31,-0.007836263529006671,2.7755575615628914e-17
cash0.00_cap0.18,2021-01-29,0.06855972116812652,-1.1102230246251565e-16
cash0.00_cap0.18,2021-02-26,-0.010838393284686304,0.0
cash0.00_cap0.18,2021-03-31,0.04896971219023319,0.0
cash0.00_cap0.18,2021-04-30,0.006958320005472093,0.0
cash0.00_cap0.18,2021-05-28,0.05408027647804813,0.0
cash0.00_cap0.18,2021-06-30,0.05045787769139924,-1.3877787807814457e-17
cash0.00_cap0.18,2021-07-30,0.058653349164158694,0.0
cash0.00_cap0.18,2021-08-31,-0.047983261088618424,0.0
cash0.00_cap0.18,2021-09-30,0.10685007172841697,0.0
cash0.00_cap0.18,2021-10-29,0.009972315161235843,0.0
cash0.00_cap0.18,2021-11-30,0.02155037686041275,-8.326672684688674e-17
cash0.00_cap0.18,2021-12-31,-0.05039715813768118,0.0
cash0.00_cap0.18,2022-01-31,-0.008052528452256095,-1.3877787807814457e-17
cash0.00_cap0.18,2022-02-28,0.04269295549895738,0.0
