months,cagr,sharpe,max_dd,terminal_multiple,avg_monthly_return,vol_ann,model,cash_cap,single_name_cap,avg_cash_weight,avg_turnover_monthly,delta_cagr_vs_base,delta_max_dd_vs_base,production_activation_allowed
83,0.3484967250897333,1.8468507104653387,-0.11897699832034947,7.90912515406782,0.026412104591355273,0.1716139010588488,cash0.00_cap0.33,0.0,0.33,-1.4630197990165844e-18,0.4797620884357189,0.005428304165454145,-0.06740491112612579,False
83,0.34843693320868874,1.845938201457468,-0.11920158308238382,7.906699880978109,0.026409101311347386,0.1716792119508398,cash0.00_cap0.25,0.0,0.25,8.83036950120724e-19,0.47952947868594314,0.005368512284409599,-0.06762949588816014,False
83,0.34839943454945677,1.8453810267243627,-0.11933525367269116,7.905179188237363,0.026407200442149805,0.17171868612320448,cash0.00_cap0.22,0.0,0.22,-9.196124450961388e-19,0.4794054936294947,0.0053310136251776274,-0.06776316647846747,False
83,0.34832125237231937,1.8442532636640794,-0.11959800889259131,7.902009450940115,0.026403198164858012,0.17179765069186645,cash0.00_cap0.18,0.0,0.18,-5.663976650478491e-18,0.47917461684285845,0.005252831448040229,-0.06802592169836763,False
83,0.3419950035398347,1.8570397842066322,-0.11520938068153497,7.649100797877486,0.025946055849582962,0.16766074310465687,cash0.03_cap0.33,0.03,0.33,0.025903839152159425,0.47209208109273154,-0.0010734173844444417,-0.06363729348731129,False
83,0.3419743171892904,1.8563082156208757,-0.11542766289400341,7.648285304559654,0.025945484174330662,0.16772312241684106,cash0.03_cap0.25,0.03,0.25,0.025903839152159425,0.47193520653580473,-0.0010941037349887495,-0.06385557569977973,False
83,0.34196030776433384,1.8558600581171782,-0.11555811950127215,7.647733069953047,0.025945042547018838,0.16776076903130815,cash0.03_cap0.22,0.03,0.22,0.025903839152159425,0.4718493378315399,-0.001108113159945301,-0.06398603230704847,False
83,0.3419288165928247,1.8549497169680866,-0.11581582526449252,7.646491850524588,0.025943937938393526,0.16783595394142886,cash0.03_cap0.18,0.03,0.18,0.025903839152159425,0.4716898097967013,-0.0011396043314544357,-0.06424373807026884,False
83,0.33832494871669105,1.8642850511785682,-0.11326520229752735,7.505579345551096,0.02568080444477634,0.16530178855561634,cash0.05_cap0.18,0.05,0.18,0.041573608627406694,0.46752498751296406,-0.004743472207588084,-0.061693115103303664,False
83,0.33832488519688697,1.865030790855041,-0.11302368400187546,7.505576881619872,0.025679949549581107,0.16523019142954454,cash0.05_cap0.22,0.05,0.22,0.041573608627406694,0.4676447029920511,-0.0047435357273921674,-0.061451596807651776,False
83,0.33832316469669466,1.865397044212803,-0.11290166003668678,7.505510143734043,0.025679413680085184,0.16519430279844938,cash0.05_cap0.25,0.05,0.25,0.041573608627406694,0.46770754264721104,-0.004745256227584482,-0.0613295728424631,False
83,0.3383178711592887,1.8659935715612874,-0.11269781934949774,7.505304811575829,0.02567836985368574,0.16513478017312033,cash0.05_cap0.33,0.05,0.33,0.0415736086274067,0.46782508286845365,-0.004750549764990453,-0.06112573215527406,False
83,0.33431183313714663,1.8830891238856666,-0.10882356216723388,7.3512848480458075,0.025377997475745328,0.16172148510982218,cash0.08_cap0.18,0.08,0.18,0.06202757139193663,0.4641930719368637,-0.008756587787132508,-0.0572514749730102,False
83,0.33426327267967637,1.8835702752490142,-0.10862560441117386,7.349434562434557,0.02537411320841517,0.16165542772792352,cash0.08_cap0.22,0.08,0.22,0.06202757139193662,0.46426309598602095,-0.008805148244602767,-0.05705351721695018,False
83,0.33423741844169697,1.8838050186118218,-0.10852564451806601,7.3484496081162245,0.025372068997074,0.16162226183538278,cash0.08_cap0.25,0.08,0.25,0.06202757139193663,0.46430763452448637,-0.008831002482582173,-0.05695355732384233,False
83,0.3341923274191958,1.884184935063204,-0.10835873167737575,7.346732071065213,0.025368536595572144,0.16156717606738216,cash0.08_cap0.33,0.08,0.33,0.06202757139193663,0.46438849456954906,-0.008876093505083338,-0.05678664448315207,False
