rebalance_date,net_return,drawdown,regime_state
2022-03-31,-0.18809845959520252,-0.28847106642642006,
2022-05-31,-0.15277719344016477,-0.44007764742082667,
2021-12-31,-0.15044249112891703,-0.18197628232176322,
2022-11-30,-0.1285026880440746,-0.4493284025218134,
2020-02-28,-0.1210444941202952,-0.18617986879231319,
2025-01-31,-0.12052786289417504,-0.14074057596476897,
2025-02-28,-0.10932073497891916,-0.2346754477378632,
2019-08-30,-0.098996552869949,-0.09899655286994902,
2022-04-29,-0.07116707397981017,-0.3391084986808265,
2024-03-28,-0.07114306205778217,-0.17995463529396794,
