as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-06-18,AVT,343.0,91.47000122070312,31374.210418701172,0.0333672989449082,69.18555785859756,7643.5640732022075,-65.58114414413572
2026-06-18,CIEN,111.0,428.2200012207031,47532.42013549805,0.050551980466439266,364.47836130864056,7075.322030238945,18333.653942508856
2026-06-18,LITE,45.0,850.0,38250.0,0.040679882222055125,549.59114085773,13518.398661402149,32676.038646337114
2026-06-18,LRCX,108.0,389.0400085449219,42016.32092285156,0.04468546370054045,205.5501103926815,19816.909000441963,12307.156322748731
2026-06-18,MRVL,323.0,310.5799865722656,100317.3356628418,0.10669012809398103,164.9499969482422,47038.48664855957,0.0
2026-06-18,MU,104.0,1133.989990234375,117934.958984375,0.12542693441430788,443.25413035230093,71836.5294277357,23818.973549788105
2026-06-18,ONTO,168.0,333.760009765625,56071.681640625,0.05963370993812276,266.52709070841473,11295.130401611328,2556.972553138733
2026-06-18,PR,1920.0,18.43000030517578,35385.6005859375,0.03763351801810777,21.121232601006827,-5167.1660079956055,0.0
2026-06-18,RVMD,280.0,162.99000549316406,45637.20153808594,0.04853636558205304,94.30977277116739,19230.465162159067,10325.241348213094
2026-06-18,SEB,4.0,4795.0,19180.0,0.020398435059320714,4653.766322544643,564.9347098214275,2693.792444719586
2026-06-18,SNDK,69.0,2184.75,150747.75,0.16032420170561595,750.77160732988,98944.50909423828,791.0995227050781
2026-06-18,STM,844.0,78.38999938964844,66161.15948486328,0.07036413530768218,55.75,19108.15948486328,-3667.8404553127284
2026-06-18,TER,62.0,437.9200134277344,27151.04083251953,0.028875846882956968,169.6110146410237,16635.15792477606,32983.47430869104
2026-06-18,UI,42.0,589.4600219726562,24757.320922851562,0.02633006272614961,1018.4410400390625,-18017.202758789062,-1031.0870010375977
2026-06-18,WDC,172.0,746.22998046875,128351.556640625,0.13650526031785784,272.3009384893228,81515.79522046147,53177.01554381312
