portfolio_kind,weekly_signal_date,ticker,leader_rank,target_weight_after,leader_overlay_weight,weekly_leader_score,weekly_ret_4w,weekly_rs_4w,weekly_dollar_vol_20d,regime_state
main,2019-06-07,SHOP,1,0.12286770668325678,0.05661638870541732,3.377842402775354,0.1785728023854718,0.18013483607714154,498288152.3077965,bear
main,2019-06-07,HEI,2,0.020757305164747865,0.020757305164747865,2.91992723133989,0.22381618737003173,0.22537822106170147,65979092.49603272,bear
main,2019-06-07,AMD,3,0.002626306129834827,0.002626306129834827,2.467093138252473,0.15915596955118372,0.16071800324285346,1977397608.0967903,bear
main,2019-06-14,HEI,1,0.051152118100837335,0.051152118100837335,3.20357671095595,0.22328882088427626,0.21132437703399876,65979092.49603272,bear
main,2019-06-14,SHOP,2,0.0927017966586558,0.02645047868081634,2.8791892149935827,0.1155758410971488,0.1036113972468713,498288152.3077965,bear
main,2019-06-14,TGT,3,0.002397403218346317,0.002397403218346317,2.2987913294411944,0.23839753544425557,0.22643309159397806,407121391.31088257,bear
main,2019-06-21,SHOP,1,0.11814351356306882,0.05189219558522935,3.714749762112632,0.18488317774457008,0.1401488470218346,498288152.3077965,bear
main,2019-06-21,HEI,2,0.02688823727464336,0.02688823727464336,3.2578622473492413,0.2320621562518259,0.18732782552909044,65979092.49603272,bear
main,2019-06-21,SE,3,0.001219567140127283,0.001219567140127283,2.3339968051174673,0.14871627295297585,0.10398194223024038,152676728.69794846,bear
main,2019-07-05,SE,1,0.2,0.2,2.9535868831139074,0.1575364227846856,0.11490971176995868,114521502.2890091,neutral
main,2019-07-12,PAGS,1,0.1477759411239069,0.1477759411239069,3.1691920566857608,0.2242542637969791,0.17982251994396448,70564993.87488365,neutral
main,2019-07-12,SE,2,0.0522240588760931,0.0522240588760931,2.998652778995341,0.17389850613089108,0.12946676227787646,114521502.2890091,neutral
main,2019-07-19,PAGS,1,0.17965171577037142,0.17965171577037142,3.7223870606391998,0.21415270796329033,0.20337050517994815,70564993.87488365,neutral
main,2019-07-19,RGLD,2,0.01579941713744312,0.01579941713744312,2.6172035764963435,0.1915268478596024,0.1807446450762602,41034459.84996796,neutral
main,2019-07-19,HEI,3,0.004548867092185458,0.004548867092185458,2.4012861896772497,0.06964204364422932,0.058859840860887136,89697712.75779724,neutral
