portfolio_kind,weekly_signal_date,ticker,leader_rank,target_weight_after,leader_overlay_weight,weekly_leader_score,weekly_ret_4w,weekly_rs_4w,weekly_dollar_vol_20d,regime_state
concentrated,2019-06-07,SHOP,1,0.1769262147044291,0.1769262147044291,3.377842402775354,0.1785728023854718,0.18013483607714154,498288152.3077965,bear
concentrated,2019-06-07,HEI,2,0.06486657863983708,0.06486657863983708,2.91992723133989,0.22381618737003173,0.22537822106170147,65979092.49603272,bear
concentrated,2019-06-07,AMD,3,0.008207206655733835,0.008207206655733835,2.467093138252473,0.15915596955118372,0.16071800324285346,1977397608.0967903,bear
concentrated,2019-06-14,HEI,1,0.15985036906511668,0.15985036906511668,3.20357671095595,0.22328882088427626,0.21132437703399876,65979092.49603272,bear
concentrated,2019-06-14,SHOP,2,0.08265774587755106,0.08265774587755106,2.8791892149935827,0.1155758410971488,0.1036113972468713,498288152.3077965,bear
concentrated,2019-06-14,TGT,3,0.00749188505733224,0.00749188505733224,2.2987913294411944,0.23839753544425557,0.22643309159397806,407121391.31088257,bear
concentrated,2019-06-21,SHOP,1,0.16216311120384172,0.16216311120384172,3.714749762112632,0.18488317774457008,0.1401488470218346,498288152.3077965,bear
concentrated,2019-06-21,HEI,2,0.0840257414832605,0.0840257414832605,3.2578622473492413,0.2320621562518259,0.18732782552909044,65979092.49603272,bear
concentrated,2019-06-21,SE,3,0.0038111473128977593,0.0038111473128977593,2.3339968051174673,0.14871627295297585,0.10398194223024038,152676728.69794846,bear
concentrated,2019-07-05,SE,1,0.5,0.5,2.9535868831139074,0.1575364227846856,0.11490971176995868,114521502.2890091,neutral
concentrated,2019-07-12,PAGS,1,0.5,0.5,3.1691920566857608,0.2242542637969791,0.17982251994396448,70564993.87488365,neutral
concentrated,2019-07-12,SE,2,0.19999999999999993,0.19999999999999993,2.998652778995341,0.17389850613089108,0.12946676227787646,114521502.2890091,neutral
concentrated,2019-07-19,PAGS,1,0.5,0.5,3.7223870606391998,0.21415270796329033,0.20337050517994815,70564993.87488365,neutral
concentrated,2019-07-19,RGLD,2,0.15528991986889995,0.15528991986889995,2.6172035764963435,0.1915268478596024,0.1807446450762602,41034459.84996796,neutral
concentrated,2019-07-19,HEI,3,0.04471008013109995,0.04471008013109995,2.4012861896772497,0.06964204364422932,0.058859840860887136,89697712.75779724,neutral
concentrated,2019-07-26,PAGS,1,0.4051035966298949,0.4051035966298949,3.253635018483719,0.23992807969861807,0.20917696492497062,70564993.87488365,neutral
concentrated,2019-07-26,MANH,2,0.2346450269332604,0.2346450269332604,3.098747455118806,0.2756382533627988,0.24488713858915134,32703889.866027832,neutral
concentrated,2019-07-26,SHOP,3,0.060251376436844625,0.060251376436844625,2.855389427250359,0.12123938074174534,0.09048826596809789,591676797.0399857,neutral
concentrated,2019-08-02,PAGS,1,0.5,0.5,2.7253552230261877,0.1266354201786175,0.14620255242978142,109687529.76016998,neutral
concentrated,2019-08-09,PODD,1,0.4308527776571781,0.4308527776571781,2.845510724343365,0.266611206308472,0.29664591060096546,45622145.08953095,neutral
concentrated,2019-08-09,SHOP,2,0.2691472223428219,0.2691472223428219,2.779203212311839,0.19331004344352154,0.22334474773601498,566620882.9332352,neutral
concentrated,2019-08-16,PODD,1,0.4158101699035977,0.4158101699035977,2.4467071135223066,0.23991093309819922,0.26790849852729237,45622145.08953095,neutral
concentrated,2019-08-16,PAGS,2,0.28418983009640225,0.28418983009640225,2.3943060626535804,0.1292725685026077,0.15727013393170086,109687529.76016998,neutral
concentrated,2019-08-23,PODD,1,0.4546280017331577,0.4546280017331577,2.527341580718943,0.24276150490132764,0.29958102119132146,45622145.08953095,neutral
concentrated,2019-08-23,SHOP,2,0.24537199826684228,0.24537199826684228,2.4370465559741468,0.1373091546161873,0.19412867090618113,566620882.9332352,neutral
concentrated,2019-09-06,PDD,1,0.4718805938806105,0.4718805938806105,3.569478239345126,0.5477875642390366,0.5257383785099039,277551471.1699581,neutral
concentrated,2019-09-06,TGT,2,0.20509210707051778,0.20509210707051778,3.18386279587903,0.34320817936601666,0.32115899363688394,670805333.3637238,neutral
concentrated,2019-09-06,MU,3,0.023027299048871748,0.023027299048871748,2.6877697679591463,0.17943175843709214,0.1573825727079594,907093354.2197418,neutral
concentrated,2019-09-13,PDD,1,0.5,0.5,3.7353991873279337,0.4354258775424229,0.3930509912662563,277551471.1699581,neutral
concentrated,2019-09-13,MU,2,0.12092690040583963,0.12092690040583963,2.5842076595077756,0.15958674858694888,0.11721186231078229,907093354.2197418,neutral
concentrated,2019-09-13,TGT,3,0.07907309959416037,0.07907309959416037,2.5250449621587503,0.29223951900984857,0.24986463273368198,670805333.3637238,neutral
concentrated,2019-09-20,PDD,1,0.4776487897966517,0.4776487897966517,2.4420749778008672,0.15564605274876486,0.10366277753494724,277551471.1699581,neutral
concentrated,2019-09-20,MU,2,0.22235121020334825,0.22235121020334825,2.3256588332294017,0.14432016901143263,0.092336893797615,907093354.2197418,neutral
concentrated,2019-10-25,PDD,1,0.5,0.5,3.977442860864894,0.3056265746830329,0.2846382502500435,265547841.51888847,neutral
concentrated,2019-10-25,TAL,2,0.19999999999999996,0.19999999999999996,2.4420924330463145,0.276280660049931,0.25529233561694165,71972141.42051697,neutral
concentrated,2019-11-01,PDD,1,0.5,0.5,2.946197648673019,0.24407806826924383,0.204023650297678,213945681.7491722,neutral
concentrated,2019-11-01,QRVO,2,0.19999999999999987,0.19999999999999987,2.3652644520035997,0.29834408101911913,0.2582896630475533,86124850.15247345,neutral
concentrated,2019-11-08,PDD,1,0.5,0.5,3.08833830396001,0.3155812154372879,0.27285087560592314,213945681.7491722,neutral
concentrated,2019-11-08,QRVO,2,0.19999999999999984,0.19999999999999984,2.458587205988078,0.3448810767150605,0.30215073688369576,86124850.15247345,neutral
concentrated,2019-11-15,UI,1,0.3899831982895184,0.3899831982895184,3.1638964619709897,0.49229121307704493,0.4459105595955142,25574050.80757141,neutral
concentrated,2019-11-15,PDD,2,0.2527950952296681,0.2527950952296681,3.0367082996518104,0.28100649949882106,0.2346258460172903,213945681.7491722,neutral
concentrated,2019-11-15,QRVO,3,0.05722170648081351,0.05722170648081351,2.761243137816562,0.3371569132209675,0.29077625973943677,86124850.15247345,neutral
