model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2019-04-30,-0.004591658705224207,0.0
cash0.00_cap0.18,2019-05-31,0.06468193017198107,5.551115123125783e-17
cash0.00_cap0.18,2019-06-28,0.009340048218131957,3.469446951953614e-18
cash0.00_cap0.18,2019-07-31,0.011541453344289264,0.0
cash0.00_cap0.18,2019-08-30,0.005515535397415168,0.0
cash0.00_cap0.18,2019-09-30,0.021728549814151003,0.0
cash0.00_cap0.18,2019-10-31,-0.0013688620208444323,0.0
cash0.00_cap0.18,2019-11-29,0.020126702355192712,0.0
cash0.00_cap0.18,2019-12-31,0.05113670197239029,0.0
cash0.00_cap0.18,2020-01-31,-0.03773950965695256,2.7755575615628914e-17
cash0.00_cap0.18,2020-02-28,-0.07602800283426488,1.1102230246251565e-16
cash0.00_cap0.18,2020-03-31,0.21612415978041336,-5.551115123125783e-17
cash0.00_cap0.18,2020-04-30,0.12549726650696322,0.0
cash0.00_cap0.18,2020-05-29,0.04593069465099617,0.0
cash0.00_cap0.18,2020-06-30,0.07419560745155158,8.673617379884035e-19
cash0.00_cap0.18,2020-07-31,0.12015278603540953,-2.0816681711721685e-17
cash0.00_cap0.18,2020-08-31,-0.031365821300455815,5.551115123125783e-17
cash0.00_cap0.18,2020-09-30,0.0030826392439247813,-2.7755575615628914e-17
cash0.00_cap0.18,2020-10-30,0.0963414927301428,0.0
cash0.00_cap0.18,2020-11-30,0.04981377752126206,0.0
cash0.00_cap0.18,2020-12-31,-0.016918618204110707,-2.7755575615628914e-17
cash0.00_cap0.18,2021-01-29,0.06249087350622636,-1.1102230246251565e-16
cash0.00_cap0.18,2021-02-26,-0.0029857884756221433,0.0
cash0.00_cap0.18,2021-03-31,0.054317715639708344,0.0
cash0.00_cap0.18,2021-04-30,-0.0034809040687404933,0.0
cash0.00_cap0.18,2021-05-28,0.05379435705213,0.0
cash0.00_cap0.18,2021-06-30,0.06186370600963266,1.3877787807814457e-17
cash0.00_cap0.18,2021-07-30,0.0530345082923058,-1.3877787807814457e-17
cash0.00_cap0.18,2021-08-31,-0.05004356349164706,-1.1102230246251565e-16
cash0.00_cap0.18,2021-09-30,0.10778048820344871,-5.551115123125783e-17
cash0.00_cap0.18,2021-10-29,-0.002248371311706846,0.0
cash0.00_cap0.18,2021-11-30,0.02685402857151721,0.0
cash0.00_cap0.18,2021-12-31,-0.043661641427654004,0.0
cash0.00_cap0.18,2022-01-31,-0.019363003792884893,2.7755575615628914e-17
cash0.00_cap0.18,2022-02-28,0.041461700856333814,8.673617379884035e-19
cash0.00_cap0.18,2022-03-31,-0.06513649757803355,-1.1102230246251565e-16
cash0.00_cap0.18,2022-04-29,0.00779000681006557,-1.1102230246251565e-16
cash0.00_cap0.18,2022-05-31,-0.05364700937066,5.551115123125783e-17
cash0.00_cap0.18,2022-06-30,0.0477568651497405,-1.3877787807814457e-17
cash0.00_cap0.18,2022-07-29,-0.019378187368817752,0.0
cash0.00_cap0.18,2022-08-31,-0.040130717230889915,0.0
cash0.00_cap0.18,2022-09-30,0.07474812106711569,-2.7755575615628914e-17
cash0.00_cap0.18,2022-10-31,0.0052998419561096155,-1.3877787807814457e-17
cash0.00_cap0.18,2022-11-30,-0.03604158587317083,0.0
cash0.00_cap0.18,2022-12-30,0.041098627969929816,3.469446951953614e-18
cash0.00_cap0.18,2023-01-31,-0.024933261999736292,-6.938893903907228e-18
cash0.00_cap0.18,2023-02-28,0.03375348870842832,6.938893903907228e-18
cash0.00_cap0.18,2023-03-31,0.01664045623396564,-6.938893903907228e-18
cash0.00_cap0.18,2023-04-28,0.05016854360537952,0.0
cash0.00_cap0.18,2023-05-31,0.07590571143386615,6.938893903907228e-18
cash0.00_cap0.18,2023-06-30,0.016874623447028503,1.3877787807814457e-17
