rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.17190167047636962,-0.2644708625243001,
2020-02-28,-0.1166674129151581,-0.1676631186635552,
2023-07-31,-0.1090520613981714,-0.29639066784632495,
2020-08-31,-0.10303793562407634,-0.10303793562407648,
2022-11-30,-0.1023786517296742,-0.23294604742750036,
2025-10-31,-0.09021727329620317,-0.09021727329620322,
2023-08-31,-0.09001663099313642,-0.35972720946212944,
2025-03-31,-0.08861824622930681,-0.14914540994794523,
2019-10-31,-0.0764496825286186,-0.09564595978268609,
2021-12-31,-0.06939712695860385,-0.11685068920327624,
