rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return,equity,drawdown
2019-05-31,real_estate,"SBAC,AMT,EQIX",3,1.0,0.0,0.012950636870278635,0.5,0.0025,0.010450636870278635,1.0104506368702786,0.0
2019-06-28,ai_compute_semiconductors,"QCOM,AMAT,TER",3,1.0,0.0,0.010739312766744474,1.0,0.005,0.005739312766744474,1.0162499291106333,0.0
2019-07-31,communication,"GOOG,GOOGL,T",3,1.0,0.0,-0.01181997341085593,1.0,0.005,-0.01681997341085593,0.9991566323242081,-0.01681997341085595
2019-08-30,consumer_staples,"TGT,COST,PG",3,1.0,0.0,-0.02083932199195606,1.0,0.005,-0.02583932199195606,0.9733391023811845,-0.042224678693952744
2019-09-30,communication,"GOOGL,GOOG,T",3,1.0,0.0,0.027384551794630528,1.0,0.005,0.022384551794630527,0.9951268619321754,-0.020785307406558595
2019-10-31,consumer_discretionary,"BKNG,HD,TAL",3,1.0,0.0,-0.0714496825286186,1.0,0.005,-0.0764496825286186,0.9190497292617601,-0.09564595978268609
2019-11-29,information_technology,"AAPL,QRVO,UI",3,1.0,0.0,0.10498695179831481,1.0,0.005,0.09998695179831481,1.01094271024171,-0.005222355954866309
2019-12-31,ai_compute_semiconductors,"AMD,AMAT,AVGO",3,1.0,0.0,-0.03077716834955522,1.0,0.005,-0.035777168349555216,0.9747740427056366,-0.04081268319624298
2020-01-31,information_technology,"NOW,AAPL,MSFT",3,0.9999999999999999,1.1102230246251565e-16,-0.01263821614276795,1.0,0.005,-0.01763821614276795,0.9575807674500348,-0.05773103641142929
2020-02-28,consumer_discretionary,"DPZ,TSLA,AMZN",3,0.9999999999999999,1.1102230246251565e-16,-0.1116674129151581,0.9999999999999999,0.004999999999999999,-0.1166674129151581,0.8458622966543276,-0.1676631186635552
2020-03-31,health_care,"GILD,QGEN,VRTX",3,1.0,0.0,0.07076670515663032,0.9999999999999999,0.004999999999999999,0.06576670515663031,0.9014918729215029,-0.11292306439771205
2020-04-30,consumer_discretionary,"AMZN,EBAY,DPZ",3,1.0,0.0,0.0989772789867126,1.0,0.005,0.0939772789867126,0.9862116261673011,-0.02955798773793772
2020-05-29,internet,"MELI,SE,JD",3,1.0,0.0,0.21661661204480515,1.0,0.005,0.21161661204480514,1.194910389256023,0.0
2020-06-30,internet,"MELI,SE,PDD",3,1.0,0.0,0.12862052872077878,0.21327412947223412,0.0010663706473611706,0.1275541580734176,1.3473261779307548,0.0
2020-07-31,internet,"MELI,SE,PDD",3,1.0,0.0,0.08800861637429135,0.10162569738219111,0.0005081284869109556,0.0875004878873804,1.4652178758431353,0.0
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09803793562407634,1.0,0.005,-0.10303793562407634,1.3142448506767643,-0.10303793562407648
2020-09-30,consumer_discretionary,"HD,TSLA,LOW",3,1.0,0.0,-0.05101538209065405,0.631249069273194,0.00315624534636597,-0.054171627437020024,1.2430500682648806,-0.15162783040058936
2020-10-30,internet,"BABA,JD,MELI",3,1.0,0.0,-0.024549348663947722,1.0,0.005,-0.029549348663947723,1.2063187483909776,-0.17669667543687217
2020-11-30,ai_compute_semiconductors,"LRCX,QCOM,AMAT",3,1.0,0.0,0.03849247311829798,1.0,0.005,0.033492473118297984,1.2467213466435614,-0.1491222109707362
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.06531589210984023,1.0,0.005,0.06031589210984024,1.3219184568787492,-0.09780075804898769
2021-01-29,internet,"PDD,SE,MELI",3,1.0,0.0,0.04621239894242368,1.0,0.005,0.041212398942423685,1.3763978876929894,-0.06061896296415026
2021-02-26,ai_compute_semiconductors,"AMAT,LRCX,AVGO",3,1.0,0.0,0.005733600546501125,1.0,0.005,0.0007336005465011248,1.377407613935604,-0.05992983252200801
2021-03-31,consumer_discretionary,"WSM,HD,AZO",3,1.0,0.0,0.00913767715841015,1.0,0.005,0.00413767715841015,1.3831068819576053,-0.056040125662731644
