rebalance_date,portfolio_kind,variant_id,ticker,leader_tier,would_have_rank,rejection_reason,rs_spy_3m,rs_qqq_3m,rs_qqq_6m,sector_leadership_score,future_winner_score,smart_money_confirmation_score,chase_risk_score,liquidity_capacity_score,valuation_risk,missing_data_flags
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,QCOM,DUAL_LEADER,12,warning_no_new_add,0.30861830708957516,0.3078839634179589,0.14128856562025738,0.32807555970689056,0.4770464463234565,0.06840297508119494,0.19725192092909466,1.531056789881559,0.2031937286719212,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,CDNS,DUAL_LEADER,20,same_theme_cap,0.08138900105148639,0.0806546573798701,0.4081378047437938,1.6932919684408794,0.457469918564265,0.13364600945108407,0.061933372409588426,0.48270566288233885,0.1769524925988241,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,WSM,DUAL_LEADER,21,warning_no_new_add,0.09558750178233888,0.09485315811072259,0.09937589764582722,-0.17183248287390593,0.2806886149701523,0.09299716056270999,0.21825394746393945,-0.6315804408750167,0.3342476693887904,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,OLED,DUAL_LEADER,22,warning_no_new_add,0.1877134017490083,0.186979058077392,0.8153959184103701,-0.28152476224027567,0.5197264273780521,0.03545145647592124,0.26088369591344657,-0.06893658685573661,0.7453819883241332,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,MANH,DUAL_LEADER,23,same_theme_cap,0.2253559973917132,0.2246216537200969,0.4218883189788387,1.9694751616659794,0.2701202824567658,0.05990074875833628,0.04284522585642796,-0.7911331862926684,0.1224149310183656,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,HD,DUAL_LEADER,24,warning_no_new_add,0.053050381787484335,0.05231603811586805,0.01381565704179244,-0.21935428761247408,0.5144560836682083,0.09057499195499093,0.15888787508899863,1.8029664405854624,0.0,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,OC,DUAL_LEADER,25,same_theme_cap,0.20006912868282867,0.19933478501121238,0.11960266051162338,0.5620310956934427,0.1932121830623502,0.05390952111887262,0.14122883226237282,-0.30715744024394753,0.2548368430420775,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,WING,DUAL_LEADER,26,same_theme_cap,0.21290439784791904,0.21217005417630275,0.24359855026815924,0.13357463671272282,0.6030797536177203,0.0455266830841733,0.19258660920441387,-0.9560272285159916,0.4673652622364943,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,JD,EMERGING_LEADER,27,failed_leader_tier_gate,-0.018936471639636077,-0.019670815311252365,0.1695221165378511,0.9202213366915659,0.4872812807685368,0.19387142857142858,0.11173122190342955,0.2585295203703556,0.0876459922695953,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,ADBE,DUAL_LEADER,28,not_top_n,0.0692306654644963,0.06849632179288001,0.09484287764504762,0.8413370334075211,0.3235400805260916,0.23384761904761905,0.0,1.9664112491915948,0.0,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,MKTX,DUAL_LEADER,29,warning_no_new_add,0.25726459743890184,0.25653025376728555,0.3292224841792326,-0.007361230700436469,0.5445024100261665,0.028857040163745063,0.10100061622701263,0.45539164189036396,0.2885731892200361,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,TT,DUAL_LEADER,30,same_theme_cap,0.13540335394116032,0.13466901026954403,0.17833587293646547,2.0174633471757306,0.3690554608132361,0.0,0.007228893712673937,0.475462113224682,0.0102951839435083,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,WBD,DUAL_LEADER,31,same_theme_cap,0.09198153263570474,0.09124718896408845,0.02025392179779595,0.20234722784297857,0.2911534369237542,0.0,0.0,-0.19697224148041548,0.0,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,SE,DUAL_LEADER,32,same_theme_cap,0.3629563766350734,0.3622220329634571,1.7536847102512532,2.120221336691566,0.4129718950671949,0.18062731935731322,0.19492650174984727,-0.013257209058757019,0.5569328621424208,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,FICO,DUAL_LEADER,33,same_theme_cap,0.12967412380136145,0.12893978012974516,0.479459905619974,2.041337033407521,0.3820918019013777,0.0756495751469797,0.04911194269971902,-0.15619087764611733,0.1403198362849115,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,VEEV,DUAL_LEADER,34,warning_no_new_add,0.25753222780321083,0.25679788413159454,0.6259398853063634,-0.33243672002002145,0.6642503676656079,0.0,0.07670290949885727,0.14649873134405833,0.2191511699967351,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,AGCO,DUAL_LEADER,35,same_theme_cap,0.07953216500725069,0.0787978213356344,0.19945596491478312,0.3983408616634207,0.4109442350086273,0.0323983127994237,0.26911525752768345,-0.9167881443994915,0.2158925579522279,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,TSCO,DUAL_LEADER,36,warning_no_new_add,0.0974511714892703,0.096716827817654,0.09055409817137239,-0.16429853822023047,0.5115808652842967,0.03164203016784572,0.0389512777971119,-0.5034974042921627,0.0,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,Z,DUAL_LEADER,37,same_theme_cap,0.3051989194198361,0.30446457574821983,0.24654330923159273,2.120221336691566,0.0733270540981042,0.0,0.010789423625552809,0.061722969665883365,0.0308269246444366,
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,AVGO,EMERGING_LEADER,38,failed_leader_tier_gate,-0.07711299736385446,-0.07784734103547075,-0.06942817754814845,-0.033138282914827275,0.2591750711221079,0.12645164947322726,0.169869284498547,0.8471353707669038,0.0,
