ticker,source_etf,source_etf_theme,source_etf_label,etf_attention_score,ticker_in_scored_universe,ticker_participation_score,ticker_ret_5d,ticker_ret_21d,ticker_dollar_volume_20d,ticker_market_cap,ticker_name,combined_watch_score
ALAB,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,3.5655898800337456,0.3188929626210808,0.5535082277658216,1410544955.125885,52601669157.27283,ASTERA LABS INC,3.605825774237676
AMD,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,3.43098725466235,0.10235794161133249,0.5311631032839106,17055252401.076965,762322120662.7244,ADVANCED MICRO DEVICES INC,3.5385244615519786
QCOM,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,4.015341291055962,0.18199412958073213,0.7779769248828992,6246911577.847061,251020643859.86328,QUALCOMM INC,3.2586601685710903
MU,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,2.63085756947517,0.03634811888556633,0.5589969237252503,34598949313.85925,846928272301.0,MICRON TECHNOLOGY INC,3.1384596189583887
MRVL,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,2.3556571702910944,0.10989882134933104,0.18585409957843857,4032827518.2836914,170021781585.69336,MARVELL TECHNOLOGY INC,3.0008594193663507
AMD,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,3.43098725466235,0.10235794161133249,0.5311631032839106,17055252401.076965,762322120662.7244,ADVANCED MICRO DEVICES INC,2.9664831503742843
QCOM,SMH,semiconductors_broad,VanEck Semiconductor ETF,0.8056354502152296,True,4.015341291055962,0.18199412958073213,0.7779769248828992,6246911577.847061,251020643859.86328,QUALCOMM INC,2.8133060957432106
LSCC,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,1.8641895572665161,0.19240696439027283,0.21362595227623404,351519316.6411209,19622265446.78592,LATTICE SEMICONDUCTOR CORP,2.7551256128540613
ARM,SMH,semiconductors_broad,VanEck Semiconductor ETF,0.8056354502152296,True,3.8697449049842936,0.4654331822482711,0.4980206678623027,2789489678.7286377,325513630371.09375,Arm Holdings,2.7405079027073764
ON,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,1.7607148385982625,0.027318506950903876,0.18838206585092943,1365203773.033867,45539149598.206375,ON SEMICONDUCTOR CORP,2.7033882535199347
MU,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,2.63085756947517,0.03634811888556633,0.5589969237252503,34598949313.85925,846928272301.0,MICRON TECHNOLOGY INC,2.5664183077806944
AMD,SMH,semiconductors_broad,VanEck Semiconductor ETF,0.8056354502152296,True,3.43098725466235,0.10235794161133249,0.5311631032839106,17055252401.076965,762322120662.7244,ADVANCED MICRO DEVICES INC,2.5211290775464046
MRVL,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,2.3556571702910944,0.10989882134933104,0.18585409957843857,4032827518.2836914,170021781585.69336,MARVELL TECHNOLOGY INC,2.428818108188657
MCHP,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,0.6540413187562615,0.000521337329517646,0.03595463206439775,1085482672.5953293,50646467389.25947,MICROCHIP TECHNOLOGY INC,2.150051493598934
ON,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,1.7607148385982625,0.027318506950903876,0.18838206585092943,1365203773.033867,45539149598.206375,ON SEMICONDUCTOR CORP,2.1313469423422404
MU,SMH,semiconductors_broad,VanEck Semiconductor ETF,0.8056354502152296,True,2.63085756947517,0.03634811888556633,0.5589969237252503,34598949313.85925,846928272301.0,MICRON TECHNOLOGY INC,2.1210642349528146
MPWR,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,0.5583876432271694,0.025670661385736926,-0.001482244538224431,1050189393.3227539,78107368178.71094,MONOLITHIC POWER SYSTEMS INC,2.1022246558343882
CRUS,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,0.37124862241153267,0.07175499951990849,-0.009490188141993205,113713421.68693542,8658273702.189957,CIRRUS LOGIC INC,2.00865514542657
MU,DRAM,memory_semiconductors,Roundhill Memory ETF,0.6568814237403793,True,2.63085756947517,0.03634811888556633,0.5589969237252503,34598949313.85925,846928272301.0,MICRON TECHNOLOGY INC,1.9723102084779642
TER,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,True,0.2912216903604626,0.06125066320474981,-0.10577472049374026,1556182439.7451782,56110972929.46301,TERADYNE INC,1.9686416794010348
LRCX,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.2509895230431094,True,1.3176975859416586,0.07245716772395272,0.18096383426178875,2592684822.0763397,381861862482.8797,LAM RESEARCH CORP,1.9098383160139387
SNDK,DRAM,memory_semiconductors,Roundhill Memory ETF,0.6568814237403793,True,2.450487840461755,0.05049691093014985,0.585845535880795,20342553238.17566,218978835579.8857,SANDISK CORP,1.8821253439712569
INTC,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.8230308342208035,False,,,,,,,1.8230308342208035
STX,DRAM,memory_semiconductors,Roundhill Memory ETF,0.6568814237403793,True,2.1325707386161508,0.021697877231454443,0.38308768799923065,3529277157.744446,182237624288.6875,Seagate Technology,1.7231667930484547
