sector,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
Semiconductors,3,0,0,1.0,0.08566038154615141,0.34500104288346,0.7485603819529676,2.138549151679229,1.8014020330790583,2.9567045651361283,2173245506.329136,"NXPI,STM,UMC",emerging_leader,2.669884974296846
Information Technology,93,6,3,0.7096774193548387,0.04422135580812325,0.09985921125091002,0.26011328817885926,3.395599116112556,3.8356074125288115,3.7581027851443993,246855501299.6172,"QCOM,ARM,ALAB,AMD,HPE,HPQ,CRWD,NTAP",neutral,2.35984628734369
Consumer Discretionary,70,1,0,0.35714285714285715,0.04042139211384621,-0.032255094900745074,-0.03618392817913668,1.1392649906954806,1.4703850511176317,0.9763975769194386,56062836527.321785,"ROST,TSLA,HRB,DECK,CROX,AMZN,DKS,BWA",neutral,0.3773011002669576
Health Care,65,0,0,0.49230769230769234,0.029185337737663852,-0.001333066149637685,-0.07228408724226898,0.9465499659173351,0.801686624162446,1.001512330652298,34789610607.65126,"MRK,LLY,UNH,JAZZ,DVA,EW,ELV,CVS",neutral,0.33223926756681327
Real Estate,45,0,0,0.6666666666666666,0.029523299204947673,0.024442525826907646,0.025162878561632684,0.463880527775199,0.442634005292864,0.7996031875060754,7896339277.193365,"LINE,DOC,AMT,INVH,UDR,AVB,CCI,HST",neutral,0.1838986790696256
Utilities,37,0,0,0.35135135135135137,0.04034058367211579,-0.007957955308964482,-0.01242827702252658,0.6652796300382435,0.9926296286311178,0.41933089523014133,11569726797.713251,"VST,CEG,TLN,D,EXC,AEP,XEL,EVRG",neutral,0.17653468113818818
Industrials,151,1,0,0.3576158940397351,0.015349047574015895,-0.02771702604831283,-0.05006558334533673,1.3999010844352844,1.3605718954105515,1.6649335627219894,55422846021.38101,"RKLB,BE,AAON,ADP,LSTR,DAL,HON,PAYX",neutral,0.15680398085496008
Energy,38,0,0,0.631578947368421,0.0004462105827537366,0.03398512592897884,0.1054787903015284,0.6430165957227546,0.5222292417337429,0.8579853720587509,17283514814.544044,"MPC,TRGP,DINO,TRP,ENB,PSX,VLO,OKE",neutral,0.014713702525797548
Financials,119,0,0,0.37815126050420167,0.017795974202080567,-0.01276923895664428,0.012310494038882291,0.6782279422927704,0.5233252790745179,0.7186324393036321,34816123653.7772,"GS,FDS,MS,MET,MORN,CBOE,JPM,BAC",neutral,-0.00955566667204684
Consumer Staples,39,0,0,0.5384615384615384,0.01337357471359324,0.006331663004771837,-0.0610388613401307,0.47225247367708145,0.20602799691677368,0.6636740930810809,17130861898.372517,"SFM,PRMB,MO,KO,MDLZ,PM,CART,CL",neutral,-0.0755161291384675
Communication,11,0,0,0.45454545454545453,0.0016447459731785408,-0.006271119308344786,-0.012133275387331999,0.32422041722344325,-0.1364474542318907,0.08775981892472434,24338113733.5758,"GOOGL,GOOG,VZ,TMUS,OMC,T,DIS,LYV",neutral,-0.33876104157393555
Materials,44,0,0,0.3181818181818182,0.01720361562033723,-0.037414133212169465,-0.12237374056953748,0.2465553453956018,0.26112167085593885,0.43242877525782186,11404044355.82009,"STLD,NEU,LIN,RS,EMN,PPG,IFF,CF",neutral,-0.4902832918861906
Internet,3,0,0,0.3333333333333333,0.027959127492784175,-0.03324128169774754,-0.10627841590515197,0.11235125210913126,0.014622542212701059,-0.05045881615315743,1966442974.6726608,"MELI,NTES,PDD",neutral,-0.5888059540556416
Financial,6,0,0,0.3333333333333333,0.02084068089790303,-0.016644558316931235,-0.09676111665926129,-0.4358448674130562,-0.3956964307544193,-0.22447611724816582,643567000.893774,"SLF,SAN,MFC,HDB,IBN,CIB",neutral,-0.9023805998544989
Software,1,0,0,0.0,0.061163057724934244,-0.080899339229904,-0.05885640103460599,-0.3143520938242337,0.1083642675253785,-0.02293645627253496,38149703.18330765,GIB,lagging,-1.1804901794694178
