rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,macro_snapshot_source,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2019-04-30,2019-05-31,balanced,0.25,0.45,0.3,0.0,0.2623560253277189,0.0,0.2623560253277189,1.0,0.737643974672281,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0227292505580738,0.9772707494419262,bull,0.2920240957081193,0.21265177895871187,0.4043547331718927,0.0776749549770137,0.0888831779579895,0.1150457966344649,0.15154850765543817,0.13634752335767272,balanced,bull,regime_by_month,0.0,0.14873961839256544,0.034953729739656166,0.0,0,False,0.044175650546072594,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.3013846742887351,0.28,0.3013846742887351,0.72,0.6986153257112648,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0227292505580738,0.0,1.0191985949902689,bear,0.04185172662892629,0.20042460073761634,0.419622926671999,0.5907781509154044,0.35397810925817763,0.0,0.0,0.23854056509859603,cash_defense,bear,regime_by_month,0.73,0.18046593227698235,0.8658501679119319,0.0,2,True,0.643286516651632,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2019-06-28,2019-07-31,balanced,0.25,0.45,0.3,0.0,0.0349551919953171,0.0,0.0349551919953171,1.0,0.965044808004683,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.0305703563635038,neutral,0.3200986748282805,0.24923037261562012,0.3475344686768679,0.028630947181852606,0.13800250736394612,0.0,0.0,0.1065786696228715,balanced,neutral,regime_by_month,0.0,0.06324167262455022,0.012883926231833672,0.0,0,False,0.018387203402504288,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-07-31,2019-08-30,balanced,0.25,0.45,0.3,0.0,0.0282963167848569,0.0,0.0282963167848569,1.0000000000000002,0.971703683215143,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.0430436225502862,neutral,0.19326850837060816,0.237338396539839,0.5003815274548512,0.1761586305570435,0.15358652313505555,0.08971162102210221,0.0765660991870615,0.1441604568729046,quality_compounder,neutral,regime_by_month,0.0,0.140931871316527,0.15927138375066957,0.0,0,False,0.06708724457926567,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-08-30,2019-09-30,balanced,0.25,0.45,0.3,0.0,0.0899549628603191,0.0,0.0899549628603191,1.0,0.9100450371396808,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.006138745145031,1.0366406435763,neutral,0.14833524407008336,0.1574599822987702,0.5330298332941643,0.41001829523679884,0.1433473009338629,0.0,0.0,0.23216145026450496,quality_compounder,neutral,regime_by_month,0.0,0.16410121900687447,0.2645082328565595,0.0,0,False,0.09392695132303053,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-09-30,2019-10-31,balanced,0.25,0.45,0.3,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.006138745145031,0.0,1.049595985921703,neutral,0.20276455314316374,0.3081752849615976,0.5116184832092332,0.07462335762846418,0.24772401280457843,0.4668566213980183,0.4277054521424312,0.2066648829467734,quality_compounder,neutral,regime_by_month,0.0,0.3070833236824814,0.11358051093280888,0.0,0,False,0.09948693310718214,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-10-31,2019-11-29,growth_reentry_alert,0.25,0.45,0.3,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.0541919102845392,neutral,0.5561458169411281,0.4165889437518003,0.48546038348546544,0.011230382130235,0.4135449587500882,0.3249096942471593,0.41485735897706655,0.15548069737623554,breakout_growth,neutral,regime_by_month,0.1,0.22243210009584638,0.00505367195860575,0.0,0,False,0.10661875941568276,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2019-11-29,2019-12-31,balanced,0.25,0.45,0.3,0.0,0.057509573236125,0.0,0.057509573236125,1.0,0.9424904267638748,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.0876254574514947,bull,0.3951700947475902,0.3320841097116522,0.36434256421983646,0.022085130442031094,0.4318485625291819,0.1641522447202206,0.0775007344094956,0.11494613515994144,balanced,bull,regime_by_month,0.0,0.09896721716544161,0.009938308698913993,0.0,0,False,0.026729466031143203,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2019-12-31,2020-01-31,balanced,0.25,0.45,0.3,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.15524497596817,neutral,0.37258427525573923,0.2816931532016436,0.5427042139437575,0.09487595342385921,0.18057063733538498,0.5333429218493554,0.7352572722701395,0.2154056687790269,quality_compounder,neutral,regime_by_month,0.0,0.4010535917158732,0.12269417904073665,0.0,1,False,0.12480223373711563,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-01-31,2020-02-28,balanced,0.25,0.45,0.3,0.0,0.2224361570182742,0.0,0.2224361570182742,1.0,0.7775638429817258,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.0200671668366616,1.1320624822982015,neutral,0.2181364445813845,0.11865286728600252,0.5955905684438504,0.5048248423345577,0.12518712059013026,0.0,0.0,0.28302087810899973,quality_compounder,neutral,regime_by_month,0.0,0.1950504320296985,0.30717117905055097,0.0,0,False,0.11019684381753482,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
