book,holding_run_count,unique_tickers,avg_run_months,median_run_months,runs_ge_6m,runs_ge_12m,long_winner_count,open_winner_hold_count,open_stale_watch_count,quick_loss_count,short_big_win_review_count,avg_total_return,total_weighted_contribution
concentrated_grid_presence,451,233,2.740576496674058,2.0,36,4,9,1,0,7,23,0.07580963114338228,13.163950070948461
production_main,726,337,2.855371900826446,2.0,79,8,14,0,0,9,34,0.07150245664680374,2.0395280393157393
main_v2_research,511,234,1.7475538160469668,1.0,16,1,7,1,0,73,30,0.04797647977527976,1.7228103376522865
lifecycle_review_overlay_main,173,119,5.3526011560693645,4.0,49,12,15,0,3,7,0,0.11151429969697171,1.722503340012787
monster_lifecycle_main,202,149,4.321782178217822,3.0,49,8,7,1,0,33,3,0.05545657512076599,1.2130484014610405
monster_lifecycle_concentrated,145,108,3.8137931034482757,3.0,32,0,5,0,0,26,3,0.046871663959925515,1.1458683085481385
