rebalance_date,net_return,drawdown,regime_state
2024-03-28,-0.004413520031732711,-0.011771487228782518,strong_bull
2023-08-31,-0.003666666666666667,-0.008669499469890818,bull
2021-12-31,-0.0026378382454919523,-0.0027625085157111373,bull
2019-04-30,-0.002330390327544945,-0.0023303903275448956,bull
2024-11-29,-0.0021950733935330166,-0.014187236163561323,bull
2020-12-31,-0.002125205380074892,-0.0022499397294023504,bull
2025-07-31,-0.0016908052976041049,-0.012247259500065555,bull
2023-07-31,-0.001503810613487942,-0.005021244031339078,bull
2023-03-31,-0.0007651885687339334,-0.003650142546602231,bull
2024-04-30,-0.00025,-0.012018544356975247,neutral
