ticker,Name,sector,portfolio_sleeve_label,portfolio_candidate_gate_label,governance_catalyst_score,governance_catalyst_label,event_regime_label,live_event_alert_label,portfolio_monster_early_score,rs_acceleration_score,market_cap_live,ownership_flow_pillar_score,insider_cluster_boost_score,event_revision_pillar_score,selection_flow_confirmation_score,event_reaction_score,live_event_growth_reentry_score,live_event_defensive_score,live_event_risk_score,focus_live_event_growth_score,focus_event_stress_penalty
RKLB,ROCKET LAB CORP,Industrials,future_winner,future_relaxed,1.486031432170117,revision_event+growth_reentry,balanced,balanced,0.0,0.0,78571231223.22586,0.0666666666666666,0.0,2.860042777879648,0.2,5.919211056736524,0.4387459742219315,0.178051348725005,0.1509335173539376,0.3399159674480198,0.0
QCOM,QUALCOMM INC,Information Technology,unassigned,rejected,1.3858770062239136,revision_event+growth_reentry,balanced,balanced,0.0,3.0,251020643859.86328,0.0666666666666666,0.0,2.359270648148632,0.2,5.919211056736524,0.4387459742219315,0.178051348725005,0.1509335173539376,0.2264507573005652,0.0
DVA,DAVITA INC,Health Care,early_scout,early_relaxed,1.3449196653425561,revision_event+growth_reentry,balanced,balanced,0.0,1.3449254747349486,12744984274.291992,0.0666666666666666,0.0,2.987813211821427,0.2,4.808105365963747,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1834302571362039,0.0
ARM,Arm Holdings,Information Technology,core_compounder,core_strict,1.2823876310965376,revision_event+growth_reentry,balanced,balanced,0.0,2.4282436046644764,325513630371.09375,0.0666666666666666,0.0,2.263862752206744,0.2,5.356492417143199,0.4387459742219315,0.178051348725005,0.1509335173539376,0.3232922694972602,0.0
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,unassigned,rejected,1.2818091009891468,revision_event+growth_reentry,balanced,balanced,0.0,3.0,8154581253.609871,0.0666666666666666,0.0,3.095734886100661,0.2,4.245971925035638,0.4387459742219315,0.178051348725005,0.1509335173539376,0.0569545630945074,0.0014995322801604
HRB,H&R BLOCK INC,Consumer Discretionary,early_scout,early_relaxed,1.278716880391244,revision_event+growth_reentry,balanced,balanced,0.0,3.0,4929704372.86171,0.0666666666666666,0.0,2.7880437223098484,0.2,4.634133003322345,0.4387459742219315,0.178051348725005,0.1509335173539376,0.08670493812793,0.000612130611145
NXPI,NXP Semiconductors,Semiconductors,future_winner,adr_global_alpha_fallback,1.2733946270864105,revision_event+growth_reentry,balanced,balanced,0.0,1.2949461321795026,79899516928.0,0.0666666666666666,0.0,2.4733259384460493,0.2,5.017254808756613,0.4387459742219315,0.178051348725005,0.1509335173539376,0.2113881463050022,0.0
AAON,AAON INC,Industrials,early_scout,early_relaxed,1.0542042008022774,revision_event+growth_reentry,balanced,balanced,0.0,1.675885244004859,11025316665.949402,0.0666666666666666,0.0,2.0733592587967333,0.2,4.089274206394812,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1492344855258637,0.0
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,future_winner,future_relaxed,0.9813100174886029,revision_event+growth_reentry,balanced,balanced,0.0,1.0545372607817876,15756182029.245804,0.0666666666666666,0.0,2.378604006548728,0.2,3.19631998730099,0.4387459742219315,0.178051348725005,0.1509335173539376,0.13406840657204,0.0
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,future_winner,future_relaxed,0.9740848210223743,revision_event+growth_reentry,balanced,balanced,0.0,1.005146087094345,21405099329.57634,0.0666666666666666,0.0,1.9211816499593355,0.2,3.758048486311989,0.4387459742219315,0.178051348725005,0.1509335173539376,0.2027810769423809,0.0
FSLR,FIRST SOLAR INC,Information Technology,future_winner,future_relaxed,0.9260115610582124,revision_event+growth_reentry,balanced,balanced,0.0,-0.8251554887265512,27706850305.39328,0.0666666666666666,0.0,2.15555022509529,0.2,3.1250686530363048,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1171417221858368,0.0
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,unassigned,rejected,0.9120036415350676,revision_event+growth_reentry,balanced,balanced,0.0,-0.072346848145107,19219245135.790253,0.0666666666666666,0.0,1.908468653515224,0.0,3.363444438563861,0.4387459742219315,0.178051348725005,0.1509335173539376,0.0715114597754523,0.0013918921450597
EXEL,EXELIXIS INC,Health Care,future_winner,future_relaxed,0.9037232862706445,revision_event+growth_reentry,balanced,balanced,0.0,0.9637766846982828,12605457795.98742,0.0666666666666666,0.0,2.439445219985506,0.2,2.5979534945988965,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1312798775716475,0.0
URI,UNITED RENTALS INC,Industrials,unassigned,rejected,0.8688209476846224,revision_event+growth_reentry,balanced,balanced,0.0,-0.1702619985122574,58801311025.44861,0.0666666666666666,0.0,2.2243881819646925,0.2,2.652013954719834,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1272098173730192,0.0
SNDK,SANDISK CORP,Information Technology,unassigned,rejected,0.7994447275613907,revision_event+growth_reentry,balanced,balanced,0.0,0.0,218978835579.8857,0.0666666666666666,0.0,0.7152592033712459,0.0,4.201677792022886,0.4387459742219315,0.178051348725005,0.1509335173539376,0.2949804094597383,0.0
NOW,SERVICENOW INC,Information Technology,unassigned,rejected,0.7747890804629767,revision_event+growth_reentry,balanced,balanced,0.0,1.946009983885538,105296027168.27393,0.0666666666666666,0.0,1.7217027001310885,0.2,2.702365910457198,0.4387459742219315,0.178051348725005,0.1509335173539376,0.0191293896723245,0.0041902568621176
HALO,HALOZYME THERAPEUTICS INC,Health Care,unassigned,rejected,0.7201684848854273,revision_event+growth_reentry,balanced,balanced,0.0,-0.5541749638908702,8103640123.802185,0.0666666666666666,0.0,2.258715728693013,0.2,1.615553051708823,0.4387459742219315,0.178051348725005,0.1509335173539376,0.0761231768543048,0.00019534677283
FTNT,FORTINET INC,Information Technology,core_compounder,core_strict,0.7135126153071958,revision_event+growth_reentry,balanced,balanced,0.0,3.0,98123593640.55292,0.0666666666666666,0.0,0.977203810560547,0.2,3.279537567409185,0.4387459742219315,0.178051348725005,0.1509335173539376,0.1729402376210914,0.0
