rebalance_date,ticker,weight,target_weight,sector,industry_group,primary_lane,holding_state,hold_replace_decision,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,selection_confirmation_score,breakout_setup_quality_score,volatility_contraction_score,rs_benchmark_1m,ticker_ret_1m,rs_benchmark_3m,ticker_ret_3m,atr14_pct,price_above_ma50,price_above_ma200,spy_1m_return,qqq_1m_return,benchmark_risk_score,linked_mdd_position_pnl_usd
2020-01-31,AMD,0.12,0.12,Information Technology,Semiconductors,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.3559666666666666,0.5474135554172024,-0.165539022063468,0.0098680565253003,0.0248582506427423,0.2952728549355464,0.3852048210217811,0.038373865979783,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-10489.500625610352
2020-01-31,PENN,0.0561538461538461,0.0561538461538461,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.5359657008769305,-0.3918033688604392,0.1520677302558845,0.1670579243733265,0.3092237726893047,0.3991557387755393,0.0434605568641409,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-7423.359670162201
2020-01-31,NOW,0.12,0.12,Information Technology,Software - Application,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.67135995055589,-0.2105598189447637,0.1830475446583565,0.1980377387757985,0.277980437503987,0.3679124035902217,0.0244022405756346,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-7180.007743835449
2020-01-31,STM,0.0561538461538461,0.0561538461538461,Semiconductors,Semiconductors,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.246716875,0.5020591990038085,-0.4828748307449506,0.01994088483797,0.034931078955412,0.140722744898602,0.2306547109848367,0.0641063682802025,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-6127.811465263367
2020-01-31,PCTY,0.0561538461538461,0.0561538461538461,Industrials,Software - Application,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,1.0,0.6033756705877698,-0.0724127107352279,0.1594014608076061,0.1743916549250481,0.293011518317788,0.3829434844040227,0.027686944824106,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-5640.38981628418
2020-01-31,FTNT,0.0561538461538461,0.0561538461538461,Information Technology,Software - Infrastructure,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.6639832446794258,0.1890906166273167,0.0655643805581804,0.0805545746756224,0.3244868737285215,0.4144188398147561,0.022556720101141,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-5398.200051307678
2020-01-31,PAYC,0.0561538461538461,0.0561538461538461,Industrials,Software - Application,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.521804746317821,0.0942014575774689,0.1867016396235511,0.2016918337409932,0.4141571932755427,0.5040891593617773,0.0431462794561582,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-5013.379089355469
2020-01-31,QRVO,0.0561538461538461,0.0561538461538461,Information Technology,Semiconductors,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.4160456694209148,0.2668796449690774,-0.1042098658637856,-0.0892196717463436,0.219244385772456,0.3091763518586907,0.0409327639508258,0.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-4867.01993560791
2020-01-31,SHOP,0.0561538461538461,0.0561538461538461,Software,Software - Application,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,0.1861666666666666,0.7147909399488803,0.2348732489393631,0.1562458482190011,0.1712360423364431,0.3950953442724195,0.4850273103586542,0.0330754656351334,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-4586.514999389648
2020-01-31,TSLA,0.0561538461538461,0.0561538461538461,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.414925,0.5437404816284678,-0.3204102632905621,0.5401696632260271,0.5551598573434691,0.9758942728333432,1.0658262389195778,0.0460014038769898,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-4527.591751098633
2020-01-31,DXCM,0.0561538461538461,0.0561538461538461,Health Care,Medical Devices,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,quality_compounder,neutral,neutral,0.414925,0.8214285714285715,0.6719059704455117,0.0856315209511524,0.1006217150685944,0.4709471277015963,0.560879093787831,0.0314107775210697,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-4054.629722595215
2020-01-31,SE,0.0561538461538461,0.0561538461538461,Internet,Internet Content & Information,MARKET_LEADER,NEW,new_entry,GREEN,quality_compounder,neutral,neutral,0.2451249999999999,0.7490663349078555,0.3227009463656165,0.1098233390850293,0.1248135332024713,0.4302293689449977,0.5201613350312324,0.0309113395509876,1.0,1.0,-0.0004039099901721,0.0303842982250561,0.0,-2687.520206451416
