portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.21450845224050852,0.3,8.5492,-0.3244829545050305,-0.15,17.4483,1.0441382304338422,2019-06-03,2026-05-22,6.967830253251198,387336.6989526783,0.055914798680536455,0.24801899755823498,14,2127,38328.680865761045,27,14,13,1538,0.5552665799739922,0.0427180924033164,69.40442132639792,2.182655482083383,0.28453963634012003,-0.18049183063662833,1.7143210142406808
concentrated,broker_ledger_next_close,completed,True,False,0.3661236888812105,0.5,13.3876,-0.4257565647965047,-0.18,24.5757,1.1000820875105732,2019-06-03,2026-05-22,6.967830253251198,879167.1967341756,0.0002695087229313821,2.101583152227263e-05,2,276,66691.04837538242,5,3,2,162,0.654320987654321,0.065491157640896,47.888888888888886,3.7232051432359645,0.47597488953319833,-0.23015009568571,1.7801446965137586
