signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-07-23,2019-07-24,concentrated,WATCH,0.1209947700514055,0.25,0.25,-0.004967535525331357,0.0,0.1166636495095137,0.12900522994859448,33.374374193204574,RAISE_CASH
2019-07-25,2019-07-26,concentrated,GREEN,0.25,0.15,0.03,0.0,0.0,0.1142302135788358,0.1,26.329296797595898,RELEASE_CASH
2019-07-26,2019-07-29,concentrated,GREEN,0.15,0.1127762564687356,0.03,0.0,0.0,0.1127762564687356,0.0372237435312644,9.919522077652694,RELEASE_CASH
2019-08-01,2019-08-02,concentrated,WATCH,0.1127762564687356,0.2299051497436896,0.03,-0.007373735099293843,0.0,0.2299051497436896,0.11712889327495402,30.98278856487684,RAISE_CASH
2019-09-03,2019-09-04,concentrated,GREEN,0.2299051497436896,0.6069554381943104,0.03,-0.03816151986177785,0.0,0.6069554381943104,0.37705028845062083,97.08139584056809,RAISE_CASH
2019-09-27,2019-09-30,concentrated,GREEN,0.6069554381943104,0.6394271777024754,0.03,-0.08853252084080754,0.45,0.6394271777024754,0.032471739508164954,7.922847906914472,RAISE_CASH
2019-10-01,2019-10-02,concentrated,WATCH,0.6394271777024754,0.5529035687426448,0.25,-0.08660059929230568,0.45,0.5529035687426448,0.08652360895983058,21.15582349448928,RELEASE_CASH
2019-11-01,2019-11-04,concentrated,GREEN,0.5529035687426448,0.4529035687426448,0.03,-0.08056262691368932,0.45,0.1877319675536549,0.09999999999999998,24.612557269225046,RELEASE_CASH
2019-11-14,2019-11-15,concentrated,GREEN,0.4529035687426448,0.35290356874264484,0.03,-0.0779894651787355,0.0,0.187094935460268,0.09999999999999998,24.681438622559572,RELEASE_CASH
2019-11-15,2019-11-18,concentrated,GREEN,0.35290356874264484,0.25290356874264486,0.03,-0.061738649419309066,0.0,0.1829848522211936,0.09999999999999998,25.116459152786557,RELEASE_CASH
2019-11-18,2019-11-19,concentrated,GREEN,0.25290356874264486,0.182461656284047,0.03,-0.05951367105828487,0.0,0.182461656284047,0.07044191245859785,17.73446992178988,RELEASE_CASH
2019-11-20,2019-11-21,concentrated,GREEN,0.182461656284047,0.45,0.03,-0.0927508547582061,0.45,0.1890991566400142,0.267538343715953,64.97513471373522,RAISE_CASH
2019-11-26,2019-11-27,concentrated,GREEN,0.45,0.35,0.03,-0.07340040953984328,0.0,0.1831356437079601,0.10000000000000003,24.804283742880024,RELEASE_CASH
2019-11-27,2019-11-29,concentrated,GREEN,0.35,0.24999999999999997,0.03,-0.07756995355073282,0.0,0.1841192386283294,0.1,24.692668592399354,RELEASE_CASH
2019-11-29,2019-12-02,concentrated,GREEN,0.24999999999999997,0.45,0.03,-0.08473006202350208,0.45,0.1856366602968308,0.20000000000000004,49.001997144468746,RAISE_CASH
2019-12-03,2019-12-04,concentrated,GREEN,0.45,0.65,0.03,-0.12045619004449859,0.65,0.1257675490567315,0.2,47.089280960281386,RAISE_CASH
2019-12-04,2019-12-05,concentrated,GREEN,0.65,0.55,0.03,-0.11787142181585408,0.45,0.1246959549388738,0.09999999999999998,23.613832529449756,RELEASE_CASH
