book,rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,period_forward_return,weighted_forward_return,regime_state
production_main,2019-11-29,AAPL,APPLE INC,Information Technology,0.0393452067667087,4.294639153741822,core_compounder,0.1083926519553271,0.0042647313031742,bull
production_main,2019-12-31,AAPL,APPLE INC,Information Technology,0.1131917762550634,4.106211420013043,core_compounder,0.0272073651783821,0.0030796499917612,neutral
production_main,2020-01-31,AAPL,APPLE INC,Information Technology,0.0450885739235673,4.124706958089999,core_compounder,-0.0701612486797956,-0.0031634706476687,neutral
production_main,2020-12-31,AAPL,APPLE INC,Information Technology,0.096420184902984,5.730007504169946,core_compounder,0.0017227328487929,0.000166106219819,bull
production_main,2021-01-29,AAPL,APPLE INC,Information Technology,0.0087514591059893,5.089369445053547,core_compounder,-0.0733837786381954,-0.0006422151377951,neutral
production_main,2022-02-28,AAPL,APPLE INC,Information Technology,0.0823320925402844,5.553939729739005,core_compounder,0.0566484685408621,0.0046639869541716,bear
production_main,2022-03-31,AAPL,APPLE INC,Information Technology,0.1115120053841784,5.34620264685436,core_compounder,-0.08,-0.0089209604307342,neutral
production_main,2023-05-31,AAPL,APPLE INC,Information Technology,0.1103256325532399,6.088493177005867,core_compounder,0.0904896307166573,0.0099833257483243,bull
production_main,2023-06-30,AAPL,APPLE INC,Information Technology,0.0617820269085733,5.511477450672657,core_compounder,0.0126947229145042,0.0007843057127007,bull
production_main,2023-07-31,AAPL,APPLE INC,Information Technology,0.1143424135019434,5.780612060990464,core_compounder,-0.0330926002889332,-0.0037838877860917,bull
production_main,2024-07-31,AAPL,APPLE INC,Information Technology,0.0893116328309096,5.739531207951667,core_compounder,0.0198090354675786,0.0017691773024148,neutral
production_main,2024-08-30,AAPL,APPLE INC,Information Technology,0.0148466600316959,4.695977892123828,core_compounder,0.0042442392447901,6.301277716058087e-05,neutral
production_main,2024-09-30,AAPL,,Unknown,0.0003814906495987,0.0,core_compounder,-0.0372516925937682,-1.4211172406250233e-05,
production_main,2024-10-31,AAPL,APPLE INC,Information Technology,0.0001334698090078,4.386672326504725,core_compounder,0.0749469358529844,1.000315321401846e-05,neutral
production_main,2024-11-29,AAPL,APPLE INC,Information Technology,4.851255058924349e-05,3.9086198362221007,core_compounder,0.0491423322995239,2.384019881754068e-06,bull
production_main,2024-12-31,AAPL,APPLE INC,Information Technology,1.6123061356295947e-05,3.913151889844464,core_compounder,-0.0760855960343208,-1.2267327331917027e-06,neutral
production_main,2025-01-31,AAPL,APPLE INC,Information Technology,2.3544496540598088e-06,4.148428964446651,core_compounder,0.0524624500125547,1.2352019728318962e-07,neutral
production_main,2021-06-30,ABT,ABBOTT LABORATORIES,Health Care,0.0512740237948193,4.583366380472207,core_compounder,0.0549482612356804,0.0028174184540822,bull
production_main,2021-07-30,ABT,ABBOTT LABORATORIES,Health Care,0.104460720291666,3.2504204876830585,core_compounder,0.0347323567872361,0.0036281670074218,neutral
production_main,2021-08-31,ABT,ABBOTT LABORATORIES,Health Care,0.0175826754174886,2.9610846772417245,core_compounder,-0.0598154340750143,-0.0010517153622971,bull
production_main,2024-12-31,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,0.0511940100330948,2.9079033564034145,core_compounder,0.0117333244881721,0.000600675931569,neutral
