ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
ADI,24.0,416.5199890136719,2026-05-08,9996.479736328125,351.30999755859375,0.027386435047465237
AMAT,77.0,435.44000244140625,2026-05-08,33528.88018798828,309.9703515783533,0.09185598567720088
APH,117.0,128.02999877929688,2026-05-08,14979.509857177734,134.6427003402724,0.04103798382700965
ATI,44.0,158.38999938964844,2026-05-08,6969.159973144531,166.4199981689453,0.019092765850993815
BE,53.0,261.0299987792969,2026-05-08,13834.589935302734,166.0,0.037901352142454665
BKNG,57.0,165.92999267578125,2026-05-08,9458.009582519531,166.81065368652344,0.02591123794996235
COST,11.0,1008.7899780273438,2026-05-08,11096.689758300781,1001.3170776367188,0.030400579136191416
ETR,158.0,111.58999633789062,2026-05-08,17631.21942138672,106.05122375488281,0.048302628347924426
GOOGL,44.0,400.79998779296875,2026-05-08,17635.199462890625,335.0940585880106,0.048313532101146354
KO,168.0,78.41999816894531,2026-05-08,13174.559692382812,79.67218017578125,0.03609312806219171
LRCX,74.0,294.04998779296875,2026-05-08,21759.699096679688,157.65573160057903,0.05961304395966273
MU,42.0,746.8099975585938,2026-05-08,31366.019897460938,317.7341387939453,0.08593059649764694
PEG,100.0,77.12999725341797,2026-05-08,7712.999725341797,83.82633209228516,0.021130595126557943
PR,514.0,19.719999313354492,2026-05-08,10136.079647064209,18.6336612701416,0.027768884068405282
RGLD,48.0,238.91000366210938,2026-05-08,11467.68017578125,303.7432556152344,0.031416947421782804
SCCO,52.0,185.2899932861328,2026-05-08,9635.079650878906,218.85000610351562,0.02639634051145221
VRT,52.0,339.9700012207031,2026-05-08,17678.440063476562,257.68865966796875,0.048431994392932595
VZ,285.0,47.220001220703125,2026-05-08,13457.70034790039,49.239402770996094,0.03686882244422996
GLW,0.0,186.94000244140625,2026-05-08,0.0,,0.0
FIX,0.0,1952.3699951171875,2026-05-08,0.0,,0.0
PWR,0.0,745.0,2026-05-08,0.0,,0.0
FTI,0.0,70.1500015258789,2026-05-08,0.0,,0.0
UMC,0.0,15.420000076293945,2026-05-08,0.0,,0.0
NXPI,0.0,294.75,2026-05-08,0.0,,0.0
AKAM,0.0,147.7100067138672,2026-05-08,0.0,,0.0
MLI,0.0,140.8300018310547,2026-05-08,0.0,,0.0
ON,0.0,103.19999694824219,2026-05-08,0.0,,0.0
TKR,0.0,117.97000122070312,2026-05-08,0.0,,0.0
STM,0.0,59.16999816894531,2026-05-08,0.0,,0.0
