ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
MU,SELL,42.0,746.8099975585938,744.9429725646974,31366.019897460938,78.41504974365235,31287.604847717284,42.0,0.08593059649764694,0.0,0.0,31366.019897460938,-31366.019897460938,limit,day,target_rebalance,ready,124785.34430932408,r1k-M-20260508-S-MU-2241c72f682f,2241c72f682f483e4d7083c86dea26197d5771222089dfe1f68513508fdf965d
APH,SELL,117.0,128.02999877929688,127.70992378234864,14979.509857177734,37.448774642944336,14942.06108253479,117.0,0.04103798382700965,0.0,0.0,14979.509857177734,-14979.509857177734,limit,day,target_rebalance,ready,139727.40539185886,r1k-M-20260508-S-APH-279f01cd6f09,279f01cd6f0992884e84b3f1bc6797754d51933f4885b5333033f9aa0c986638
BE,SELL,53.0,261.0299987792969,260.37742378234867,13834.589935302734,34.586474838256834,13800.003460464477,53.0,0.037901352142454665,0.0,0.0,13834.589935302734,-13834.589935302734,limit,day,target_rebalance,ready,153527.40885232334,r1k-M-20260508-S-BE-3e3c4746b6c6,3e3c4746b6c6197aeb73202989881ecd31b998b6ddece9ab20a7d7b6dedf322b
VZ,SELL,285.0,47.220001220703125,47.10195121765137,13457.70034790039,33.64425086975098,13424.05609703064,285.0,0.03686882244422996,0.0,0.0,13457.70034790039,-13457.70034790039,limit,day,target_rebalance,ready,166951.46494935398,r1k-M-20260508-S-VZ-e471194203c4,e471194203c4b4af0fa7aff087f4c2f384f53b7a65e464d399fb9eb3851f093a
KO,SELL,168.0,78.41999816894531,78.22394817352296,13174.559692382812,32.93639923095703,13141.623293151855,168.0,0.03609312806219171,0.0,0.0,13174.559692382812,-13174.559692382812,limit,day,target_rebalance,ready,180093.08824250582,r1k-M-20260508-S-KO-79f65a72907a,79f65a72907ad771a7ba89c709e217c3173f9774ea77fdafc01c637e40d398f8
RGLD,SELL,48.0,238.91000366210938,238.31272865295412,11467.68017578125,28.669200439453125,11439.010975341796,48.0,0.031416947421782804,0.0,0.0,11467.68017578125,-11467.68017578125,limit,day,target_rebalance,ready,191532.09921784763,r1k-M-20260508-S-RGLD-2bafecfe6373,2bafecfe63731a76525f7ae0f8646c2feb363a117b1acddc9949557c9c59fa01
COST,SELL,11.0,1008.7899780273438,1006.2680030822754,11096.689758300781,27.741724395751955,11068.94803390503,11.0,0.030400579136191416,0.0,0.0,11096.689758300781,-11096.689758300781,limit,day,target_rebalance,ready,202601.04725175267,r1k-M-20260508-S-COST-7b1a3a70bf9e,7b1a3a70bf9e230494047a73d818ab73fab775ee1737d823757091ebbce4fe17
AMAT,SELL,25.0,435.44000244140625,434.35140243530276,10886.000061035156,27.21500015258789,10858.785060882568,77.0,0.09185598567720088,0.0612982234974706,22374.816145414745,33528.88018798828,-11154.064042573536,limit,day,target_rebalance,ready,213459.83231263523,r1k-M-20260508-S-AMAT-c983904e669a,c983904e669aa6d7d4d778e46ad68c950b6ebeba5d9f5fb94c08e4b9e939666b
ADI,SELL,24.0,416.5199890136719,415.4786890411377,9996.479736328125,24.991199340820312,9971.488536987305,24.0,0.027386435047465237,0.0,0.0,9996.479736328125,-9996.479736328125,limit,day,target_rebalance,ready,223431.32084962254,r1k-M-20260508-S-ADI-0a0cb2cf8779,0a0cb2cf8779635456c46d79f7eaad65bc5c84acbddfd2153e309297d379655c
SCCO,SELL,52.0,185.2899932861328,184.8267683029175,9635.079650878906,24.087699127197265,9610.991951751708,52.0,0.02639634051145221,0.0,0.0,9635.079650878906,-9635.079650878906,limit,day,target_rebalance,ready,233042.31280137424,r1k-M-20260508-S-SCCO-f3fbfef997c5,f3fbfef997c5dcbf3a902b47e711dc7d2a5a29a58bd3ead771aef25cb2e9879f
BKNG,SELL,57.0,165.92999267578125,165.51516769409182,9458.009582519531,23.64502395629883,9434.364558563233,57.0,0.02591123794996235,0.0,0.0,9458.009582519531,-9458.009582519531,limit,day,target_rebalance,ready,242476.67735993746,r1k-M-20260508-S-BKNG-56f0597d1d27,56f0597d1d27889e573e4afedcbe121323475671e71abb0038f434701b61a974
PEG,SELL,100.0,77.12999725341797,76.93717226028443,7712.999725341797,19.282499313354492,7693.717226028442,100.0,0.021130595126557943,0.0,0.0,7712.999725341797,-7712.999725341797,limit,day,target_rebalance,ready,250170.3945859659,r1k-M-20260508-S-PEG-c6fd806030a8,c6fd806030a8bc1b6a4d23ea96e654c8d08d6c05117068371cedfab47d6fc268
ATI,SELL,44.0,158.38999938964844,157.99402439117432,6969.159973144531,17.422899932861327,6951.73707321167,44.0,0.019092765850993815,0.0,0.0,6969.159973144531,-6969.159973144531,limit,day,target_rebalance,ready,257122.13165917757,r1k-M-20260508-S-ATI-93f08907cd84,93f08907cd8417505d3b29b023f99039999a1ebfd7351468b8840db6d6d00b18
GOOGL,BUY,119.0,400.79998779296875,401.8019877624512,47695.19854736328,119.2379963684082,-47814.43654373169,44.0,0.048313532101146354,0.18,65702.83242125023,17635.199462890625,48067.63295835961,limit,day,target_rebalance,ready,209307.69511544588,r1k-M-20260508-B-GOOGL-86969df9f3c4,86969df9f3c40d11bf4215855e4731f9f6b3b18a94e837027070a591ca1af60a
GLW,BUY,119.0,186.94000244140625,187.40735244750977,22245.860290527344,55.61465072631836,-22301.474941253662,0.0,0.0,0.0612982234974706,22374.816145414745,0.0,22374.816145414745,limit,day,target_rebalance,ready,187006.22017419222,r1k-M-20260508-B-GLW-82a04aca2809,82a04aca2809276731cec39b536534eed2219df01b162119bb5fc8c3e8aac4ed
FTI,BUY,293.0,70.1500015258789,70.3253765296936,20553.95044708252,51.3848761177063,-20605.335323200226,0.0,0.0,0.0563253764868764,20559.648735450377,0.0,20559.648735450377,limit,day,target_rebalance,ready,166400.884850992,r1k-M-20260508-B-FTI-f576f82c5ebf,f576f82c5ebf51ee8ad22a46cbdedc1f95f1b0f48fc5fe55f09177e6a120a0b2
UMC,BUY,1325.0,15.420000076293945,15.458550076484679,20431.500101089478,51.078750252723694,-20482.5788513422,0.0,0.0,0.0560163607834233,20446.853141119747,0.0,20446.853141119747,limit,day,target_rebalance,ready,145918.3059996498,r1k-M-20260508-B-UMC-47343ac8ca36,47343ac8ca36d1187c097b9174b0326b3ebd312df2484893ead581ba4414207d
PWR,BUY,27.0,745.0,746.8625,20115.0,50.2875,-20165.2875,0.0,0.0,0.0564894922834731,20619.553583680783,0.0,20619.553583680783,limit,day,target_rebalance,ready,125753.0184996498,r1k-M-20260508-B-PWR-e9912bc26eeb,e9912bc26eeb8713d7d2304bf340e9aad696f5933c2632c17a970edc91cf4a83
NXPI,BUY,68.0,294.75,295.486875,20043.0,50.1075,-20093.1075,0.0,0.0,0.0555358569436183,20271.46167853933,0.0,20271.46167853933,limit,day,target_rebalance,ready,105659.9109996498,r1k-M-20260508-B-NXPI-4d8dd542b024,4d8dd542b0246f319a74f386c170294024830cc46613f29a485eee3ff63dcacb
FIX,BUY,10.0,1952.3699951171875,1957.2509201049804,19523.699951171875,48.80924987792969,-19572.509201049805,0.0,0.0,0.0574018108388622,20952.564212344823,0.0,20952.564212344823,limit,day,target_rebalance,ready,86087.4017986,r1k-M-20260508-B-FIX-d0d375639ba4,d0d375639ba48e735f9f153de2d15171c4da1024e3da74cc778326b2fe26fc73
STM,BUY,246.0,59.16999816894531,59.31792316436767,14555.819549560547,36.38954887390137,-14592.209098434449,0.0,0.0,0.04,14600.629426944495,0.0,14600.629426944495,limit,day,target_rebalance,ready,71495.19270016554,r1k-M-20260508-B-STM-5ee136719ba0,5ee136719ba0154df0ba5fedf709f5c7ce9021b5f79c140ee6bf7bc88727aeda
ON,BUY,141.0,103.19999694824219,103.45799694061279,14551.199569702148,36.37799892425537,-14587.577568626404,0.0,0.0,0.04,14600.629426944495,0.0,14600.629426944495,limit,day,target_rebalance,ready,56907.61513153914,r1k-M-20260508-B-ON-dbdddadd0434,dbdddadd0434421fd474fb5aa7cef893fde37bca6dd32a08729c0e47f762f606
TKR,BUY,123.0,117.97000122070312,118.26492622375487,14510.310150146484,36.27577537536621,-14546.585925521851,0.0,0.0,0.04,14600.629426944495,0.0,14600.629426944495,limit,day,target_rebalance,ready,42361.02920601729,r1k-M-20260508-B-TKR-7d571d0f3d0a,7d571d0f3d0a83b9df02a83102a97e4779e521dd99d58a668f56e8b48e82490f
MLI,BUY,103.0,140.8300018310547,141.18207683563233,14505.490188598633,36.263725471496585,-14541.75391407013,0.0,0.0,0.04,14600.629426944495,0.0,14600.629426944495,limit,day,target_rebalance,ready,27819.275291947157,r1k-M-20260508-B-MLI-f3c724ea60b2,f3c724ea60b2a340466f89bc69a907f83d23bb8d1e7311c66b000f9abf008cb1
AKAM,BUY,98.0,147.7100067138672,148.07928173065184,14475.580657958984,36.188951644897465,-14511.769609603882,0.0,0.0,0.04,14600.629426944495,0.0,14600.629426944495,limit,day,target_rebalance,ready,13307.505682343275,r1k-M-20260508-B-AKAM-ebb5c0eed2ee,ebb5c0eed2eef059cf9c3aa0265e7ea6083fd47c3725096bebf2f09b9acf2fd0
PR,BUY,226.0,19.719999313354492,19.769299311637877,4456.719844818115,11.141799612045288,-4467.861644430161,514.0,0.027768884068405282,0.04,14600.629426944495,10136.079647064209,4464.549779880286,limit,day,target_rebalance,ready,8839.644037913115,r1k-M-20260508-B-PR-3639f1e6923d,3639f1e6923d65bb8d2bea076992244f3f1c27adb76cd93c77a2f8f7716d842b
VRT,BUY,13.0,339.9700012207031,340.81992622375486,4419.610015869141,11.049025039672852,-4430.659040908813,52.0,0.048431994392932595,0.0612982234974706,22374.816145414745,17678.440063476562,4696.376081938182,limit,day,target_rebalance,ready,4408.9849970043015,r1k-M-20260508-B-VRT-d9aabfca8459,d9aabfca8459eae68c5f77aae0f139dbb97c51a9bb76a380e82ff8a1d838ebf8
ETR,BUY,22.0,111.58999633789062,111.86897132873534,2454.9799194335938,6.137449798583985,-2461.1173692321777,158.0,0.048302628347924426,0.0552113288069301,20153.0038019793,17631.21942138672,2521.7843805925804,limit,day,target_rebalance,ready,1947.8676277721238,r1k-M-20260508-B-ETR-5575a325ee91,5575a325ee91c16bd9e8734734135081aaa1a556fb2a1141285aada4ab266506
